dataset_ID,dataset,variable_ID,variable,type,description
18,decisions_CSTS_DG_D,7,case_type,string,The type of the infringement case. There are two types of cases. Coded {noncommunication} for cases that relate to a member state failing to notify the Commission that it has transposed a directive by the stated deadline. Coded {nonconformity} for cases that relate to a member state incorrectly transposing a directive. 
18,decisions_CSTS_DG_D,8,decision_stage_ID,numeric,"An ID number that uniquely identifies each decision stage in the infringement procedure. Coded {1} for letters of formal notice under Article 258 of the Treaty on the Functioning of the European Union (TFEU), coded {2} for reasoned opinions under Article 258, coded {3} for referrals to the Court under Article 258, coded {4} for letters of formal notice under Article 260, coded {5} for reasoned opinions under Article 260, and coded {6} for referrals to the Court under Article 266"
18,decisions_CSTS_DG_D,9,decision_stage,string,"The decision stage of the infringement procedure. Possible values include: {Letter of formal notice (Article 258)}, {Reasoned opinion (Article 259)}, {Referral to the Court (Article 258)}, {Letter of formal notice (Article 260)}, {Reasoned opinion (Article 260)}, and {Referral to the Court (Article 260)}. "
18,decisions_CSTS_DG_D,10,count_decisions,numeric,A count of the number of decisions made by the Commission in infringement cases at this level of aggregation.
19,decisions_DDY,1,key_ID,numeric,An ID number that uniquely identifies each observation in the dataset. 
19,decisions_DDY,2,year,numeric,The year the decision was issued by the Commission.
19,decisions_DDY,3,directorate_general_ID,numeric,An ID number that uniquely identifies each Directorate-General (DG) of the Commission.
19,decisions_DDY,4,directorate_general,string,The name of the Directorate-General (DG) of the Commission that opened the infringement case.
19,decisions_DDY,5,directorate_general_code,string,A multi-letter code assigned by the Commission that uniquely identifies each Directorate-General (DG) of the Commission. 
19,decisions_DDY,6,member_state_ID,numeric,An ID number that uniquely identifies each member state. This ID number is assigned when member states are sorted by accession date and then alphabetically. 
19,decisions_DDY,7,member_state,string,The name of the member state that the Commission opened the case against. 
19,decisions_DDY,8,member_state_code,string,A two letter code assigned by the Commission that uniquely identifies each member state. 
19,decisions_DDY,9,decision_stage_ID,numeric,"An ID number that uniquely identifies each decision stage in the infringement procedure. Coded {1} for letters of formal notice under Article 258 of the Treaty on the Functioning of the European Union (TFEU), coded {2} for reasoned opinions under Article 258, coded {3} for referrals to the Court under Article 258, coded {4} for letters of formal notice under Article 260, coded {5} for reasoned opinions under Article 260, and coded {6} for referrals to the Court under Article 267"
19,decisions_DDY,10,decision_stage,string,"The decision stage of the infringement procedure. Possible values include: {Letter of formal notice (Article 258)}, {Reasoned opinion (Article 259)}, {Referral to the Court (Article 258)}, {Letter of formal notice (Article 260)}, {Reasoned opinion (Article 260)}, and {Referral to the Court (Article 260)}. "
19,decisions_DDY,11,count_decisions,numeric,A count of the number of decisions made by the Commission in infringement cases at this level of aggregation.
20,decisions_DDY_D,1,key_ID,numeric,An ID number that uniquely identifies each observation in the dataset. 
20,decisions_DDY_D,2,year,numeric,The year the decision was issued by the Commission.
20,decisions_DDY_D,3,directorate_general_ID,numeric,An ID number that uniquely identifies each Directorate-General (DG) of the Commission.
20,decisions_DDY_D,4,directorate_general,string,The name of the Directorate-General (DG) of the Commission that opened the infringement case.
20,decisions_DDY_D,5,directorate_general_code,string,A multi-letter code assigned by the Commission that uniquely identifies each Directorate-General (DG) of the Commission. 
20,decisions_DDY_D,6,member_state_ID,numeric,An ID number that uniquely identifies each member state. This ID number is assigned when member states are sorted by accession date and then alphabetically. 
20,decisions_DDY_D,7,member_state,string,The name of the member state that the Commission opened the case against. 
20,decisions_DDY_D,8,member_state_code,string,A two letter code assigned by the Commission that uniquely identifies each member state. 
20,decisions_DDY_D,9,case_type_ID,numeric,"An ID number that uniquely identifies each type of state aid cases. Coded {1} for noncommunication cases, which are cases that relate to a member state failing to notify the Commission that it has transposed a directive by the stated deadline. Coded {2} for nonconformity cases, which are cases that relate to a member state incorrectly transposing a directive. "
20,decisions_DDY_D,10,case_type,string,The type of the infringement case. There are two types of cases. Coded {noncommunication} for cases that relate to a member state failing to notify the Commission that it has transposed a directive by the stated deadline. Coded {nonconformity} for cases that relate to a member state incorrectly transposing a directive. 
20,decisions_DDY_D,11,decision_stage_ID,numeric,"An ID number that uniquely identifies each decision stage in the infringement procedure. Coded {1} for letters of formal notice under Article 258 of the Treaty on the Functioning of the European Union (TFEU), coded {2} for reasoned opinions under Article 258, coded {3} for referrals to the Court under Article 258, coded {4} for letters of formal notice under Article 260, coded {5} for reasoned opinions under Article 260, and coded {6} for referrals to the Court under Article 268"
20,decisions_DDY_D,12,decision_stage,string,"The decision stage of the infringement procedure. Possible values include: {Letter of formal notice (Article 258)}, {Reasoned opinion (Article 259)}, {Referral to the Court (Article 258)}, {Letter of formal notice (Article 260)}, {Reasoned opinion (Article 260)}, and {Referral to the Court (Article 260)}. "
20,decisions_DDY_D,13,count_decisions,numeric,A count of the number of decisions made by the Commission in infringement cases at this level of aggregation.
21,decisions_network,1,key_ID,numeric,An ID number that uniquely identifies each observation in the dataset. 
21,decisions_network,2,year,numeric,The year the decision was issued by the Commission.
21,decisions_network,3,directorate_general_ID,numeric,An ID number that uniquely identifies each Directorate-General (DG) of the Commission.
21,decisions_network,4,directorate_general,string,The name of the Directorate-General (DG) of the Commission that opened the infringement case.
21,decisions_network,5,directorate_general_code,string,A multi-letter code assigned by the Commission that uniquely identifies each Directorate-General (DG) of the Commission. 
21,decisions_network,6,member_state_ID,numeric,An ID number that uniquely identifies each member state. This ID number is assigned when member states are sorted by accession date and then alphabetically. 
21,decisions_network,7,member_state,string,The name of the member state that the Commission opened the case against. 
21,decisions_network,8,member_state_code,string,A two letter code assigned by the Commission that uniquely identifies each member state. 
21,decisions_network,9,decision_stage_ID,numeric,"An ID number that uniquely identifies each decision stage in the infringement procedure. Coded {1} for letters of formal notice under Article 258 of the Treaty on the Functioning of the European Union (TFEU), coded {2} for reasoned opinions under Article 258, coded {3} for referrals to the Court under Article 258, coded {4} for letters of formal notice under Article 260, coded {5} for reasoned opinions under Article 260, and coded {6} for referrals to the Court under Article 269"
21,decisions_network,10,decision_stage,string,"The decision stage of the infringement procedure. Possible values include: {Letter of formal notice (Article 258)}, {Reasoned opinion (Article 259)}, {Referral to the Court (Article 258)}, {Letter of formal notice (Article 260)}, {Reasoned opinion (Article 260)}, and {Referral to the Court (Article 260)}. "
21,decisions_network,11,count_decisions,numeric,A count of the number of decisions made by the Commission in infringement cases at this level of aggregation.
22,decisions_network_D,1,key_ID,numeric,An ID number that uniquely identifies each observation in the dataset. 
22,decisions_network_D,2,year,numeric,The year the decision was issued by the Commission.
22,decisions_network_D,3,directorate_general_ID,numeric,An ID number that uniquely identifies each Directorate-General (DG) of the Commission.
22,decisions_network_D,4,directorate_general,string,The name of the Directorate-General (DG) of the Commission that opened the infringement case.
22,decisions_network_D,5,directorate_general_code,string,A multi-letter code assigned by the Commission that uniquely identifies each Directorate-General (DG) of the Commission. 
22,decisions_network_D,6,member_state_ID,numeric,An ID number that uniquely identifies each member state. This ID number is assigned when member states are sorted by accession date and then alphabetically. 
22,decisions_network_D,7,member_state,string,The name of the member state that the Commission opened the case against. 
22,decisions_network_D,8,member_state_code,string,A two letter code assigned by the Commission that uniquely identifies each member state. 
22,decisions_network_D,9,case_type_ID,numeric,"An ID number that uniquely identifies each type of state aid cases. Coded {1} for noncommunication cases, which are cases that relate to a member state failing to notify the Commission that it has transposed a directive by the stated deadline. Coded {2} for nonconformity cases, which are cases that relate to a member state incorrectly transposing a directive. "
22,decisions_network_D,10,case_type,string,The type of the infringement case. There are two types of cases. Coded {noncommunication} for cases that relate to a member state failing to notify the Commission that it has transposed a directive by the stated deadline. Coded {nonconformity} for cases that relate to a member state incorrectly transposing a directive. 
22,decisions_network_D,11,decision_stage_ID,numeric,"An ID number that uniquely identifies each decision stage in the infringement procedure. Coded {1} for letters of formal notice under Article 258 of the Treaty on the Functioning of the European Union (TFEU), coded {2} for reasoned opinions under Article 258, coded {3} for referrals to the Court under Article 258, coded {4} for letters of formal notice under Article 260, coded {5} for reasoned opinions under Article 260, and coded {6} for referrals to the Court under Article 270"
22,decisions_network_D,12,decision_stage,string,"The decision stage of the infringement procedure. Possible values include: {Letter of formal notice (Article 258)}, {Reasoned opinion (Article 259)}, {Referral to the Court (Article 258)}, {Letter of formal notice (Article 260)}, {Reasoned opinion (Article 260)}, and {Referral to the Court (Article 260)}. "
22,decisions_network_D,13,count_decisions,numeric,A count of the number of decisions made by the Commission in infringement cases at this level of aggregation.
