"key_ID","year","directorate_general_ID","directorate_general","directorate_general_code","member_state_ID","member_state","member_state_code","case_type_ID","case_type","count_LFN258","count_RO258","count_RF258","count_LFN260","count_RO260","count_RF260"
9233,2008,25,"Migration and Home Affairs","HOME",9,"United Kingdom","UK",1,"noncommunication",0,0,1,0,0,0
9234,2008,25,"Migration and Home Affairs","HOME",9,"United Kingdom","UK",2,"nonconformity",0,1,0,0,0,0
9235,2008,25,"Migration and Home Affairs","HOME",10,"Greece","EL",1,"noncommunication",1,3,1,0,0,0
9236,2008,25,"Migration and Home Affairs","HOME",10,"Greece","EL",2,"nonconformity",0,0,1,0,0,0
9237,2008,25,"Migration and Home Affairs","HOME",11,"Portugal","PT",1,"noncommunication",1,0,1,0,0,0
9238,2008,25,"Migration and Home Affairs","HOME",11,"Portugal","PT",2,"nonconformity",0,0,0,0,0,0
9239,2008,25,"Migration and Home Affairs","HOME",12,"Spain","ES",1,"noncommunication",1,1,3,2,0,0
9240,2008,25,"Migration and Home Affairs","HOME",12,"Spain","ES",2,"nonconformity",0,0,0,0,0,0
9241,2008,25,"Migration and Home Affairs","HOME",13,"Austria","AT",1,"noncommunication",0,1,0,0,0,0
9242,2008,25,"Migration and Home Affairs","HOME",13,"Austria","AT",2,"nonconformity",0,0,0,0,0,0
9243,2008,25,"Migration and Home Affairs","HOME",14,"Finland","FI",1,"noncommunication",1,1,1,0,0,0
9244,2008,25,"Migration and Home Affairs","HOME",14,"Finland","FI",2,"nonconformity",0,0,0,0,0,0
9245,2008,25,"Migration and Home Affairs","HOME",15,"Sweden","SE",1,"noncommunication",1,1,1,0,0,0
9246,2008,25,"Migration and Home Affairs","HOME",15,"Sweden","SE",2,"nonconformity",0,0,0,0,0,0
9247,2008,25,"Migration and Home Affairs","HOME",16,"Cyprus","CY",1,"noncommunication",1,1,0,0,0,0
9248,2008,25,"Migration and Home Affairs","HOME",16,"Cyprus","CY",2,"nonconformity",0,0,0,0,0,0
9249,2008,25,"Migration and Home Affairs","HOME",17,"Czech Republic","CZ",1,"noncommunication",1,0,0,0,0,0
9250,2008,25,"Migration and Home Affairs","HOME",17,"Czech Republic","CZ",2,"nonconformity",0,0,0,0,0,0
9251,2008,25,"Migration and Home Affairs","HOME",18,"Estonia","EE",1,"noncommunication",1,0,0,0,0,0
9252,2008,25,"Migration and Home Affairs","HOME",18,"Estonia","EE",2,"nonconformity",0,0,0,0,0,0
9253,2008,25,"Migration and Home Affairs","HOME",19,"Hungary","HU",1,"noncommunication",0,0,0,0,0,0
9254,2008,25,"Migration and Home Affairs","HOME",19,"Hungary","HU",2,"nonconformity",0,0,0,0,0,0
9255,2008,25,"Migration and Home Affairs","HOME",20,"Latvia","LV",1,"noncommunication",0,0,0,0,0,0
9256,2008,25,"Migration and Home Affairs","HOME",20,"Latvia","LV",2,"nonconformity",0,0,0,0,0,0
9257,2008,25,"Migration and Home Affairs","HOME",21,"Lithuania","LT",1,"noncommunication",1,1,0,0,0,0
9258,2008,25,"Migration and Home Affairs","HOME",21,"Lithuania","LT",2,"nonconformity",0,0,0,0,0,0
9259,2008,25,"Migration and Home Affairs","HOME",22,"Malta","MT",1,"noncommunication",1,0,1,0,0,0
9260,2008,25,"Migration and Home Affairs","HOME",22,"Malta","MT",2,"nonconformity",0,0,0,0,0,0
9261,2008,25,"Migration and Home Affairs","HOME",23,"Poland","PL",1,"noncommunication",1,1,1,0,0,0
9262,2008,25,"Migration and Home Affairs","HOME",23,"Poland","PL",2,"nonconformity",0,0,0,0,0,0
9263,2008,25,"Migration and Home Affairs","HOME",24,"Slovakia","SK",1,"noncommunication",0,1,0,0,0,0
9264,2008,25,"Migration and Home Affairs","HOME",24,"Slovakia","SK",2,"nonconformity",0,0,0,0,0,0
9265,2008,25,"Migration and Home Affairs","HOME",25,"Slovenia","SI",1,"noncommunication",0,0,0,0,0,0
9266,2008,25,"Migration and Home Affairs","HOME",25,"Slovenia","SI",2,"nonconformity",0,0,0,0,0,0
9267,2008,25,"Migration and Home Affairs","HOME",26,"Bulgaria","BG",1,"noncommunication",0,0,0,0,0,0
9268,2008,25,"Migration and Home Affairs","HOME",26,"Bulgaria","BG",2,"nonconformity",0,0,0,0,0,0
9269,2008,25,"Migration and Home Affairs","HOME",27,"Romania","RO",1,"noncommunication",0,1,0,0,0,0
9270,2008,25,"Migration and Home Affairs","HOME",27,"Romania","RO",2,"nonconformity",0,0,0,0,0,0
9271,2008,26,"Mobility and Transport","MOVE",1,"Belgium","BE",1,"noncommunication",3,1,0,0,0,0
9272,2008,26,"Mobility and Transport","MOVE",1,"Belgium","BE",2,"nonconformity",5,0,1,0,0,0
9273,2008,26,"Mobility and Transport","MOVE",2,"France","FR",1,"noncommunication",2,0,0,0,0,0
9274,2008,26,"Mobility and Transport","MOVE",2,"France","FR",2,"nonconformity",3,0,0,1,0,0
9275,2008,26,"Mobility and Transport","MOVE",3,"Germany","DE",1,"noncommunication",3,1,0,0,0,0
9276,2008,26,"Mobility and Transport","MOVE",3,"Germany","DE",2,"nonconformity",4,0,0,0,0,0
9277,2008,26,"Mobility and Transport","MOVE",4,"Italy","IT",1,"noncommunication",3,1,2,0,0,0
9278,2008,26,"Mobility and Transport","MOVE",4,"Italy","IT",2,"nonconformity",3,3,0,0,0,0
9279,2008,26,"Mobility and Transport","MOVE",5,"Luxembourg","LU",1,"noncommunication",6,0,1,2,0,0
9280,2008,26,"Mobility and Transport","MOVE",5,"Luxembourg","LU",2,"nonconformity",2,0,0,0,0,0
9281,2008,26,"Mobility and Transport","MOVE",6,"Netherlands","NL",1,"noncommunication",1,0,0,0,0,0
9282,2008,26,"Mobility and Transport","MOVE",6,"Netherlands","NL",2,"nonconformity",2,0,0,0,0,0
9283,2008,26,"Mobility and Transport","MOVE",7,"Denmark","DK",1,"noncommunication",2,0,0,0,0,0
9284,2008,26,"Mobility and Transport","MOVE",7,"Denmark","DK",2,"nonconformity",3,0,0,0,0,0
9285,2008,26,"Mobility and Transport","MOVE",8,"Ireland","IE",1,"noncommunication",4,0,0,0,0,0
9286,2008,26,"Mobility and Transport","MOVE",8,"Ireland","IE",2,"nonconformity",4,0,0,0,0,0
9287,2008,26,"Mobility and Transport","MOVE",9,"United Kingdom","UK",1,"noncommunication",4,2,3,0,0,0
9288,2008,26,"Mobility and Transport","MOVE",9,"United Kingdom","UK",2,"nonconformity",3,2,0,0,0,0
9289,2008,26,"Mobility and Transport","MOVE",10,"Greece","EL",1,"noncommunication",4,0,2,0,0,0
9290,2008,26,"Mobility and Transport","MOVE",10,"Greece","EL",2,"nonconformity",4,2,0,0,0,0
9291,2008,26,"Mobility and Transport","MOVE",11,"Portugal","PT",1,"noncommunication",6,0,2,0,0,0
9292,2008,26,"Mobility and Transport","MOVE",11,"Portugal","PT",2,"nonconformity",2,0,0,0,0,0
9293,2008,26,"Mobility and Transport","MOVE",12,"Spain","ES",1,"noncommunication",5,0,0,0,0,0
9294,2008,26,"Mobility and Transport","MOVE",12,"Spain","ES",2,"nonconformity",4,1,1,0,0,0
9295,2008,26,"Mobility and Transport","MOVE",13,"Austria","AT",1,"noncommunication",4,1,0,0,0,0
9296,2008,26,"Mobility and Transport","MOVE",13,"Austria","AT",2,"nonconformity",3,0,0,0,0,0
9297,2008,26,"Mobility and Transport","MOVE",14,"Finland","FI",1,"noncommunication",4,0,0,0,0,0
9298,2008,26,"Mobility and Transport","MOVE",14,"Finland","FI",2,"nonconformity",1,2,0,0,0,0
9299,2008,26,"Mobility and Transport","MOVE",15,"Sweden","SE",1,"noncommunication",2,0,0,0,0,0
9300,2008,26,"Mobility and Transport","MOVE",15,"Sweden","SE",2,"nonconformity",1,0,0,0,0,0
9301,2008,26,"Mobility and Transport","MOVE",16,"Cyprus","CY",1,"noncommunication",5,1,0,0,0,0
9302,2008,26,"Mobility and Transport","MOVE",16,"Cyprus","CY",2,"nonconformity",2,0,0,0,0,0
9303,2008,26,"Mobility and Transport","MOVE",17,"Czech Republic","CZ",1,"noncommunication",5,2,0,0,0,0
9304,2008,26,"Mobility and Transport","MOVE",17,"Czech Republic","CZ",2,"nonconformity",2,0,0,0,0,0
9305,2008,26,"Mobility and Transport","MOVE",18,"Estonia","EE",1,"noncommunication",2,1,2,0,0,0
9306,2008,26,"Mobility and Transport","MOVE",18,"Estonia","EE",2,"nonconformity",2,0,1,0,0,0
9307,2008,26,"Mobility and Transport","MOVE",19,"Hungary","HU",1,"noncommunication",5,0,0,0,0,0
9308,2008,26,"Mobility and Transport","MOVE",19,"Hungary","HU",2,"nonconformity",1,0,0,0,0,0
9309,2008,26,"Mobility and Transport","MOVE",20,"Latvia","LV",1,"noncommunication",3,0,0,0,0,0
9310,2008,26,"Mobility and Transport","MOVE",20,"Latvia","LV",2,"nonconformity",2,0,0,0,0,0
9311,2008,26,"Mobility and Transport","MOVE",21,"Lithuania","LT",1,"noncommunication",2,0,0,0,0,0
9312,2008,26,"Mobility and Transport","MOVE",21,"Lithuania","LT",2,"nonconformity",1,0,0,0,0,0
9313,2008,26,"Mobility and Transport","MOVE",22,"Malta","MT",1,"noncommunication",3,0,0,0,0,0
9314,2008,26,"Mobility and Transport","MOVE",22,"Malta","MT",2,"nonconformity",2,0,1,0,0,0
9315,2008,26,"Mobility and Transport","MOVE",23,"Poland","PL",1,"noncommunication",6,2,0,0,0,0
9316,2008,26,"Mobility and Transport","MOVE",23,"Poland","PL",2,"nonconformity",3,0,1,0,0,0
9317,2008,26,"Mobility and Transport","MOVE",24,"Slovakia","SK",1,"noncommunication",2,2,0,0,0,0
9318,2008,26,"Mobility and Transport","MOVE",24,"Slovakia","SK",2,"nonconformity",3,0,0,0,0,0
9319,2008,26,"Mobility and Transport","MOVE",25,"Slovenia","SI",1,"noncommunication",4,0,0,0,0,0
9320,2008,26,"Mobility and Transport","MOVE",25,"Slovenia","SI",2,"nonconformity",3,0,0,0,0,0
9321,2008,26,"Mobility and Transport","MOVE",26,"Bulgaria","BG",1,"noncommunication",2,0,0,0,0,0
9322,2008,26,"Mobility and Transport","MOVE",26,"Bulgaria","BG",2,"nonconformity",1,0,0,0,0,0
9323,2008,26,"Mobility and Transport","MOVE",27,"Romania","RO",1,"noncommunication",2,0,0,0,0,0
9324,2008,26,"Mobility and Transport","MOVE",27,"Romania","RO",2,"nonconformity",1,0,0,0,0,0
9325,2008,27,"Regional and Urban Policy","REGIO",1,"Belgium","BE",1,"noncommunication",0,0,0,0,0,0
9326,2008,27,"Regional and Urban Policy","REGIO",1,"Belgium","BE",2,"nonconformity",0,0,0,0,0,0
9327,2008,27,"Regional and Urban Policy","REGIO",2,"France","FR",1,"noncommunication",0,0,0,0,0,0
9328,2008,27,"Regional and Urban Policy","REGIO",2,"France","FR",2,"nonconformity",0,0,0,0,0,0
9329,2008,27,"Regional and Urban Policy","REGIO",3,"Germany","DE",1,"noncommunication",0,0,0,0,0,0
9330,2008,27,"Regional and Urban Policy","REGIO",3,"Germany","DE",2,"nonconformity",1,0,0,0,0,0
9331,2008,27,"Regional and Urban Policy","REGIO",4,"Italy","IT",1,"noncommunication",0,0,0,0,0,0
9332,2008,27,"Regional and Urban Policy","REGIO",4,"Italy","IT",2,"nonconformity",0,0,0,0,0,0
9333,2008,27,"Regional and Urban Policy","REGIO",5,"Luxembourg","LU",1,"noncommunication",0,0,0,0,0,0
9334,2008,27,"Regional and Urban Policy","REGIO",5,"Luxembourg","LU",2,"nonconformity",0,0,0,0,0,0
9335,2008,27,"Regional and Urban Policy","REGIO",6,"Netherlands","NL",1,"noncommunication",0,0,0,0,0,0
9336,2008,27,"Regional and Urban Policy","REGIO",6,"Netherlands","NL",2,"nonconformity",0,0,0,0,0,0
9337,2008,27,"Regional and Urban Policy","REGIO",7,"Denmark","DK",1,"noncommunication",0,0,0,0,0,0
9338,2008,27,"Regional and Urban Policy","REGIO",7,"Denmark","DK",2,"nonconformity",0,0,0,0,0,0
9339,2008,27,"Regional and Urban Policy","REGIO",8,"Ireland","IE",1,"noncommunication",0,0,0,0,0,0
9340,2008,27,"Regional and Urban Policy","REGIO",8,"Ireland","IE",2,"nonconformity",0,0,0,0,0,0
9341,2008,27,"Regional and Urban Policy","REGIO",9,"United Kingdom","UK",1,"noncommunication",0,0,0,0,0,0
9342,2008,27,"Regional and Urban Policy","REGIO",9,"United Kingdom","UK",2,"nonconformity",0,0,0,0,0,0
9343,2008,27,"Regional and Urban Policy","REGIO",10,"Greece","EL",1,"noncommunication",0,0,0,0,0,0
9344,2008,27,"Regional and Urban Policy","REGIO",10,"Greece","EL",2,"nonconformity",0,0,0,0,0,0
9345,2008,27,"Regional and Urban Policy","REGIO",11,"Portugal","PT",1,"noncommunication",0,0,0,0,0,0
9346,2008,27,"Regional and Urban Policy","REGIO",11,"Portugal","PT",2,"nonconformity",0,0,0,0,0,0
9347,2008,27,"Regional and Urban Policy","REGIO",12,"Spain","ES",1,"noncommunication",0,0,0,0,0,0
9348,2008,27,"Regional and Urban Policy","REGIO",12,"Spain","ES",2,"nonconformity",0,0,0,0,0,0
9349,2008,27,"Regional and Urban Policy","REGIO",13,"Austria","AT",1,"noncommunication",0,0,0,0,0,0
9350,2008,27,"Regional and Urban Policy","REGIO",13,"Austria","AT",2,"nonconformity",0,0,0,0,0,0
9351,2008,27,"Regional and Urban Policy","REGIO",14,"Finland","FI",1,"noncommunication",0,0,0,0,0,0
9352,2008,27,"Regional and Urban Policy","REGIO",14,"Finland","FI",2,"nonconformity",0,0,0,0,0,0
9353,2008,27,"Regional and Urban Policy","REGIO",15,"Sweden","SE",1,"noncommunication",0,0,0,0,0,0
9354,2008,27,"Regional and Urban Policy","REGIO",15,"Sweden","SE",2,"nonconformity",0,0,0,0,0,0
9355,2008,27,"Regional and Urban Policy","REGIO",16,"Cyprus","CY",1,"noncommunication",0,0,0,0,0,0
9356,2008,27,"Regional and Urban Policy","REGIO",16,"Cyprus","CY",2,"nonconformity",0,0,0,0,0,0
9357,2008,27,"Regional and Urban Policy","REGIO",17,"Czech Republic","CZ",1,"noncommunication",0,0,0,0,0,0
9358,2008,27,"Regional and Urban Policy","REGIO",17,"Czech Republic","CZ",2,"nonconformity",0,0,0,0,0,0
9359,2008,27,"Regional and Urban Policy","REGIO",18,"Estonia","EE",1,"noncommunication",0,0,0,0,0,0
9360,2008,27,"Regional and Urban Policy","REGIO",18,"Estonia","EE",2,"nonconformity",0,0,0,0,0,0
9361,2008,27,"Regional and Urban Policy","REGIO",19,"Hungary","HU",1,"noncommunication",0,0,0,0,0,0
9362,2008,27,"Regional and Urban Policy","REGIO",19,"Hungary","HU",2,"nonconformity",0,0,0,0,0,0
9363,2008,27,"Regional and Urban Policy","REGIO",20,"Latvia","LV",1,"noncommunication",0,0,0,0,0,0
9364,2008,27,"Regional and Urban Policy","REGIO",20,"Latvia","LV",2,"nonconformity",0,0,0,0,0,0
9365,2008,27,"Regional and Urban Policy","REGIO",21,"Lithuania","LT",1,"noncommunication",0,0,0,0,0,0
9366,2008,27,"Regional and Urban Policy","REGIO",21,"Lithuania","LT",2,"nonconformity",0,0,0,0,0,0
9367,2008,27,"Regional and Urban Policy","REGIO",22,"Malta","MT",1,"noncommunication",0,0,0,0,0,0
9368,2008,27,"Regional and Urban Policy","REGIO",22,"Malta","MT",2,"nonconformity",0,0,0,0,0,0
9369,2008,27,"Regional and Urban Policy","REGIO",23,"Poland","PL",1,"noncommunication",0,0,0,0,0,0
9370,2008,27,"Regional and Urban Policy","REGIO",23,"Poland","PL",2,"nonconformity",0,0,0,0,0,0
9371,2008,27,"Regional and Urban Policy","REGIO",24,"Slovakia","SK",1,"noncommunication",0,0,0,0,0,0
9372,2008,27,"Regional and Urban Policy","REGIO",24,"Slovakia","SK",2,"nonconformity",0,0,0,0,0,0
9373,2008,27,"Regional and Urban Policy","REGIO",25,"Slovenia","SI",1,"noncommunication",0,0,0,0,0,0
9374,2008,27,"Regional and Urban Policy","REGIO",25,"Slovenia","SI",2,"nonconformity",0,0,0,0,0,0
9375,2008,27,"Regional and Urban Policy","REGIO",26,"Bulgaria","BG",1,"noncommunication",0,0,0,0,0,0
9376,2008,27,"Regional and Urban Policy","REGIO",26,"Bulgaria","BG",2,"nonconformity",0,0,0,0,0,0
9377,2008,27,"Regional and Urban Policy","REGIO",27,"Romania","RO",1,"noncommunication",0,0,0,0,0,0
9378,2008,27,"Regional and Urban Policy","REGIO",27,"Romania","RO",2,"nonconformity",0,0,0,0,0,0
9379,2008,28,"Secretariat-General","SG",1,"Belgium","BE",1,"noncommunication",0,0,0,0,0,0
9380,2008,28,"Secretariat-General","SG",1,"Belgium","BE",2,"nonconformity",0,0,0,0,0,0
9381,2008,28,"Secretariat-General","SG",2,"France","FR",1,"noncommunication",0,0,0,0,0,0
9382,2008,28,"Secretariat-General","SG",2,"France","FR",2,"nonconformity",0,0,0,0,0,0
9383,2008,28,"Secretariat-General","SG",3,"Germany","DE",1,"noncommunication",0,0,0,0,0,0
9384,2008,28,"Secretariat-General","SG",3,"Germany","DE",2,"nonconformity",0,0,0,0,0,0
9385,2008,28,"Secretariat-General","SG",4,"Italy","IT",1,"noncommunication",0,0,0,0,0,0
9386,2008,28,"Secretariat-General","SG",4,"Italy","IT",2,"nonconformity",0,0,0,0,0,0
9387,2008,28,"Secretariat-General","SG",5,"Luxembourg","LU",1,"noncommunication",0,0,0,0,0,0
9388,2008,28,"Secretariat-General","SG",5,"Luxembourg","LU",2,"nonconformity",0,0,0,0,0,0
9389,2008,28,"Secretariat-General","SG",6,"Netherlands","NL",1,"noncommunication",0,0,0,0,0,0
9390,2008,28,"Secretariat-General","SG",6,"Netherlands","NL",2,"nonconformity",0,0,0,0,0,0
9391,2008,28,"Secretariat-General","SG",7,"Denmark","DK",1,"noncommunication",0,0,0,0,0,0
9392,2008,28,"Secretariat-General","SG",7,"Denmark","DK",2,"nonconformity",0,0,0,0,0,0
9393,2008,28,"Secretariat-General","SG",8,"Ireland","IE",1,"noncommunication",0,0,0,0,0,0
9394,2008,28,"Secretariat-General","SG",8,"Ireland","IE",2,"nonconformity",0,0,0,0,0,0
9395,2008,28,"Secretariat-General","SG",9,"United Kingdom","UK",1,"noncommunication",0,0,0,0,0,0
9396,2008,28,"Secretariat-General","SG",9,"United Kingdom","UK",2,"nonconformity",0,0,0,0,0,0
9397,2008,28,"Secretariat-General","SG",10,"Greece","EL",1,"noncommunication",0,0,0,0,0,0
9398,2008,28,"Secretariat-General","SG",10,"Greece","EL",2,"nonconformity",0,0,0,0,0,0
9399,2008,28,"Secretariat-General","SG",11,"Portugal","PT",1,"noncommunication",0,0,0,0,0,0
9400,2008,28,"Secretariat-General","SG",11,"Portugal","PT",2,"nonconformity",0,0,0,0,0,0
9401,2008,28,"Secretariat-General","SG",12,"Spain","ES",1,"noncommunication",0,0,0,0,0,0
9402,2008,28,"Secretariat-General","SG",12,"Spain","ES",2,"nonconformity",0,0,0,0,0,0
9403,2008,28,"Secretariat-General","SG",13,"Austria","AT",1,"noncommunication",0,0,0,0,0,0
9404,2008,28,"Secretariat-General","SG",13,"Austria","AT",2,"nonconformity",0,0,0,0,0,0
9405,2008,28,"Secretariat-General","SG",14,"Finland","FI",1,"noncommunication",0,0,0,0,0,0
9406,2008,28,"Secretariat-General","SG",14,"Finland","FI",2,"nonconformity",0,0,0,0,0,0
9407,2008,28,"Secretariat-General","SG",15,"Sweden","SE",1,"noncommunication",0,0,0,0,0,0
9408,2008,28,"Secretariat-General","SG",15,"Sweden","SE",2,"nonconformity",0,0,0,0,0,0
9409,2008,28,"Secretariat-General","SG",16,"Cyprus","CY",1,"noncommunication",0,0,0,0,0,0
9410,2008,28,"Secretariat-General","SG",16,"Cyprus","CY",2,"nonconformity",0,0,0,0,0,0
9411,2008,28,"Secretariat-General","SG",17,"Czech Republic","CZ",1,"noncommunication",0,0,0,0,0,0
9412,2008,28,"Secretariat-General","SG",17,"Czech Republic","CZ",2,"nonconformity",0,0,0,0,0,0
9413,2008,28,"Secretariat-General","SG",18,"Estonia","EE",1,"noncommunication",0,0,0,0,0,0
9414,2008,28,"Secretariat-General","SG",18,"Estonia","EE",2,"nonconformity",0,0,0,0,0,0
9415,2008,28,"Secretariat-General","SG",19,"Hungary","HU",1,"noncommunication",0,0,0,0,0,0
9416,2008,28,"Secretariat-General","SG",19,"Hungary","HU",2,"nonconformity",0,0,0,0,0,0
9417,2008,28,"Secretariat-General","SG",20,"Latvia","LV",1,"noncommunication",0,0,0,0,0,0
9418,2008,28,"Secretariat-General","SG",20,"Latvia","LV",2,"nonconformity",0,0,0,0,0,0
9419,2008,28,"Secretariat-General","SG",21,"Lithuania","LT",1,"noncommunication",0,0,0,0,0,0
9420,2008,28,"Secretariat-General","SG",21,"Lithuania","LT",2,"nonconformity",0,0,0,0,0,0
9421,2008,28,"Secretariat-General","SG",22,"Malta","MT",1,"noncommunication",0,0,0,0,0,0
9422,2008,28,"Secretariat-General","SG",22,"Malta","MT",2,"nonconformity",0,0,0,0,0,0
9423,2008,28,"Secretariat-General","SG",23,"Poland","PL",1,"noncommunication",0,0,0,0,0,0
9424,2008,28,"Secretariat-General","SG",23,"Poland","PL",2,"nonconformity",0,0,0,0,0,0
9425,2008,28,"Secretariat-General","SG",24,"Slovakia","SK",1,"noncommunication",0,0,0,0,0,0
9426,2008,28,"Secretariat-General","SG",24,"Slovakia","SK",2,"nonconformity",0,0,0,0,0,0
9427,2008,28,"Secretariat-General","SG",25,"Slovenia","SI",1,"noncommunication",0,0,0,0,0,0
9428,2008,28,"Secretariat-General","SG",25,"Slovenia","SI",2,"nonconformity",0,0,0,0,0,0
9429,2008,28,"Secretariat-General","SG",26,"Bulgaria","BG",1,"noncommunication",0,0,0,0,0,0
9430,2008,28,"Secretariat-General","SG",26,"Bulgaria","BG",2,"nonconformity",0,0,0,0,0,0
9431,2008,28,"Secretariat-General","SG",27,"Romania","RO",1,"noncommunication",0,0,0,0,0,0
9432,2008,28,"Secretariat-General","SG",27,"Romania","RO",2,"nonconformity",0,0,0,0,0,0
9433,2008,29,"Taxation and Customs Union","TAXUD",1,"Belgium","BE",1,"noncommunication",1,1,0,0,0,0
9434,2008,29,"Taxation and Customs Union","TAXUD",1,"Belgium","BE",2,"nonconformity",30,2,0,0,0,0
9435,2008,29,"Taxation and Customs Union","TAXUD",2,"France","FR",1,"noncommunication",1,0,0,0,0,0
9436,2008,29,"Taxation and Customs Union","TAXUD",2,"France","FR",2,"nonconformity",9,2,1,0,0,0
9437,2008,29,"Taxation and Customs Union","TAXUD",3,"Germany","DE",1,"noncommunication",1,0,0,0,0,0
9438,2008,29,"Taxation and Customs Union","TAXUD",3,"Germany","DE",2,"nonconformity",5,5,1,0,0,0
9439,2008,29,"Taxation and Customs Union","TAXUD",4,"Italy","IT",1,"noncommunication",2,2,0,0,0,0
9440,2008,29,"Taxation and Customs Union","TAXUD",4,"Italy","IT",2,"nonconformity",5,3,2,0,0,0
9441,2008,29,"Taxation and Customs Union","TAXUD",5,"Luxembourg","LU",1,"noncommunication",1,0,0,0,0,0
9442,2008,29,"Taxation and Customs Union","TAXUD",5,"Luxembourg","LU",2,"nonconformity",4,2,0,0,0,0
9443,2008,29,"Taxation and Customs Union","TAXUD",6,"Netherlands","NL",1,"noncommunication",0,0,0,0,0,0
9444,2008,29,"Taxation and Customs Union","TAXUD",6,"Netherlands","NL",2,"nonconformity",10,2,2,0,0,0
9445,2008,29,"Taxation and Customs Union","TAXUD",7,"Denmark","DK",1,"noncommunication",2,0,0,0,0,0
9446,2008,29,"Taxation and Customs Union","TAXUD",7,"Denmark","DK",2,"nonconformity",6,1,0,0,0,0
9447,2008,29,"Taxation and Customs Union","TAXUD",8,"Ireland","IE",1,"noncommunication",2,0,0,0,0,0
9448,2008,29,"Taxation and Customs Union","TAXUD",8,"Ireland","IE",2,"nonconformity",3,1,2,0,0,0
9449,2008,29,"Taxation and Customs Union","TAXUD",9,"United Kingdom","UK",1,"noncommunication",2,0,0,0,0,0
9450,2008,29,"Taxation and Customs Union","TAXUD",9,"United Kingdom","UK",2,"nonconformity",6,2,1,0,0,0
9451,2008,29,"Taxation and Customs Union","TAXUD",10,"Greece","EL",1,"noncommunication",3,2,0,0,0,0
9452,2008,29,"Taxation and Customs Union","TAXUD",10,"Greece","EL",2,"nonconformity",3,3,0,0,0,0
9453,2008,29,"Taxation and Customs Union","TAXUD",11,"Portugal","PT",1,"noncommunication",0,0,0,0,0,0
9454,2008,29,"Taxation and Customs Union","TAXUD",11,"Portugal","PT",2,"nonconformity",11,7,3,0,0,0
9455,2008,29,"Taxation and Customs Union","TAXUD",12,"Spain","ES",1,"noncommunication",1,0,0,0,0,0
9456,2008,29,"Taxation and Customs Union","TAXUD",12,"Spain","ES",2,"nonconformity",9,10,1,0,0,0
9457,2008,29,"Taxation and Customs Union","TAXUD",13,"Austria","AT",1,"noncommunication",1,0,0,0,0,0
9458,2008,29,"Taxation and Customs Union","TAXUD",13,"Austria","AT",2,"nonconformity",5,2,1,0,0,0
9459,2008,29,"Taxation and Customs Union","TAXUD",14,"Finland","FI",1,"noncommunication",1,0,0,0,0,0
9460,2008,29,"Taxation and Customs Union","TAXUD",14,"Finland","FI",2,"nonconformity",6,2,1,0,0,0
9461,2008,29,"Taxation and Customs Union","TAXUD",15,"Sweden","SE",1,"noncommunication",1,0,0,0,0,0
9462,2008,29,"Taxation and Customs Union","TAXUD",15,"Sweden","SE",2,"nonconformity",7,1,0,0,0,0
9463,2008,29,"Taxation and Customs Union","TAXUD",16,"Cyprus","CY",1,"noncommunication",2,0,0,0,0,0
9464,2008,29,"Taxation and Customs Union","TAXUD",16,"Cyprus","CY",2,"nonconformity",0,0,0,0,0,0
9465,2008,29,"Taxation and Customs Union","TAXUD",17,"Czech Republic","CZ",1,"noncommunication",0,0,0,0,0,0
9466,2008,29,"Taxation and Customs Union","TAXUD",17,"Czech Republic","CZ",2,"nonconformity",5,2,0,0,0,0
9467,2008,29,"Taxation and Customs Union","TAXUD",18,"Estonia","EE",1,"noncommunication",1,0,0,0,0,0
9468,2008,29,"Taxation and Customs Union","TAXUD",18,"Estonia","EE",2,"nonconformity",3,2,0,0,0,0
9469,2008,29,"Taxation and Customs Union","TAXUD",19,"Hungary","HU",1,"noncommunication",0,0,0,0,0,0
9470,2008,29,"Taxation and Customs Union","TAXUD",19,"Hungary","HU",2,"nonconformity",4,2,0,0,0,0
9471,2008,29,"Taxation and Customs Union","TAXUD",20,"Latvia","LV",1,"noncommunication",0,0,0,0,0,0
9472,2008,29,"Taxation and Customs Union","TAXUD",20,"Latvia","LV",2,"nonconformity",3,0,0,0,0,0
9473,2008,29,"Taxation and Customs Union","TAXUD",21,"Lithuania","LT",1,"noncommunication",0,0,0,0,0,0
9474,2008,29,"Taxation and Customs Union","TAXUD",21,"Lithuania","LT",2,"nonconformity",1,1,0,0,0,0
9475,2008,29,"Taxation and Customs Union","TAXUD",22,"Malta","MT",1,"noncommunication",0,0,0,0,0,0
9476,2008,29,"Taxation and Customs Union","TAXUD",22,"Malta","MT",2,"nonconformity",2,3,0,0,0,0
9477,2008,29,"Taxation and Customs Union","TAXUD",23,"Poland","PL",1,"noncommunication",1,0,0,0,0,0
9478,2008,29,"Taxation and Customs Union","TAXUD",23,"Poland","PL",2,"nonconformity",6,6,1,0,0,0
9479,2008,29,"Taxation and Customs Union","TAXUD",24,"Slovakia","SK",1,"noncommunication",0,0,0,0,0,0
9480,2008,29,"Taxation and Customs Union","TAXUD",24,"Slovakia","SK",2,"nonconformity",4,0,0,0,0,0
9481,2008,29,"Taxation and Customs Union","TAXUD",25,"Slovenia","SI",1,"noncommunication",1,0,0,0,0,0
