"key_ID","year","directorate_general_ID","directorate_general","directorate_general_code","member_state_ID","member_state","member_state_code","count_LFN258","count_RO258","count_RF258","count_LFN260","count_RO260","count_RF260"
829,2003,26,"Mobility and Transport","MOVE",4,"Italy","IT",14,7,2,0,0,0
830,2003,26,"Mobility and Transport","MOVE",5,"Luxembourg","LU",13,6,5,0,0,0
831,2003,26,"Mobility and Transport","MOVE",6,"Netherlands","NL",12,3,2,0,0,0
832,2003,26,"Mobility and Transport","MOVE",7,"Denmark","DK",5,0,0,0,0,0
833,2003,26,"Mobility and Transport","MOVE",8,"Ireland","IE",11,7,5,2,0,0
834,2003,26,"Mobility and Transport","MOVE",9,"United Kingdom","UK",8,6,3,0,0,0
835,2003,26,"Mobility and Transport","MOVE",10,"Greece","EL",13,10,4,0,0,0
836,2003,26,"Mobility and Transport","MOVE",11,"Portugal","PT",16,9,4,0,0,0
837,2003,26,"Mobility and Transport","MOVE",12,"Spain","ES",7,3,3,0,0,0
838,2003,26,"Mobility and Transport","MOVE",13,"Austria","AT",10,7,5,0,0,0
839,2003,26,"Mobility and Transport","MOVE",14,"Finland","FI",10,7,0,0,0,0
840,2003,26,"Mobility and Transport","MOVE",15,"Sweden","SE",11,4,3,0,0,0
841,2003,27,"Regional and Urban Policy","REGIO",1,"Belgium","BE",0,0,0,0,0,0
842,2003,27,"Regional and Urban Policy","REGIO",2,"France","FR",0,0,0,0,0,0
843,2003,27,"Regional and Urban Policy","REGIO",3,"Germany","DE",0,0,0,0,0,0
844,2003,27,"Regional and Urban Policy","REGIO",4,"Italy","IT",0,0,0,0,0,0
845,2003,27,"Regional and Urban Policy","REGIO",5,"Luxembourg","LU",0,0,0,0,0,0
846,2003,27,"Regional and Urban Policy","REGIO",6,"Netherlands","NL",0,0,0,0,0,0
847,2003,27,"Regional and Urban Policy","REGIO",7,"Denmark","DK",0,0,0,0,0,0
848,2003,27,"Regional and Urban Policy","REGIO",8,"Ireland","IE",0,0,0,0,0,0
849,2003,27,"Regional and Urban Policy","REGIO",9,"United Kingdom","UK",0,0,0,0,0,0
850,2003,27,"Regional and Urban Policy","REGIO",10,"Greece","EL",0,0,0,0,0,0
851,2003,27,"Regional and Urban Policy","REGIO",11,"Portugal","PT",0,0,0,0,0,0
852,2003,27,"Regional and Urban Policy","REGIO",12,"Spain","ES",0,0,0,0,0,0
853,2003,27,"Regional and Urban Policy","REGIO",13,"Austria","AT",0,0,0,0,0,0
854,2003,27,"Regional and Urban Policy","REGIO",14,"Finland","FI",0,0,0,0,0,0
855,2003,27,"Regional and Urban Policy","REGIO",15,"Sweden","SE",0,0,0,0,0,0
856,2003,28,"Secretariat-General","SG",1,"Belgium","BE",0,0,0,0,0,0
857,2003,28,"Secretariat-General","SG",2,"France","FR",0,0,0,0,0,0
858,2003,28,"Secretariat-General","SG",3,"Germany","DE",0,0,0,0,0,0
859,2003,28,"Secretariat-General","SG",4,"Italy","IT",0,0,0,0,0,0
860,2003,28,"Secretariat-General","SG",5,"Luxembourg","LU",0,0,0,0,0,0
861,2003,28,"Secretariat-General","SG",6,"Netherlands","NL",0,0,0,0,0,0
862,2003,28,"Secretariat-General","SG",7,"Denmark","DK",0,0,0,0,0,0
863,2003,28,"Secretariat-General","SG",8,"Ireland","IE",0,0,0,0,0,0
864,2003,28,"Secretariat-General","SG",9,"United Kingdom","UK",0,0,0,0,0,0
865,2003,28,"Secretariat-General","SG",10,"Greece","EL",0,0,0,0,0,0
866,2003,28,"Secretariat-General","SG",11,"Portugal","PT",0,0,0,0,0,0
867,2003,28,"Secretariat-General","SG",12,"Spain","ES",0,0,0,0,0,0
868,2003,28,"Secretariat-General","SG",13,"Austria","AT",0,0,0,0,0,0
869,2003,28,"Secretariat-General","SG",14,"Finland","FI",0,0,0,0,0,0
870,2003,28,"Secretariat-General","SG",15,"Sweden","SE",0,0,0,0,0,0
871,2003,29,"Taxation and Customs Union","TAXUD",1,"Belgium","BE",3,2,0,0,0,0
872,2003,29,"Taxation and Customs Union","TAXUD",2,"France","FR",6,2,0,0,0,0
873,2003,29,"Taxation and Customs Union","TAXUD",3,"Germany","DE",3,2,1,1,0,0
874,2003,29,"Taxation and Customs Union","TAXUD",4,"Italy","IT",9,3,0,0,0,0
875,2003,29,"Taxation and Customs Union","TAXUD",5,"Luxembourg","LU",1,0,0,0,0,0
876,2003,29,"Taxation and Customs Union","TAXUD",6,"Netherlands","NL",3,0,0,0,0,0
877,2003,29,"Taxation and Customs Union","TAXUD",7,"Denmark","DK",2,0,0,0,0,0
878,2003,29,"Taxation and Customs Union","TAXUD",8,"Ireland","IE",3,0,0,0,0,0
879,2003,29,"Taxation and Customs Union","TAXUD",9,"United Kingdom","UK",6,0,0,0,0,0
880,2003,29,"Taxation and Customs Union","TAXUD",10,"Greece","EL",3,0,0,0,0,0
881,2003,29,"Taxation and Customs Union","TAXUD",11,"Portugal","PT",5,2,1,0,0,0
882,2003,29,"Taxation and Customs Union","TAXUD",12,"Spain","ES",7,1,0,0,0,0
883,2003,29,"Taxation and Customs Union","TAXUD",13,"Austria","AT",4,1,1,0,0,0
884,2003,29,"Taxation and Customs Union","TAXUD",14,"Finland","FI",2,0,0,0,0,0
885,2003,29,"Taxation and Customs Union","TAXUD",15,"Sweden","SE",2,0,0,0,0,0
886,2003,30,"Trade","TRADE",1,"Belgium","BE",0,0,0,0,0,0
887,2003,30,"Trade","TRADE",2,"France","FR",0,0,0,0,0,0
888,2003,30,"Trade","TRADE",3,"Germany","DE",0,0,0,0,0,0
889,2003,30,"Trade","TRADE",4,"Italy","IT",0,0,0,0,0,0
890,2003,30,"Trade","TRADE",5,"Luxembourg","LU",0,0,0,0,0,0
891,2003,30,"Trade","TRADE",6,"Netherlands","NL",0,0,0,0,0,0
892,2003,30,"Trade","TRADE",7,"Denmark","DK",0,0,0,0,0,0
893,2003,30,"Trade","TRADE",8,"Ireland","IE",0,0,0,0,0,0
894,2003,30,"Trade","TRADE",9,"United Kingdom","UK",0,0,0,0,0,0
895,2003,30,"Trade","TRADE",10,"Greece","EL",0,0,0,0,0,0
896,2003,30,"Trade","TRADE",11,"Portugal","PT",0,0,0,0,0,0
897,2003,30,"Trade","TRADE",12,"Spain","ES",0,0,0,0,0,0
898,2003,30,"Trade","TRADE",13,"Austria","AT",0,0,0,0,0,0
899,2003,30,"Trade","TRADE",14,"Finland","FI",0,0,0,0,0,0
900,2003,30,"Trade","TRADE",15,"Sweden","SE",0,0,0,0,0,0
901,2004,1,"Agriculture and Rural Development","AGRI",1,"Belgium","BE",0,0,0,0,0,0
902,2004,1,"Agriculture and Rural Development","AGRI",2,"France","FR",1,0,1,0,0,0
903,2004,1,"Agriculture and Rural Development","AGRI",3,"Germany","DE",0,2,1,0,0,0
904,2004,1,"Agriculture and Rural Development","AGRI",4,"Italy","IT",1,1,0,0,0,0
905,2004,1,"Agriculture and Rural Development","AGRI",5,"Luxembourg","LU",0,1,1,0,0,0
906,2004,1,"Agriculture and Rural Development","AGRI",6,"Netherlands","NL",0,0,0,0,0,0
907,2004,1,"Agriculture and Rural Development","AGRI",7,"Denmark","DK",0,0,0,0,0,0
908,2004,1,"Agriculture and Rural Development","AGRI",8,"Ireland","IE",0,0,0,0,0,0
909,2004,1,"Agriculture and Rural Development","AGRI",9,"United Kingdom","UK",0,0,0,0,0,0
910,2004,1,"Agriculture and Rural Development","AGRI",10,"Greece","EL",0,0,0,0,0,0
911,2004,1,"Agriculture and Rural Development","AGRI",11,"Portugal","PT",0,2,0,0,0,0
912,2004,1,"Agriculture and Rural Development","AGRI",12,"Spain","ES",0,0,0,0,0,0
913,2004,1,"Agriculture and Rural Development","AGRI",13,"Austria","AT",0,0,0,0,0,0
914,2004,1,"Agriculture and Rural Development","AGRI",14,"Finland","FI",0,0,0,0,0,0
915,2004,1,"Agriculture and Rural Development","AGRI",15,"Sweden","SE",0,0,0,0,0,0
916,2004,1,"Agriculture and Rural Development","AGRI",16,"Cyprus","CY",0,0,0,0,0,0
917,2004,1,"Agriculture and Rural Development","AGRI",17,"Czech Republic","CZ",0,0,0,0,0,0
918,2004,1,"Agriculture and Rural Development","AGRI",18,"Estonia","EE",0,0,0,0,0,0
919,2004,1,"Agriculture and Rural Development","AGRI",19,"Hungary","HU",0,0,0,0,0,0
920,2004,1,"Agriculture and Rural Development","AGRI",20,"Latvia","LV",7,0,0,0,0,0
921,2004,1,"Agriculture and Rural Development","AGRI",21,"Lithuania","LT",0,0,0,0,0,0
922,2004,1,"Agriculture and Rural Development","AGRI",22,"Malta","MT",0,0,0,0,0,0
923,2004,1,"Agriculture and Rural Development","AGRI",23,"Poland","PL",0,0,0,0,0,0
924,2004,1,"Agriculture and Rural Development","AGRI",24,"Slovakia","SK",1,0,0,0,0,0
925,2004,1,"Agriculture and Rural Development","AGRI",25,"Slovenia","SI",0,0,0,0,0,0
926,2004,2,"Budget","BUDG",1,"Belgium","BE",0,1,0,0,0,0
927,2004,2,"Budget","BUDG",2,"France","FR",0,0,0,0,0,0
928,2004,2,"Budget","BUDG",3,"Germany","DE",0,1,0,0,0,0
929,2004,2,"Budget","BUDG",4,"Italy","IT",1,1,1,0,0,0
930,2004,2,"Budget","BUDG",5,"Luxembourg","LU",0,1,0,0,0,0
931,2004,2,"Budget","BUDG",6,"Netherlands","NL",0,0,0,0,0,0
932,2004,2,"Budget","BUDG",7,"Denmark","DK",0,1,0,0,0,0
933,2004,2,"Budget","BUDG",8,"Ireland","IE",0,0,0,0,0,0
934,2004,2,"Budget","BUDG",9,"United Kingdom","UK",1,0,0,0,0,0
935,2004,2,"Budget","BUDG",10,"Greece","EL",0,1,0,0,0,0
936,2004,2,"Budget","BUDG",11,"Portugal","PT",0,1,0,0,0,0
937,2004,2,"Budget","BUDG",12,"Spain","ES",0,0,0,0,0,0
938,2004,2,"Budget","BUDG",13,"Austria","AT",0,0,1,0,0,0
939,2004,2,"Budget","BUDG",14,"Finland","FI",0,1,0,0,0,0
940,2004,2,"Budget","BUDG",15,"Sweden","SE",0,2,2,0,0,0
941,2004,2,"Budget","BUDG",16,"Cyprus","CY",0,0,0,0,0,0
942,2004,2,"Budget","BUDG",17,"Czech Republic","CZ",0,0,0,0,0,0
943,2004,2,"Budget","BUDG",18,"Estonia","EE",0,0,0,0,0,0
944,2004,2,"Budget","BUDG",19,"Hungary","HU",0,0,0,0,0,0
945,2004,2,"Budget","BUDG",20,"Latvia","LV",0,0,0,0,0,0
946,2004,2,"Budget","BUDG",21,"Lithuania","LT",0,0,0,0,0,0
947,2004,2,"Budget","BUDG",22,"Malta","MT",0,0,0,0,0,0
948,2004,2,"Budget","BUDG",23,"Poland","PL",0,0,0,0,0,0
949,2004,2,"Budget","BUDG",24,"Slovakia","SK",0,0,0,0,0,0
950,2004,2,"Budget","BUDG",25,"Slovenia","SI",0,0,0,0,0,0
951,2004,3,"Climate Action","CLIMA",1,"Belgium","BE",0,0,0,0,0,0
952,2004,3,"Climate Action","CLIMA",2,"France","FR",0,0,0,0,0,0
953,2004,3,"Climate Action","CLIMA",3,"Germany","DE",0,0,0,0,0,0
954,2004,3,"Climate Action","CLIMA",4,"Italy","IT",0,0,0,0,0,0
955,2004,3,"Climate Action","CLIMA",5,"Luxembourg","LU",0,0,0,0,0,0
956,2004,3,"Climate Action","CLIMA",6,"Netherlands","NL",0,0,0,0,0,0
957,2004,3,"Climate Action","CLIMA",7,"Denmark","DK",0,0,0,0,0,0
958,2004,3,"Climate Action","CLIMA",8,"Ireland","IE",0,0,0,0,0,0
959,2004,3,"Climate Action","CLIMA",9,"United Kingdom","UK",0,0,0,0,0,0
960,2004,3,"Climate Action","CLIMA",10,"Greece","EL",0,0,0,0,0,0
961,2004,3,"Climate Action","CLIMA",11,"Portugal","PT",0,0,0,0,0,0
962,2004,3,"Climate Action","CLIMA",12,"Spain","ES",0,0,0,0,0,0
963,2004,3,"Climate Action","CLIMA",13,"Austria","AT",0,0,0,0,0,0
964,2004,3,"Climate Action","CLIMA",14,"Finland","FI",0,0,0,0,0,0
965,2004,3,"Climate Action","CLIMA",15,"Sweden","SE",0,0,0,0,0,0
966,2004,3,"Climate Action","CLIMA",16,"Cyprus","CY",0,0,0,0,0,0
967,2004,3,"Climate Action","CLIMA",17,"Czech Republic","CZ",0,0,0,0,0,0
968,2004,3,"Climate Action","CLIMA",18,"Estonia","EE",0,0,0,0,0,0
969,2004,3,"Climate Action","CLIMA",19,"Hungary","HU",0,0,0,0,0,0
970,2004,3,"Climate Action","CLIMA",20,"Latvia","LV",0,0,0,0,0,0
971,2004,3,"Climate Action","CLIMA",21,"Lithuania","LT",0,0,0,0,0,0
972,2004,3,"Climate Action","CLIMA",22,"Malta","MT",0,0,0,0,0,0
973,2004,3,"Climate Action","CLIMA",23,"Poland","PL",0,0,0,0,0,0
974,2004,3,"Climate Action","CLIMA",24,"Slovakia","SK",0,0,0,0,0,0
975,2004,3,"Climate Action","CLIMA",25,"Slovenia","SI",0,0,0,0,0,0
976,2004,4,"Communication Networks, Content and Technology","CONNECT",1,"Belgium","BE",0,2,5,0,0,0
977,2004,4,"Communication Networks, Content and Technology","CONNECT",2,"France","FR",0,1,5,0,0,0
978,2004,4,"Communication Networks, Content and Technology","CONNECT",3,"Germany","DE",1,1,5,0,0,0
979,2004,4,"Communication Networks, Content and Technology","CONNECT",4,"Italy","IT",1,0,0,0,0,0
980,2004,4,"Communication Networks, Content and Technology","CONNECT",5,"Luxembourg","LU",1,1,5,0,0,0
981,2004,4,"Communication Networks, Content and Technology","CONNECT",6,"Netherlands","NL",0,1,4,0,0,0
982,2004,4,"Communication Networks, Content and Technology","CONNECT",7,"Denmark","DK",0,0,0,0,0,0
983,2004,4,"Communication Networks, Content and Technology","CONNECT",8,"Ireland","IE",0,0,0,0,0,0
984,2004,4,"Communication Networks, Content and Technology","CONNECT",9,"United Kingdom","UK",0,0,0,0,0,0
985,2004,4,"Communication Networks, Content and Technology","CONNECT",10,"Greece","EL",0,1,5,0,0,0
986,2004,4,"Communication Networks, Content and Technology","CONNECT",11,"Portugal","PT",0,1,1,0,0,0
987,2004,4,"Communication Networks, Content and Technology","CONNECT",12,"Spain","ES",2,0,0,0,0,0
988,2004,4,"Communication Networks, Content and Technology","CONNECT",13,"Austria","AT",1,0,0,0,0,0
989,2004,4,"Communication Networks, Content and Technology","CONNECT",14,"Finland","FI",2,1,0,0,0,0
990,2004,4,"Communication Networks, Content and Technology","CONNECT",15,"Sweden","SE",1,0,0,0,0,0
991,2004,4,"Communication Networks, Content and Technology","CONNECT",16,"Cyprus","CY",0,0,0,0,0,0
992,2004,4,"Communication Networks, Content and Technology","CONNECT",17,"Czech Republic","CZ",4,0,0,0,0,0
993,2004,4,"Communication Networks, Content and Technology","CONNECT",18,"Estonia","EE",5,0,0,0,0,0
994,2004,4,"Communication Networks, Content and Technology","CONNECT",19,"Hungary","HU",2,0,0,0,0,0
995,2004,4,"Communication Networks, Content and Technology","CONNECT",20,"Latvia","LV",0,0,0,0,0,0
996,2004,4,"Communication Networks, Content and Technology","CONNECT",21,"Lithuania","LT",0,0,0,0,0,0
997,2004,4,"Communication Networks, Content and Technology","CONNECT",22,"Malta","MT",1,0,0,0,0,0
998,2004,4,"Communication Networks, Content and Technology","CONNECT",23,"Poland","PL",1,0,0,0,0,0
999,2004,4,"Communication Networks, Content and Technology","CONNECT",24,"Slovakia","SK",0,0,0,0,0,0
1000,2004,4,"Communication Networks, Content and Technology","CONNECT",25,"Slovenia","SI",0,0,0,0,0,0
1001,2004,5,"Competition","COMP",1,"Belgium","BE",0,0,0,0,0,0
1002,2004,5,"Competition","COMP",2,"France","FR",0,0,2,0,0,0
1003,2004,5,"Competition","COMP",3,"Germany","DE",2,0,1,0,0,0
1004,2004,5,"Competition","COMP",4,"Italy","IT",0,0,0,0,0,0
1005,2004,5,"Competition","COMP",5,"Luxembourg","LU",0,0,1,1,2,0
1006,2004,5,"Competition","COMP",6,"Netherlands","NL",0,0,1,0,0,0
1007,2004,5,"Competition","COMP",7,"Denmark","DK",0,0,0,0,0,0
1008,2004,5,"Competition","COMP",8,"Ireland","IE",0,0,0,0,0,0
1009,2004,5,"Competition","COMP",9,"United Kingdom","UK",0,0,0,0,0,0
1010,2004,5,"Competition","COMP",10,"Greece","EL",1,0,1,0,0,0
1011,2004,5,"Competition","COMP",11,"Portugal","PT",1,0,0,0,0,0
1012,2004,5,"Competition","COMP",12,"Spain","ES",2,0,0,1,0,0
1013,2004,5,"Competition","COMP",13,"Austria","AT",1,0,0,0,0,0
1014,2004,5,"Competition","COMP",14,"Finland","FI",0,0,0,0,0,0
1015,2004,5,"Competition","COMP",15,"Sweden","SE",1,0,0,0,0,0
1016,2004,5,"Competition","COMP",16,"Cyprus","CY",0,0,0,0,0,0
1017,2004,5,"Competition","COMP",17,"Czech Republic","CZ",5,0,0,0,0,0
1018,2004,5,"Competition","COMP",18,"Estonia","EE",1,0,0,0,0,0
1019,2004,5,"Competition","COMP",19,"Hungary","HU",0,0,0,0,0,0
1020,2004,5,"Competition","COMP",20,"Latvia","LV",0,0,0,0,0,0
1021,2004,5,"Competition","COMP",21,"Lithuania","LT",0,0,0,0,0,0
1022,2004,5,"Competition","COMP",22,"Malta","MT",4,0,0,0,0,0
1023,2004,5,"Competition","COMP",23,"Poland","PL",3,0,0,0,0,0
1024,2004,5,"Competition","COMP",24,"Slovakia","SK",4,0,0,0,0,0
1025,2004,5,"Competition","COMP",25,"Slovenia","SI",0,0,0,0,0,0
1026,2004,6,"Defence Industry and Space","DEFIS",1,"Belgium","BE",0,0,0,0,0,0
1027,2004,6,"Defence Industry and Space","DEFIS",2,"France","FR",0,0,0,0,0,0
1028,2004,6,"Defence Industry and Space","DEFIS",3,"Germany","DE",0,0,0,0,0,0
1029,2004,6,"Defence Industry and Space","DEFIS",4,"Italy","IT",0,0,0,0,0,0
1030,2004,6,"Defence Industry and Space","DEFIS",5,"Luxembourg","LU",0,0,0,0,0,0
1031,2004,6,"Defence Industry and Space","DEFIS",6,"Netherlands","NL",0,0,0,0,0,0
1032,2004,6,"Defence Industry and Space","DEFIS",7,"Denmark","DK",0,0,0,0,0,0
1033,2004,6,"Defence Industry and Space","DEFIS",8,"Ireland","IE",0,0,0,0,0,0
1034,2004,6,"Defence Industry and Space","DEFIS",9,"United Kingdom","UK",0,0,0,0,0,0
1035,2004,6,"Defence Industry and Space","DEFIS",10,"Greece","EL",0,0,0,0,0,0
1036,2004,6,"Defence Industry and Space","DEFIS",11,"Portugal","PT",0,0,0,0,0,0
1037,2004,6,"Defence Industry and Space","DEFIS",12,"Spain","ES",0,0,0,0,0,0
1038,2004,6,"Defence Industry and Space","DEFIS",13,"Austria","AT",0,0,0,0,0,0
1039,2004,6,"Defence Industry and Space","DEFIS",14,"Finland","FI",0,0,0,0,0,0
1040,2004,6,"Defence Industry and Space","DEFIS",15,"Sweden","SE",0,0,0,0,0,0
1041,2004,6,"Defence Industry and Space","DEFIS",16,"Cyprus","CY",0,0,0,0,0,0
1042,2004,6,"Defence Industry and Space","DEFIS",17,"Czech Republic","CZ",0,0,0,0,0,0
1043,2004,6,"Defence Industry and Space","DEFIS",18,"Estonia","EE",0,0,0,0,0,0
1044,2004,6,"Defence Industry and Space","DEFIS",19,"Hungary","HU",0,0,0,0,0,0
1045,2004,6,"Defence Industry and Space","DEFIS",20,"Latvia","LV",0,0,0,0,0,0
1046,2004,6,"Defence Industry and Space","DEFIS",21,"Lithuania","LT",0,0,0,0,0,0
1047,2004,6,"Defence Industry and Space","DEFIS",22,"Malta","MT",0,0,0,0,0,0
1048,2004,6,"Defence Industry and Space","DEFIS",23,"Poland","PL",0,0,0,0,0,0
1049,2004,6,"Defence Industry and Space","DEFIS",24,"Slovakia","SK",0,0,0,0,0,0
1050,2004,6,"Defence Industry and Space","DEFIS",25,"Slovenia","SI",0,0,0,0,0,0
1051,2004,7,"Economic and Financial Affairs","ECFIN",1,"Belgium","BE",0,0,0,0,0,0
1052,2004,7,"Economic and Financial Affairs","ECFIN",2,"France","FR",0,0,0,0,0,0
1053,2004,7,"Economic and Financial Affairs","ECFIN",3,"Germany","DE",0,0,0,0,0,0
1054,2004,7,"Economic and Financial Affairs","ECFIN",4,"Italy","IT",0,0,0,0,0,0
1055,2004,7,"Economic and Financial Affairs","ECFIN",5,"Luxembourg","LU",0,0,0,0,0,0
1056,2004,7,"Economic and Financial Affairs","ECFIN",6,"Netherlands","NL",0,0,0,0,0,0
1057,2004,7,"Economic and Financial Affairs","ECFIN",7,"Denmark","DK",0,0,0,0,0,0
1058,2004,7,"Economic and Financial Affairs","ECFIN",8,"Ireland","IE",0,0,0,0,0,0
1059,2004,7,"Economic and Financial Affairs","ECFIN",9,"United Kingdom","UK",0,0,0,1,0,0
1060,2004,7,"Economic and Financial Affairs","ECFIN",10,"Greece","EL",0,0,0,0,0,0
1061,2004,7,"Economic and Financial Affairs","ECFIN",11,"Portugal","PT",0,0,0,0,1,0
1062,2004,7,"Economic and Financial Affairs","ECFIN",12,"Spain","ES",0,0,0,0,0,0
1063,2004,7,"Economic and Financial Affairs","ECFIN",13,"Austria","AT",0,0,0,0,0,0
1064,2004,7,"Economic and Financial Affairs","ECFIN",14,"Finland","FI",0,0,0,0,0,0
1065,2004,7,"Economic and Financial Affairs","ECFIN",15,"Sweden","SE",0,0,0,0,0,0
1066,2004,7,"Economic and Financial Affairs","ECFIN",16,"Cyprus","CY",0,0,0,0,0,0
1067,2004,7,"Economic and Financial Affairs","ECFIN",17,"Czech Republic","CZ",0,0,0,0,0,0
1068,2004,7,"Economic and Financial Affairs","ECFIN",18,"Estonia","EE",0,0,0,0,0,0
1069,2004,7,"Economic and Financial Affairs","ECFIN",19,"Hungary","HU",0,0,0,0,0,0
1070,2004,7,"Economic and Financial Affairs","ECFIN",20,"Latvia","LV",0,0,0,0,0,0
1071,2004,7,"Economic and Financial Affairs","ECFIN",21,"Lithuania","LT",0,0,0,0,0,0
1072,2004,7,"Economic and Financial Affairs","ECFIN",22,"Malta","MT",0,0,0,0,0,0
1073,2004,7,"Economic and Financial Affairs","ECFIN",23,"Poland","PL",0,0,0,0,0,0
1074,2004,7,"Economic and Financial Affairs","ECFIN",24,"Slovakia","SK",0,0,0,0,0,0
1075,2004,7,"Economic and Financial Affairs","ECFIN",25,"Slovenia","SI",0,0,0,0,0,0
1076,2004,8,"Education, Youth, Sport and Culture","EAC",1,"Belgium","BE",0,0,0,0,0,0
1077,2004,8,"Education, Youth, Sport and Culture","EAC",2,"France","FR",0,0,0,0,0,0
1078,2004,8,"Education, Youth, Sport and Culture","EAC",3,"Germany","DE",0,0,0,0,0,0
1079,2004,8,"Education, Youth, Sport and Culture","EAC",4,"Italy","IT",0,0,0,0,0,0
1080,2004,8,"Education, Youth, Sport and Culture","EAC",5,"Luxembourg","LU",0,0,0,0,0,0
1081,2004,8,"Education, Youth, Sport and Culture","EAC",6,"Netherlands","NL",0,0,0,0,0,0
1082,2004,8,"Education, Youth, Sport and Culture","EAC",7,"Denmark","DK",0,0,0,0,0,0
1083,2004,8,"Education, Youth, Sport and Culture","EAC",8,"Ireland","IE",1,0,0,0,0,0
1084,2004,8,"Education, Youth, Sport and Culture","EAC",9,"United Kingdom","UK",0,0,0,0,0,0
1085,2004,8,"Education, Youth, Sport and Culture","EAC",10,"Greece","EL",2,0,0,0,0,0
1086,2004,8,"Education, Youth, Sport and Culture","EAC",11,"Portugal","PT",0,0,0,0,0,0
1087,2004,8,"Education, Youth, Sport and Culture","EAC",12,"Spain","ES",2,0,0,0,0,0
1088,2004,8,"Education, Youth, Sport and Culture","EAC",13,"Austria","AT",0,0,0,0,0,0
1089,2004,8,"Education, Youth, Sport and Culture","EAC",14,"Finland","FI",0,0,0,0,0,0
1090,2004,8,"Education, Youth, Sport and Culture","EAC",15,"Sweden","SE",0,0,0,0,0,0
1091,2004,8,"Education, Youth, Sport and Culture","EAC",16,"Cyprus","CY",0,0,0,0,0,0
1092,2004,8,"Education, Youth, Sport and Culture","EAC",17,"Czech Republic","CZ",0,0,0,0,0,0
1093,2004,8,"Education, Youth, Sport and Culture","EAC",18,"Estonia","EE",0,0,0,0,0,0
1094,2004,8,"Education, Youth, Sport and Culture","EAC",19,"Hungary","HU",0,0,0,0,0,0
1095,2004,8,"Education, Youth, Sport and Culture","EAC",20,"Latvia","LV",0,0,0,0,0,0
1096,2004,8,"Education, Youth, Sport and Culture","EAC",21,"Lithuania","LT",0,0,0,0,0,0
1097,2004,8,"Education, Youth, Sport and Culture","EAC",22,"Malta","MT",0,0,0,0,0,0
1098,2004,8,"Education, Youth, Sport and Culture","EAC",23,"Poland","PL",0,0,0,0,0,0
1099,2004,8,"Education, Youth, Sport and Culture","EAC",24,"Slovakia","SK",0,0,0,0,0,0
1100,2004,8,"Education, Youth, Sport and Culture","EAC",25,"Slovenia","SI",0,0,0,0,0,0
1101,2004,9,"Employment, Social Affairs and Inclusion","EMPL",1,"Belgium","BE",5,3,1,0,0,0
1102,2004,9,"Employment, Social Affairs and Inclusion","EMPL",2,"France","FR",3,6,2,1,0,0
1103,2004,9,"Employment, Social Affairs and Inclusion","EMPL",3,"Germany","DE",4,2,0,0,0,0
1104,2004,9,"Employment, Social Affairs and Inclusion","EMPL",4,"Italy","IT",6,2,2,1,0,1
1105,2004,9,"Employment, Social Affairs and Inclusion","EMPL",5,"Luxembourg","LU",5,3,3,0,1,0
1106,2004,9,"Employment, Social Affairs and Inclusion","EMPL",6,"Netherlands","NL",5,1,1,0,1,0
1107,2004,9,"Employment, Social Affairs and Inclusion","EMPL",7,"Denmark","DK",3,1,0,0,0,0
1108,2004,9,"Employment, Social Affairs and Inclusion","EMPL",8,"Ireland","IE",5,4,2,0,0,0
1109,2004,9,"Employment, Social Affairs and Inclusion","EMPL",9,"United Kingdom","UK",7,2,2,0,0,0
1110,2004,9,"Employment, Social Affairs and Inclusion","EMPL",10,"Greece","EL",3,4,3,0,0,0
1111,2004,9,"Employment, Social Affairs and Inclusion","EMPL",11,"Portugal","PT",6,1,0,0,0,0
1112,2004,9,"Employment, Social Affairs and Inclusion","EMPL",12,"Spain","ES",3,0,0,0,0,0
1113,2004,9,"Employment, Social Affairs and Inclusion","EMPL",13,"Austria","AT",4,1,3,0,0,0
1114,2004,9,"Employment, Social Affairs and Inclusion","EMPL",14,"Finland","FI",4,3,3,0,0,0
1115,2004,9,"Employment, Social Affairs and Inclusion","EMPL",15,"Sweden","SE",3,3,1,0,0,0
1116,2004,9,"Employment, Social Affairs and Inclusion","EMPL",16,"Cyprus","CY",2,0,0,0,0,0
1117,2004,9,"Employment, Social Affairs and Inclusion","EMPL",17,"Czech Republic","CZ",15,0,0,0,0,0
1118,2004,9,"Employment, Social Affairs and Inclusion","EMPL",18,"Estonia","EE",2,0,0,0,0,0
1119,2004,9,"Employment, Social Affairs and Inclusion","EMPL",19,"Hungary","HU",0,0,0,0,0,0
1120,2004,9,"Employment, Social Affairs and Inclusion","EMPL",20,"Latvia","LV",2,0,0,0,0,0
1121,2004,9,"Employment, Social Affairs and Inclusion","EMPL",21,"Lithuania","LT",2,0,0,0,0,0
1122,2004,9,"Employment, Social Affairs and Inclusion","EMPL",22,"Malta","MT",0,0,0,0,0,0
1123,2004,9,"Employment, Social Affairs and Inclusion","EMPL",23,"Poland","PL",1,0,0,0,0,0
1124,2004,9,"Employment, Social Affairs and Inclusion","EMPL",24,"Slovakia","SK",1,0,0,0,0,0
1125,2004,9,"Employment, Social Affairs and Inclusion","EMPL",25,"Slovenia","SI",3,0,0,0,0,0
1126,2004,10,"Energy","ENER",1,"Belgium","BE",3,0,0,0,0,0
1127,2004,10,"Energy","ENER",2,"France","FR",1,0,0,0,0,0
