"key_ID","year","member_state_ID","member_state","member_state_code","case_type_ID","case_type","count_cases"
516,2012,18,"Estonia","EE",2,"nonconformity",8
517,2012,19,"Hungary","HU",1,"noncommunication",26
518,2012,19,"Hungary","HU",2,"nonconformity",12
519,2012,20,"Latvia","LV",1,"noncommunication",10
520,2012,20,"Latvia","LV",2,"nonconformity",9
521,2012,21,"Lithuania","LT",1,"noncommunication",10
522,2012,21,"Lithuania","LT",2,"nonconformity",3
523,2012,22,"Malta","MT",1,"noncommunication",18
524,2012,22,"Malta","MT",2,"nonconformity",4
525,2012,23,"Poland","PL",1,"noncommunication",18
526,2012,23,"Poland","PL",2,"nonconformity",7
527,2012,24,"Slovakia","SK",1,"noncommunication",7
528,2012,24,"Slovakia","SK",2,"nonconformity",13
529,2012,25,"Slovenia","SI",1,"noncommunication",16
530,2012,25,"Slovenia","SI",2,"nonconformity",11
531,2012,26,"Bulgaria","BG",1,"noncommunication",13
532,2012,26,"Bulgaria","BG",2,"nonconformity",13
533,2012,27,"Romania","RO",1,"noncommunication",15
534,2012,27,"Romania","RO",2,"nonconformity",14
535,2013,1,"Belgium","BE",1,"noncommunication",23
536,2013,1,"Belgium","BE",2,"nonconformity",15
537,2013,2,"France","FR",1,"noncommunication",15
538,2013,2,"France","FR",2,"nonconformity",25
539,2013,3,"Germany","DE",1,"noncommunication",19
540,2013,3,"Germany","DE",2,"nonconformity",17
541,2013,4,"Italy","IT",1,"noncommunication",28
542,2013,4,"Italy","IT",2,"nonconformity",27
543,2013,5,"Luxembourg","LU",1,"noncommunication",22
544,2013,5,"Luxembourg","LU",2,"nonconformity",6
545,2013,6,"Netherlands","NL",1,"noncommunication",9
546,2013,6,"Netherlands","NL",2,"nonconformity",8
547,2013,7,"Denmark","DK",1,"noncommunication",16
548,2013,7,"Denmark","DK",2,"nonconformity",5
549,2013,8,"Ireland","IE",1,"noncommunication",10
550,2013,8,"Ireland","IE",2,"nonconformity",8
551,2013,9,"United Kingdom","UK",1,"noncommunication",20
552,2013,9,"United Kingdom","UK",2,"nonconformity",6
553,2013,10,"Greece","EL",1,"noncommunication",22
554,2013,10,"Greece","EL",2,"nonconformity",19
555,2013,11,"Portugal","PT",1,"noncommunication",25
556,2013,11,"Portugal","PT",2,"nonconformity",14
557,2013,12,"Spain","ES",1,"noncommunication",20
558,2013,12,"Spain","ES",2,"nonconformity",23
559,2013,13,"Austria","AT",1,"noncommunication",19
560,2013,13,"Austria","AT",2,"nonconformity",16
561,2013,14,"Finland","FI",1,"noncommunication",17
562,2013,14,"Finland","FI",2,"nonconformity",5
563,2013,15,"Sweden","SE",1,"noncommunication",9
564,2013,15,"Sweden","SE",2,"nonconformity",4
565,2013,16,"Cyprus","CY",1,"noncommunication",28
566,2013,16,"Cyprus","CY",2,"nonconformity",10
567,2013,17,"Czech Republic","CZ",1,"noncommunication",12
568,2013,17,"Czech Republic","CZ",2,"nonconformity",13
569,2013,18,"Estonia","EE",1,"noncommunication",11
570,2013,18,"Estonia","EE",2,"nonconformity",7
571,2013,19,"Hungary","HU",1,"noncommunication",21
572,2013,19,"Hungary","HU",2,"nonconformity",10
573,2013,20,"Latvia","LV",1,"noncommunication",13
574,2013,20,"Latvia","LV",2,"nonconformity",8
575,2013,21,"Lithuania","LT",1,"noncommunication",14
576,2013,21,"Lithuania","LT",2,"nonconformity",9
577,2013,22,"Malta","MT",1,"noncommunication",13
578,2013,22,"Malta","MT",2,"nonconformity",4
579,2013,23,"Poland","PL",1,"noncommunication",15
580,2013,23,"Poland","PL",2,"nonconformity",18
581,2013,24,"Slovakia","SK",1,"noncommunication",15
582,2013,24,"Slovakia","SK",2,"nonconformity",11
583,2013,25,"Slovenia","SI",1,"noncommunication",27
584,2013,25,"Slovenia","SI",2,"nonconformity",3
585,2013,26,"Bulgaria","BG",1,"noncommunication",13
586,2013,26,"Bulgaria","BG",2,"nonconformity",10
587,2013,27,"Romania","RO",1,"noncommunication",21
588,2013,27,"Romania","RO",2,"nonconformity",11
589,2013,28,"Croatia","HR",1,"noncommunication",4
590,2013,28,"Croatia","HR",2,"nonconformity",0
591,2014,1,"Belgium","BE",1,"noncommunication",40
592,2014,1,"Belgium","BE",2,"nonconformity",16
593,2014,2,"France","FR",1,"noncommunication",19
594,2014,2,"France","FR",2,"nonconformity",15
595,2014,3,"Germany","DE",1,"noncommunication",27
596,2014,3,"Germany","DE",2,"nonconformity",17
597,2014,4,"Italy","IT",1,"noncommunication",23
598,2014,4,"Italy","IT",2,"nonconformity",23
599,2014,5,"Luxembourg","LU",1,"noncommunication",17
600,2014,5,"Luxembourg","LU",2,"nonconformity",10
601,2014,6,"Netherlands","NL",1,"noncommunication",9
602,2014,6,"Netherlands","NL",2,"nonconformity",7
603,2014,7,"Denmark","DK",1,"noncommunication",19
604,2014,7,"Denmark","DK",2,"nonconformity",6
605,2014,8,"Ireland","IE",1,"noncommunication",8
606,2014,8,"Ireland","IE",2,"nonconformity",7
607,2014,9,"United Kingdom","UK",1,"noncommunication",20
608,2014,9,"United Kingdom","UK",2,"nonconformity",12
609,2014,10,"Greece","EL",1,"noncommunication",34
610,2014,10,"Greece","EL",2,"nonconformity",12
611,2014,11,"Portugal","PT",1,"noncommunication",22
612,2014,11,"Portugal","PT",2,"nonconformity",10
613,2014,12,"Spain","ES",1,"noncommunication",24
614,2014,12,"Spain","ES",2,"nonconformity",24
615,2014,13,"Austria","AT",1,"noncommunication",26
616,2014,13,"Austria","AT",2,"nonconformity",4
617,2014,14,"Finland","FI",1,"noncommunication",17
618,2014,14,"Finland","FI",2,"nonconformity",4
619,2014,15,"Sweden","SE",1,"noncommunication",7
620,2014,15,"Sweden","SE",2,"nonconformity",8
621,2014,16,"Cyprus","CY",1,"noncommunication",31
622,2014,16,"Cyprus","CY",2,"nonconformity",8
623,2014,17,"Czech Republic","CZ",1,"noncommunication",18
624,2014,17,"Czech Republic","CZ",2,"nonconformity",6
625,2014,18,"Estonia","EE",1,"noncommunication",10
626,2014,18,"Estonia","EE",2,"nonconformity",2
627,2014,19,"Hungary","HU",1,"noncommunication",26
628,2014,19,"Hungary","HU",2,"nonconformity",13
629,2014,20,"Latvia","LV",1,"noncommunication",11
630,2014,20,"Latvia","LV",2,"nonconformity",3
631,2014,21,"Lithuania","LT",1,"noncommunication",13
632,2014,21,"Lithuania","LT",2,"nonconformity",3
633,2014,22,"Malta","MT",1,"noncommunication",13
634,2014,22,"Malta","MT",2,"nonconformity",2
635,2014,23,"Poland","PL",1,"noncommunication",18
636,2014,23,"Poland","PL",2,"nonconformity",8
637,2014,24,"Slovakia","SK",1,"noncommunication",12
638,2014,24,"Slovakia","SK",2,"nonconformity",8
639,2014,25,"Slovenia","SI",1,"noncommunication",29
640,2014,25,"Slovenia","SI",2,"nonconformity",5
641,2014,26,"Bulgaria","BG",1,"noncommunication",41
642,2014,26,"Bulgaria","BG",2,"nonconformity",6
643,2014,27,"Romania","RO",1,"noncommunication",37
644,2014,27,"Romania","RO",2,"nonconformity",9
645,2014,28,"Croatia","HR",1,"noncommunication",13
646,2014,28,"Croatia","HR",2,"nonconformity",7
647,2015,1,"Belgium","BE",1,"noncommunication",28
648,2015,1,"Belgium","BE",2,"nonconformity",7
649,2015,2,"France","FR",1,"noncommunication",22
650,2015,2,"France","FR",2,"nonconformity",9
651,2015,3,"Germany","DE",1,"noncommunication",21
652,2015,3,"Germany","DE",2,"nonconformity",12
653,2015,4,"Italy","IT",1,"noncommunication",17
654,2015,4,"Italy","IT",2,"nonconformity",9
655,2015,5,"Luxembourg","LU",1,"noncommunication",22
656,2015,5,"Luxembourg","LU",2,"nonconformity",3
657,2015,6,"Netherlands","NL",1,"noncommunication",11
658,2015,6,"Netherlands","NL",2,"nonconformity",1
659,2015,7,"Denmark","DK",1,"noncommunication",15
660,2015,7,"Denmark","DK",2,"nonconformity",2
661,2015,8,"Ireland","IE",1,"noncommunication",15
662,2015,8,"Ireland","IE",2,"nonconformity",2
663,2015,9,"United Kingdom","UK",1,"noncommunication",16
664,2015,9,"United Kingdom","UK",2,"nonconformity",5
665,2015,10,"Greece","EL",1,"noncommunication",32
666,2015,10,"Greece","EL",2,"nonconformity",6
667,2015,11,"Portugal","PT",1,"noncommunication",18
668,2015,11,"Portugal","PT",2,"nonconformity",10
669,2015,12,"Spain","ES",1,"noncommunication",16
670,2015,12,"Spain","ES",2,"nonconformity",13
671,2015,13,"Austria","AT",1,"noncommunication",14
672,2015,13,"Austria","AT",2,"nonconformity",7
673,2015,14,"Finland","FI",1,"noncommunication",18
674,2015,14,"Finland","FI",2,"nonconformity",3
675,2015,15,"Sweden","SE",1,"noncommunication",23
676,2015,15,"Sweden","SE",2,"nonconformity",5
677,2015,16,"Cyprus","CY",1,"noncommunication",37
678,2015,16,"Cyprus","CY",2,"nonconformity",6
679,2015,17,"Czech Republic","CZ",1,"noncommunication",17
680,2015,17,"Czech Republic","CZ",2,"nonconformity",4
681,2015,18,"Estonia","EE",1,"noncommunication",15
682,2015,18,"Estonia","EE",2,"nonconformity",0
683,2015,19,"Hungary","HU",1,"noncommunication",17
684,2015,19,"Hungary","HU",2,"nonconformity",9
685,2015,20,"Latvia","LV",1,"noncommunication",16
686,2015,20,"Latvia","LV",2,"nonconformity",3
687,2015,21,"Lithuania","LT",1,"noncommunication",16
688,2015,21,"Lithuania","LT",2,"nonconformity",5
689,2015,22,"Malta","MT",1,"noncommunication",20
690,2015,22,"Malta","MT",2,"nonconformity",3
691,2015,23,"Poland","PL",1,"noncommunication",22
692,2015,23,"Poland","PL",2,"nonconformity",5
693,2015,24,"Slovakia","SK",1,"noncommunication",15
694,2015,24,"Slovakia","SK",2,"nonconformity",7
695,2015,25,"Slovenia","SI",1,"noncommunication",29
696,2015,25,"Slovenia","SI",2,"nonconformity",3
697,2015,26,"Bulgaria","BG",1,"noncommunication",20
698,2015,26,"Bulgaria","BG",2,"nonconformity",5
699,2015,27,"Romania","RO",1,"noncommunication",22
700,2015,27,"Romania","RO",2,"nonconformity",6
701,2015,28,"Croatia","HR",1,"noncommunication",6
702,2015,28,"Croatia","HR",2,"nonconformity",11
703,2016,1,"Belgium","BE",1,"noncommunication",43
704,2016,1,"Belgium","BE",2,"nonconformity",7
705,2016,2,"France","FR",1,"noncommunication",33
706,2016,2,"France","FR",2,"nonconformity",6
707,2016,3,"Germany","DE",1,"noncommunication",21
708,2016,3,"Germany","DE",2,"nonconformity",9
709,2016,4,"Italy","IT",1,"noncommunication",15
710,2016,4,"Italy","IT",2,"nonconformity",3
711,2016,5,"Luxembourg","LU",1,"noncommunication",37
712,2016,5,"Luxembourg","LU",2,"nonconformity",5
713,2016,6,"Netherlands","NL",1,"noncommunication",20
714,2016,6,"Netherlands","NL",2,"nonconformity",4
715,2016,7,"Denmark","DK",1,"noncommunication",28
716,2016,7,"Denmark","DK",2,"nonconformity",4
717,2016,8,"Ireland","IE",1,"noncommunication",37
718,2016,8,"Ireland","IE",2,"nonconformity",5
719,2016,9,"United Kingdom","UK",1,"noncommunication",25
720,2016,9,"United Kingdom","UK",2,"nonconformity",4
721,2016,10,"Greece","EL",1,"noncommunication",36
722,2016,10,"Greece","EL",2,"nonconformity",7
723,2016,11,"Portugal","PT",1,"noncommunication",51
724,2016,11,"Portugal","PT",2,"nonconformity",10
725,2016,12,"Spain","ES",1,"noncommunication",34
726,2016,12,"Spain","ES",2,"nonconformity",11
727,2016,13,"Austria","AT",1,"noncommunication",40
728,2016,13,"Austria","AT",2,"nonconformity",7
729,2016,14,"Finland","FI",1,"noncommunication",36
730,2016,14,"Finland","FI",2,"nonconformity",4
731,2016,15,"Sweden","SE",1,"noncommunication",22
732,2016,15,"Sweden","SE",2,"nonconformity",2
733,2016,16,"Cyprus","CY",1,"noncommunication",44
734,2016,16,"Cyprus","CY",2,"nonconformity",1
735,2016,17,"Czech Republic","CZ",1,"noncommunication",33
736,2016,17,"Czech Republic","CZ",2,"nonconformity",11
737,2016,18,"Estonia","EE",1,"noncommunication",18
738,2016,18,"Estonia","EE",2,"nonconformity",2
739,2016,19,"Hungary","HU",1,"noncommunication",36
740,2016,19,"Hungary","HU",2,"nonconformity",10
741,2016,20,"Latvia","LV",1,"noncommunication",20
742,2016,20,"Latvia","LV",2,"nonconformity",2
743,2016,21,"Lithuania","LT",1,"noncommunication",29
744,2016,21,"Lithuania","LT",2,"nonconformity",5
745,2016,22,"Malta","MT",1,"noncommunication",19
746,2016,22,"Malta","MT",2,"nonconformity",2
747,2016,23,"Poland","PL",1,"noncommunication",36
748,2016,23,"Poland","PL",2,"nonconformity",7
749,2016,24,"Slovakia","SK",1,"noncommunication",15
750,2016,24,"Slovakia","SK",2,"nonconformity",8
751,2016,25,"Slovenia","SI",1,"noncommunication",33
752,2016,25,"Slovenia","SI",2,"nonconformity",5
753,2016,26,"Bulgaria","BG",1,"noncommunication",27
754,2016,26,"Bulgaria","BG",2,"nonconformity",4
755,2016,27,"Romania","RO",1,"noncommunication",35
756,2016,27,"Romania","RO",2,"nonconformity",4
757,2016,28,"Croatia","HR",1,"noncommunication",25
758,2016,28,"Croatia","HR",2,"nonconformity",7
759,2017,1,"Belgium","BE",1,"noncommunication",23
760,2017,1,"Belgium","BE",2,"nonconformity",8
761,2017,2,"France","FR",1,"noncommunication",15
762,2017,2,"France","FR",2,"nonconformity",7
763,2017,3,"Germany","DE",1,"noncommunication",19
764,2017,3,"Germany","DE",2,"nonconformity",3
765,2017,4,"Italy","IT",1,"noncommunication",7
766,2017,4,"Italy","IT",2,"nonconformity",10
767,2017,5,"Luxembourg","LU",1,"noncommunication",22
768,2017,5,"Luxembourg","LU",2,"nonconformity",2
769,2017,6,"Netherlands","NL",1,"noncommunication",9
770,2017,6,"Netherlands","NL",2,"nonconformity",8
771,2017,7,"Denmark","DK",1,"noncommunication",15
772,2017,7,"Denmark","DK",2,"nonconformity",5
773,2017,8,"Ireland","IE",1,"noncommunication",21
774,2017,8,"Ireland","IE",2,"nonconformity",10
775,2017,9,"United Kingdom","UK",1,"noncommunication",29
776,2017,9,"United Kingdom","UK",2,"nonconformity",4
777,2017,10,"Greece","EL",1,"noncommunication",22
778,2017,10,"Greece","EL",2,"nonconformity",10
779,2017,11,"Portugal","PT",1,"noncommunication",36
780,2017,11,"Portugal","PT",2,"nonconformity",9
781,2017,12,"Spain","ES",1,"noncommunication",16
782,2017,12,"Spain","ES",2,"nonconformity",9
783,2017,13,"Austria","AT",1,"noncommunication",22
784,2017,13,"Austria","AT",2,"nonconformity",8
785,2017,14,"Finland","FI",1,"noncommunication",24
786,2017,14,"Finland","FI",2,"nonconformity",1
787,2017,15,"Sweden","SE",1,"noncommunication",16
788,2017,15,"Sweden","SE",2,"nonconformity",3
789,2017,16,"Cyprus","CY",1,"noncommunication",35
790,2017,16,"Cyprus","CY",2,"nonconformity",8
791,2017,17,"Czech Republic","CZ",1,"noncommunication",25
792,2017,17,"Czech Republic","CZ",2,"nonconformity",7
793,2017,18,"Estonia","EE",1,"noncommunication",16
794,2017,18,"Estonia","EE",2,"nonconformity",1
795,2017,19,"Hungary","HU",1,"noncommunication",13
796,2017,19,"Hungary","HU",2,"nonconformity",6
797,2017,20,"Latvia","LV",1,"noncommunication",20
798,2017,20,"Latvia","LV",2,"nonconformity",4
799,2017,21,"Lithuania","LT",1,"noncommunication",11
800,2017,21,"Lithuania","LT",2,"nonconformity",0
801,2017,22,"Malta","MT",1,"noncommunication",16
802,2017,22,"Malta","MT",2,"nonconformity",3
803,2017,23,"Poland","PL",1,"noncommunication",21
804,2017,23,"Poland","PL",2,"nonconformity",11
805,2017,24,"Slovakia","SK",1,"noncommunication",14
806,2017,24,"Slovakia","SK",2,"nonconformity",3
807,2017,25,"Slovenia","SI",1,"noncommunication",20
808,2017,25,"Slovenia","SI",2,"nonconformity",8
809,2017,26,"Bulgaria","BG",1,"noncommunication",26
810,2017,26,"Bulgaria","BG",2,"nonconformity",7
811,2017,27,"Romania","RO",1,"noncommunication",19
812,2017,27,"Romania","RO",2,"nonconformity",8
813,2017,28,"Croatia","HR",1,"noncommunication",26
814,2017,28,"Croatia","HR",2,"nonconformity",6
815,2018,1,"Belgium","BE",1,"noncommunication",20
816,2018,1,"Belgium","BE",2,"nonconformity",8
817,2018,2,"France","FR",1,"noncommunication",18
818,2018,2,"France","FR",2,"nonconformity",13
819,2018,3,"Germany","DE",1,"noncommunication",14
820,2018,3,"Germany","DE",2,"nonconformity",12
821,2018,4,"Italy","IT",1,"noncommunication",11
822,2018,4,"Italy","IT",2,"nonconformity",19
823,2018,5,"Luxembourg","LU",1,"noncommunication",26
824,2018,5,"Luxembourg","LU",2,"nonconformity",9
825,2018,6,"Netherlands","NL",1,"noncommunication",9
826,2018,6,"Netherlands","NL",2,"nonconformity",10
827,2018,7,"Denmark","DK",1,"noncommunication",9
828,2018,7,"Denmark","DK",2,"nonconformity",9
829,2018,8,"Ireland","IE",1,"noncommunication",17
830,2018,8,"Ireland","IE",2,"nonconformity",11
831,2018,9,"United Kingdom","UK",1,"noncommunication",18
832,2018,9,"United Kingdom","UK",2,"nonconformity",15
833,2018,10,"Greece","EL",1,"noncommunication",17
834,2018,10,"Greece","EL",2,"nonconformity",16
835,2018,11,"Portugal","PT",1,"noncommunication",13
836,2018,11,"Portugal","PT",2,"nonconformity",12
837,2018,12,"Spain","ES",1,"noncommunication",17
838,2018,12,"Spain","ES",2,"nonconformity",19
839,2018,13,"Austria","AT",1,"noncommunication",19
840,2018,13,"Austria","AT",2,"nonconformity",10
841,2018,14,"Finland","FI",1,"noncommunication",11
842,2018,14,"Finland","FI",2,"nonconformity",9
843,2018,15,"Sweden","SE",1,"noncommunication",17
844,2018,15,"Sweden","SE",2,"nonconformity",9
845,2018,16,"Cyprus","CY",1,"noncommunication",27
846,2018,16,"Cyprus","CY",2,"nonconformity",16
847,2018,17,"Czech Republic","CZ",1,"noncommunication",22
848,2018,17,"Czech Republic","CZ",2,"nonconformity",11
849,2018,18,"Estonia","EE",1,"noncommunication",7
850,2018,18,"Estonia","EE",2,"nonconformity",10
851,2018,19,"Hungary","HU",1,"noncommunication",12
852,2018,19,"Hungary","HU",2,"nonconformity",16
853,2018,20,"Latvia","LV",1,"noncommunication",11
854,2018,20,"Latvia","LV",2,"nonconformity",10
855,2018,21,"Lithuania","LT",1,"noncommunication",12
856,2018,21,"Lithuania","LT",2,"nonconformity",9
857,2018,22,"Malta","MT",1,"noncommunication",13
858,2018,22,"Malta","MT",2,"nonconformity",13
859,2018,23,"Poland","PL",1,"noncommunication",16
860,2018,23,"Poland","PL",2,"nonconformity",19
861,2018,24,"Slovakia","SK",1,"noncommunication",10
862,2018,24,"Slovakia","SK",2,"nonconformity",11
863,2018,25,"Slovenia","SI",1,"noncommunication",15
864,2018,25,"Slovenia","SI",2,"nonconformity",11
865,2018,26,"Bulgaria","BG",1,"noncommunication",19
866,2018,26,"Bulgaria","BG",2,"nonconformity",11
867,2018,27,"Romania","RO",1,"noncommunication",21
868,2018,27,"Romania","RO",2,"nonconformity",16
869,2018,28,"Croatia","HR",1,"noncommunication",9
870,2018,28,"Croatia","HR",2,"nonconformity",11
871,2019,1,"Belgium","BE",1,"noncommunication",22
872,2019,1,"Belgium","BE",2,"nonconformity",6
873,2019,2,"France","FR",1,"noncommunication",10
874,2019,2,"France","FR",2,"nonconformity",9
875,2019,3,"Germany","DE",1,"noncommunication",10
876,2019,3,"Germany","DE",2,"nonconformity",8
877,2019,4,"Italy","IT",1,"noncommunication",10
878,2019,4,"Italy","IT",2,"nonconformity",9
879,2019,5,"Luxembourg","LU",1,"noncommunication",12
880,2019,5,"Luxembourg","LU",2,"nonconformity",4
881,2019,6,"Netherlands","NL",1,"noncommunication",7
882,2019,6,"Netherlands","NL",2,"nonconformity",6
883,2019,7,"Denmark","DK",1,"noncommunication",11
884,2019,7,"Denmark","DK",2,"nonconformity",5
885,2019,8,"Ireland","IE",1,"noncommunication",22
886,2019,8,"Ireland","IE",2,"nonconformity",6
887,2019,9,"United Kingdom","UK",1,"noncommunication",21
888,2019,9,"United Kingdom","UK",2,"nonconformity",3
889,2019,10,"Greece","EL",1,"noncommunication",19
890,2019,10,"Greece","EL",2,"nonconformity",10
891,2019,11,"Portugal","PT",1,"noncommunication",17
892,2019,11,"Portugal","PT",2,"nonconformity",9
893,2019,12,"Spain","ES",1,"noncommunication",10
894,2019,12,"Spain","ES",2,"nonconformity",9
895,2019,13,"Austria","AT",1,"noncommunication",13
896,2019,13,"Austria","AT",2,"nonconformity",9
897,2019,14,"Finland","FI",1,"noncommunication",6
898,2019,14,"Finland","FI",2,"nonconformity",5
899,2019,15,"Sweden","SE",1,"noncommunication",13
900,2019,15,"Sweden","SE",2,"nonconformity",7
901,2019,16,"Cyprus","CY",1,"noncommunication",31
902,2019,16,"Cyprus","CY",2,"nonconformity",5
903,2019,17,"Czech Republic","CZ",1,"noncommunication",19
904,2019,17,"Czech Republic","CZ",2,"nonconformity",5
905,2019,18,"Estonia","EE",1,"noncommunication",12
906,2019,18,"Estonia","EE",2,"nonconformity",7
907,2019,19,"Hungary","HU",1,"noncommunication",16
908,2019,19,"Hungary","HU",2,"nonconformity",10
909,2019,20,"Latvia","LV",1,"noncommunication",12
910,2019,20,"Latvia","LV",2,"nonconformity",7
911,2019,21,"Lithuania","LT",1,"noncommunication",5
912,2019,21,"Lithuania","LT",2,"nonconformity",5
913,2019,22,"Malta","MT",1,"noncommunication",13
914,2019,22,"Malta","MT",2,"nonconformity",10
915,2019,23,"Poland","PL",1,"noncommunication",14
916,2019,23,"Poland","PL",2,"nonconformity",11
917,2019,24,"Slovakia","SK",1,"noncommunication",10
918,2019,24,"Slovakia","SK",2,"nonconformity",6
919,2019,25,"Slovenia","SI",1,"noncommunication",14
920,2019,25,"Slovenia","SI",2,"nonconformity",8
921,2019,26,"Bulgaria","BG",1,"noncommunication",19
922,2019,26,"Bulgaria","BG",2,"nonconformity",13
923,2019,27,"Romania","RO",1,"noncommunication",17
924,2019,27,"Romania","RO",2,"nonconformity",13
925,2019,28,"Croatia","HR",1,"noncommunication",8
926,2019,28,"Croatia","HR",2,"nonconformity",12
927,2020,1,"Belgium","BE",1,"noncommunication",7
928,2020,1,"Belgium","BE",2,"nonconformity",0
929,2020,2,"France","FR",1,"noncommunication",5
930,2020,2,"France","FR",2,"nonconformity",0
931,2020,3,"Germany","DE",1,"noncommunication",6
932,2020,3,"Germany","DE",2,"nonconformity",1
933,2020,4,"Italy","IT",1,"noncommunication",6
934,2020,4,"Italy","IT",2,"nonconformity",0
935,2020,5,"Luxembourg","LU",1,"noncommunication",4
936,2020,5,"Luxembourg","LU",2,"nonconformity",0
937,2020,6,"Netherlands","NL",1,"noncommunication",2
938,2020,6,"Netherlands","NL",2,"nonconformity",0
939,2020,7,"Denmark","DK",1,"noncommunication",3
940,2020,7,"Denmark","DK",2,"nonconformity",0
941,2020,8,"Ireland","IE",1,"noncommunication",3
942,2020,8,"Ireland","IE",2,"nonconformity",0
943,2020,9,"United Kingdom","UK",1,"noncommunication",8
944,2020,9,"United Kingdom","UK",2,"nonconformity",0
945,2020,10,"Greece","EL",1,"noncommunication",7
946,2020,10,"Greece","EL",2,"nonconformity",1
947,2020,11,"Portugal","PT",1,"noncommunication",10
948,2020,11,"Portugal","PT",2,"nonconformity",0
949,2020,12,"Spain","ES",1,"noncommunication",9
950,2020,12,"Spain","ES",2,"nonconformity",0
951,2020,13,"Austria","AT",1,"noncommunication",0
952,2020,13,"Austria","AT",2,"nonconformity",0
953,2020,14,"Finland","FI",1,"noncommunication",0
954,2020,14,"Finland","FI",2,"nonconformity",0
955,2020,15,"Sweden","SE",1,"noncommunication",2
956,2020,15,"Sweden","SE",2,"nonconformity",0
957,2020,16,"Cyprus","CY",1,"noncommunication",10
958,2020,16,"Cyprus","CY",2,"nonconformity",0
959,2020,17,"Czech Republic","CZ",1,"noncommunication",4
960,2020,17,"Czech Republic","CZ",2,"nonconformity",0
961,2020,18,"Estonia","EE",1,"noncommunication",3
962,2020,18,"Estonia","EE",2,"nonconformity",0
963,2020,19,"Hungary","HU",1,"noncommunication",3
964,2020,19,"Hungary","HU",2,"nonconformity",0
965,2020,20,"Latvia","LV",1,"noncommunication",4
966,2020,20,"Latvia","LV",2,"nonconformity",0
967,2020,21,"Lithuania","LT",1,"noncommunication",1
968,2020,21,"Lithuania","LT",2,"nonconformity",0
969,2020,22,"Malta","MT",1,"noncommunication",2
970,2020,22,"Malta","MT",2,"nonconformity",1
971,2020,23,"Poland","PL",1,"noncommunication",10
972,2020,23,"Poland","PL",2,"nonconformity",1
973,2020,24,"Slovakia","SK",1,"noncommunication",3
974,2020,24,"Slovakia","SK",2,"nonconformity",0
975,2020,25,"Slovenia","SI",1,"noncommunication",6
976,2020,25,"Slovenia","SI",2,"nonconformity",0
977,2020,26,"Bulgaria","BG",1,"noncommunication",3
978,2020,26,"Bulgaria","BG",2,"nonconformity",0
979,2020,27,"Romania","RO",1,"noncommunication",9
980,2020,27,"Romania","RO",2,"nonconformity",2
981,2020,28,"Croatia","HR",1,"noncommunication",4
982,2020,28,"Croatia","HR",2,"nonconformity",0
