"key_ID","year","directorate_general_ID","directorate_general","directorate_general_code","case_type_ID","case_type","count_cases"
408,2008,24,"Maritime Affairs and Fisheries","MARE",2,"nonconformity",0
409,2008,25,"Migration and Home Affairs","HOME",1,"noncommunication",15
410,2008,25,"Migration and Home Affairs","HOME",2,"nonconformity",3
411,2008,26,"Mobility and Transport","MOVE",1,"noncommunication",94
412,2008,26,"Mobility and Transport","MOVE",2,"nonconformity",56
413,2008,27,"Regional and Urban Policy","REGIO",1,"noncommunication",0
414,2008,27,"Regional and Urban Policy","REGIO",2,"nonconformity",1
415,2008,28,"Secretariat-General","SG",1,"noncommunication",0
416,2008,28,"Secretariat-General","SG",2,"nonconformity",0
417,2008,29,"Taxation and Customs Union","TAXUD",1,"noncommunication",24
418,2008,29,"Taxation and Customs Union","TAXUD",2,"nonconformity",159
419,2008,30,"Trade","TRADE",1,"noncommunication",0
420,2008,30,"Trade","TRADE",2,"nonconformity",1
421,2009,1,"Agriculture and Rural Development","AGRI",1,"noncommunication",0
422,2009,1,"Agriculture and Rural Development","AGRI",2,"nonconformity",3
423,2009,2,"Budget","BUDG",1,"noncommunication",0
424,2009,2,"Budget","BUDG",2,"nonconformity",0
425,2009,3,"Climate Action","CLIMA",1,"noncommunication",0
426,2009,3,"Climate Action","CLIMA",2,"nonconformity",8
427,2009,4,"Communication Networks, Content and Technology","CONNECT",1,"noncommunication",0
428,2009,4,"Communication Networks, Content and Technology","CONNECT",2,"nonconformity",13
429,2009,5,"Competition","COMP",1,"noncommunication",0
430,2009,5,"Competition","COMP",2,"nonconformity",1
431,2009,6,"Defence Industry and Space","DEFIS",1,"noncommunication",0
432,2009,6,"Defence Industry and Space","DEFIS",2,"nonconformity",0
433,2009,7,"Economic and Financial Affairs","ECFIN",1,"noncommunication",0
434,2009,7,"Economic and Financial Affairs","ECFIN",2,"nonconformity",1
435,2009,8,"Education, Youth, Sport and Culture","EAC",1,"noncommunication",0
436,2009,8,"Education, Youth, Sport and Culture","EAC",2,"nonconformity",3
437,2009,9,"Employment, Social Affairs and Inclusion","EMPL",1,"noncommunication",0
438,2009,9,"Employment, Social Affairs and Inclusion","EMPL",2,"nonconformity",23
439,2009,10,"Energy","ENER",1,"noncommunication",25
440,2009,10,"Energy","ENER",2,"nonconformity",65
441,2009,11,"Enterprise and Industry","ENTR",1,"noncommunication",90
442,2009,11,"Enterprise and Industry","ENTR",2,"nonconformity",11
443,2009,12,"Environment","ENV",1,"noncommunication",89
444,2009,12,"Environment","ENV",2,"nonconformity",114
445,2009,13,"European Neighbourhood and Enlargement Negotiations","NEAR",1,"noncommunication",0
446,2009,13,"European Neighbourhood and Enlargement Negotiations","NEAR",2,"nonconformity",0
447,2009,14,"Eurostat","EUROSTAT",1,"noncommunication",0
448,2009,14,"Eurostat","EUROSTAT",2,"nonconformity",0
449,2009,15,"External Relations","RELEX",1,"noncommunication",0
450,2009,15,"External Relations","RELEX",2,"nonconformity",0
451,2009,16,"Financial Stability, Financial Services and Capital Markets Union","FISMA",1,"noncommunication",0
452,2009,16,"Financial Stability, Financial Services and Capital Markets Union","FISMA",2,"nonconformity",2
453,2009,17,"Health and Consumers","SANCO",1,"noncommunication",136
454,2009,17,"Health and Consumers","SANCO",2,"nonconformity",21
455,2009,18,"Health and Food Safety","SANTE",1,"noncommunication",0
456,2009,18,"Health and Food Safety","SANTE",2,"nonconformity",1
457,2009,19,"Human Resources and Security","HR",1,"noncommunication",0
458,2009,19,"Human Resources and Security","HR",2,"nonconformity",0
459,2009,20,"Internal Market and Services","MARKT",1,"noncommunication",65
460,2009,20,"Internal Market and Services","MARKT",2,"nonconformity",53
461,2009,21,"Internal Market, Industry, Entrepreneurship and SMEs","GROW",1,"noncommunication",0
462,2009,21,"Internal Market, Industry, Entrepreneurship and SMEs","GROW",2,"nonconformity",6
463,2009,22,"Justice and Consumers","JUST",1,"noncommunication",7
464,2009,22,"Justice and Consumers","JUST",2,"nonconformity",8
465,2009,23,"Legal Service","SJ",1,"noncommunication",0
466,2009,23,"Legal Service","SJ",2,"nonconformity",1
467,2009,24,"Maritime Affairs and Fisheries","MARE",1,"noncommunication",0
468,2009,24,"Maritime Affairs and Fisheries","MARE",2,"nonconformity",1
469,2009,25,"Migration and Home Affairs","HOME",1,"noncommunication",6
470,2009,25,"Migration and Home Affairs","HOME",2,"nonconformity",2
471,2009,26,"Mobility and Transport","MOVE",1,"noncommunication",96
472,2009,26,"Mobility and Transport","MOVE",2,"nonconformity",18
473,2009,27,"Regional and Urban Policy","REGIO",1,"noncommunication",0
474,2009,27,"Regional and Urban Policy","REGIO",2,"nonconformity",0
475,2009,28,"Secretariat-General","SG",1,"noncommunication",0
476,2009,28,"Secretariat-General","SG",2,"nonconformity",0
477,2009,29,"Taxation and Customs Union","TAXUD",1,"noncommunication",35
478,2009,29,"Taxation and Customs Union","TAXUD",2,"nonconformity",80
479,2009,30,"Trade","TRADE",1,"noncommunication",0
480,2009,30,"Trade","TRADE",2,"nonconformity",0
481,2010,1,"Agriculture and Rural Development","AGRI",1,"noncommunication",0
482,2010,1,"Agriculture and Rural Development","AGRI",2,"nonconformity",1
483,2010,2,"Budget","BUDG",1,"noncommunication",0
484,2010,2,"Budget","BUDG",2,"nonconformity",2
485,2010,3,"Climate Action","CLIMA",1,"noncommunication",39
486,2010,3,"Climate Action","CLIMA",2,"nonconformity",0
487,2010,4,"Communication Networks, Content and Technology","CONNECT",1,"noncommunication",32
488,2010,4,"Communication Networks, Content and Technology","CONNECT",2,"nonconformity",10
489,2010,5,"Competition","COMP",1,"noncommunication",0
490,2010,5,"Competition","COMP",2,"nonconformity",4
491,2010,6,"Defence Industry and Space","DEFIS",1,"noncommunication",0
492,2010,6,"Defence Industry and Space","DEFIS",2,"nonconformity",0
493,2010,7,"Economic and Financial Affairs","ECFIN",1,"noncommunication",0
494,2010,7,"Economic and Financial Affairs","ECFIN",2,"nonconformity",0
495,2010,8,"Education, Youth, Sport and Culture","EAC",1,"noncommunication",0
496,2010,8,"Education, Youth, Sport and Culture","EAC",2,"nonconformity",1
497,2010,9,"Employment, Social Affairs and Inclusion","EMPL",1,"noncommunication",14
498,2010,9,"Employment, Social Affairs and Inclusion","EMPL",2,"nonconformity",30
499,2010,10,"Energy","ENER",1,"noncommunication",0
500,2010,10,"Energy","ENER",2,"nonconformity",13
501,2010,11,"Enterprise and Industry","ENTR",1,"noncommunication",37
502,2010,11,"Enterprise and Industry","ENTR",2,"nonconformity",2
503,2010,12,"Environment","ENV",1,"noncommunication",169
504,2010,12,"Environment","ENV",2,"nonconformity",48
505,2010,13,"European Neighbourhood and Enlargement Negotiations","NEAR",1,"noncommunication",0
506,2010,13,"European Neighbourhood and Enlargement Negotiations","NEAR",2,"nonconformity",0
507,2010,14,"Eurostat","EUROSTAT",1,"noncommunication",0
508,2010,14,"Eurostat","EUROSTAT",2,"nonconformity",1
509,2010,15,"External Relations","RELEX",1,"noncommunication",0
510,2010,15,"External Relations","RELEX",2,"nonconformity",0
511,2010,16,"Financial Stability, Financial Services and Capital Markets Union","FISMA",1,"noncommunication",0
512,2010,16,"Financial Stability, Financial Services and Capital Markets Union","FISMA",2,"nonconformity",0
513,2010,17,"Health and Consumers","SANCO",1,"noncommunication",254
514,2010,17,"Health and Consumers","SANCO",2,"nonconformity",12
515,2010,18,"Health and Food Safety","SANTE",1,"noncommunication",0
516,2010,18,"Health and Food Safety","SANTE",2,"nonconformity",1
517,2010,19,"Human Resources and Security","HR",1,"noncommunication",0
518,2010,19,"Human Resources and Security","HR",2,"nonconformity",0
519,2010,20,"Internal Market and Services","MARKT",1,"noncommunication",112
520,2010,20,"Internal Market and Services","MARKT",2,"nonconformity",42
521,2010,21,"Internal Market, Industry, Entrepreneurship and SMEs","GROW",1,"noncommunication",0
522,2010,21,"Internal Market, Industry, Entrepreneurship and SMEs","GROW",2,"nonconformity",3
523,2010,22,"Justice and Consumers","JUST",1,"noncommunication",0
524,2010,22,"Justice and Consumers","JUST",2,"nonconformity",3
525,2010,23,"Legal Service","SJ",1,"noncommunication",0
526,2010,23,"Legal Service","SJ",2,"nonconformity",0
527,2010,24,"Maritime Affairs and Fisheries","MARE",1,"noncommunication",0
528,2010,24,"Maritime Affairs and Fisheries","MARE",2,"nonconformity",0
529,2010,25,"Migration and Home Affairs","HOME",1,"noncommunication",17
530,2010,25,"Migration and Home Affairs","HOME",2,"nonconformity",1
531,2010,26,"Mobility and Transport","MOVE",1,"noncommunication",140
532,2010,26,"Mobility and Transport","MOVE",2,"nonconformity",25
533,2010,27,"Regional and Urban Policy","REGIO",1,"noncommunication",0
534,2010,27,"Regional and Urban Policy","REGIO",2,"nonconformity",0
535,2010,28,"Secretariat-General","SG",1,"noncommunication",0
536,2010,28,"Secretariat-General","SG",2,"nonconformity",0
537,2010,29,"Taxation and Customs Union","TAXUD",1,"noncommunication",41
538,2010,29,"Taxation and Customs Union","TAXUD",2,"nonconformity",34
539,2010,30,"Trade","TRADE",1,"noncommunication",0
540,2010,30,"Trade","TRADE",2,"nonconformity",0
541,2011,1,"Agriculture and Rural Development","AGRI",1,"noncommunication",11
542,2011,1,"Agriculture and Rural Development","AGRI",2,"nonconformity",22
543,2011,2,"Budget","BUDG",1,"noncommunication",0
544,2011,2,"Budget","BUDG",2,"nonconformity",1
545,2011,3,"Climate Action","CLIMA",1,"noncommunication",35
546,2011,3,"Climate Action","CLIMA",2,"nonconformity",3
547,2011,4,"Communication Networks, Content and Technology","CONNECT",1,"noncommunication",39
548,2011,4,"Communication Networks, Content and Technology","CONNECT",2,"nonconformity",6
549,2011,5,"Competition","COMP",1,"noncommunication",0
550,2011,5,"Competition","COMP",2,"nonconformity",1
551,2011,6,"Defence Industry and Space","DEFIS",1,"noncommunication",0
552,2011,6,"Defence Industry and Space","DEFIS",2,"nonconformity",0
553,2011,7,"Economic and Financial Affairs","ECFIN",1,"noncommunication",0
554,2011,7,"Economic and Financial Affairs","ECFIN",2,"nonconformity",1
555,2011,8,"Education, Youth, Sport and Culture","EAC",1,"noncommunication",0
556,2011,8,"Education, Youth, Sport and Culture","EAC",2,"nonconformity",1
557,2011,9,"Employment, Social Affairs and Inclusion","EMPL",1,"noncommunication",17
558,2011,9,"Employment, Social Affairs and Inclusion","EMPL",2,"nonconformity",19
559,2011,10,"Energy","ENER",1,"noncommunication",121
560,2011,10,"Energy","ENER",2,"nonconformity",1
561,2011,11,"Enterprise and Industry","ENTR",1,"noncommunication",117
562,2011,11,"Enterprise and Industry","ENTR",2,"nonconformity",7
563,2011,12,"Environment","ENV",1,"noncommunication",58
564,2011,12,"Environment","ENV",2,"nonconformity",67
565,2011,13,"European Neighbourhood and Enlargement Negotiations","NEAR",1,"noncommunication",0
566,2011,13,"European Neighbourhood and Enlargement Negotiations","NEAR",2,"nonconformity",0
567,2011,14,"Eurostat","EUROSTAT",1,"noncommunication",0
568,2011,14,"Eurostat","EUROSTAT",2,"nonconformity",0
569,2011,15,"External Relations","RELEX",1,"noncommunication",0
570,2011,15,"External Relations","RELEX",2,"nonconformity",0
571,2011,16,"Financial Stability, Financial Services and Capital Markets Union","FISMA",1,"noncommunication",0
572,2011,16,"Financial Stability, Financial Services and Capital Markets Union","FISMA",2,"nonconformity",0
573,2011,17,"Health and Consumers","SANCO",1,"noncommunication",164
574,2011,17,"Health and Consumers","SANCO",2,"nonconformity",13
575,2011,18,"Health and Food Safety","SANTE",1,"noncommunication",0
576,2011,18,"Health and Food Safety","SANTE",2,"nonconformity",3
577,2011,19,"Human Resources and Security","HR",1,"noncommunication",0
578,2011,19,"Human Resources and Security","HR",2,"nonconformity",0
579,2011,20,"Internal Market and Services","MARKT",1,"noncommunication",198
580,2011,20,"Internal Market and Services","MARKT",2,"nonconformity",18
581,2011,21,"Internal Market, Industry, Entrepreneurship and SMEs","GROW",1,"noncommunication",0
582,2011,21,"Internal Market, Industry, Entrepreneurship and SMEs","GROW",2,"nonconformity",10
583,2011,22,"Justice and Consumers","JUST",1,"noncommunication",71
584,2011,22,"Justice and Consumers","JUST",2,"nonconformity",15
585,2011,23,"Legal Service","SJ",1,"noncommunication",0
586,2011,23,"Legal Service","SJ",2,"nonconformity",0
587,2011,24,"Maritime Affairs and Fisheries","MARE",1,"noncommunication",0
588,2011,24,"Maritime Affairs and Fisheries","MARE",2,"nonconformity",0
589,2011,25,"Migration and Home Affairs","HOME",1,"noncommunication",76
590,2011,25,"Migration and Home Affairs","HOME",2,"nonconformity",1
591,2011,26,"Mobility and Transport","MOVE",1,"noncommunication",240
592,2011,26,"Mobility and Transport","MOVE",2,"nonconformity",31
593,2011,27,"Regional and Urban Policy","REGIO",1,"noncommunication",0
594,2011,27,"Regional and Urban Policy","REGIO",2,"nonconformity",0
595,2011,28,"Secretariat-General","SG",1,"noncommunication",0
596,2011,28,"Secretariat-General","SG",2,"nonconformity",0
597,2011,29,"Taxation and Customs Union","TAXUD",1,"noncommunication",38
598,2011,29,"Taxation and Customs Union","TAXUD",2,"nonconformity",34
599,2011,30,"Trade","TRADE",1,"noncommunication",0
600,2011,30,"Trade","TRADE",2,"nonconformity",0
601,2012,1,"Agriculture and Rural Development","AGRI",1,"noncommunication",0
602,2012,1,"Agriculture and Rural Development","AGRI",2,"nonconformity",1
603,2012,2,"Budget","BUDG",1,"noncommunication",0
604,2012,2,"Budget","BUDG",2,"nonconformity",1
605,2012,3,"Climate Action","CLIMA",1,"noncommunication",11
606,2012,3,"Climate Action","CLIMA",2,"nonconformity",8
607,2012,4,"Communication Networks, Content and Technology","CONNECT",1,"noncommunication",0
608,2012,4,"Communication Networks, Content and Technology","CONNECT",2,"nonconformity",12
609,2012,5,"Competition","COMP",1,"noncommunication",0
610,2012,5,"Competition","COMP",2,"nonconformity",2
611,2012,6,"Defence Industry and Space","DEFIS",1,"noncommunication",0
612,2012,6,"Defence Industry and Space","DEFIS",2,"nonconformity",0
613,2012,7,"Economic and Financial Affairs","ECFIN",1,"noncommunication",0
614,2012,7,"Economic and Financial Affairs","ECFIN",2,"nonconformity",0
615,2012,8,"Education, Youth, Sport and Culture","EAC",1,"noncommunication",0
616,2012,8,"Education, Youth, Sport and Culture","EAC",2,"nonconformity",2
617,2012,9,"Employment, Social Affairs and Inclusion","EMPL",1,"noncommunication",25
618,2012,9,"Employment, Social Affairs and Inclusion","EMPL",2,"nonconformity",9
619,2012,10,"Energy","ENER",1,"noncommunication",24
620,2012,10,"Energy","ENER",2,"nonconformity",6
621,2012,11,"Enterprise and Industry","ENTR",1,"noncommunication",19
622,2012,11,"Enterprise and Industry","ENTR",2,"nonconformity",5
623,2012,12,"Environment","ENV",1,"noncommunication",63
624,2012,12,"Environment","ENV",2,"nonconformity",70
625,2012,13,"European Neighbourhood and Enlargement Negotiations","NEAR",1,"noncommunication",0
626,2012,13,"European Neighbourhood and Enlargement Negotiations","NEAR",2,"nonconformity",1
627,2012,14,"Eurostat","EUROSTAT",1,"noncommunication",0
628,2012,14,"Eurostat","EUROSTAT",2,"nonconformity",0
629,2012,15,"External Relations","RELEX",1,"noncommunication",0
630,2012,15,"External Relations","RELEX",2,"nonconformity",0
631,2012,16,"Financial Stability, Financial Services and Capital Markets Union","FISMA",1,"noncommunication",1
632,2012,16,"Financial Stability, Financial Services and Capital Markets Union","FISMA",2,"nonconformity",3
633,2012,17,"Health and Consumers","SANCO",1,"noncommunication",106
634,2012,17,"Health and Consumers","SANCO",2,"nonconformity",6
635,2012,18,"Health and Food Safety","SANTE",1,"noncommunication",2
636,2012,18,"Health and Food Safety","SANTE",2,"nonconformity",4
637,2012,19,"Human Resources and Security","HR",1,"noncommunication",0
638,2012,19,"Human Resources and Security","HR",2,"nonconformity",0
639,2012,20,"Internal Market and Services","MARKT",1,"noncommunication",52
640,2012,20,"Internal Market and Services","MARKT",2,"nonconformity",9
641,2012,21,"Internal Market, Industry, Entrepreneurship and SMEs","GROW",1,"noncommunication",1
642,2012,21,"Internal Market, Industry, Entrepreneurship and SMEs","GROW",2,"nonconformity",11
643,2012,22,"Justice and Consumers","JUST",1,"noncommunication",10
644,2012,22,"Justice and Consumers","JUST",2,"nonconformity",24
645,2012,23,"Legal Service","SJ",1,"noncommunication",0
646,2012,23,"Legal Service","SJ",2,"nonconformity",1
647,2012,24,"Maritime Affairs and Fisheries","MARE",1,"noncommunication",0
648,2012,24,"Maritime Affairs and Fisheries","MARE",2,"nonconformity",3
649,2012,25,"Migration and Home Affairs","HOME",1,"noncommunication",1
650,2012,25,"Migration and Home Affairs","HOME",2,"nonconformity",10
651,2012,26,"Mobility and Transport","MOVE",1,"noncommunication",115
652,2012,26,"Mobility and Transport","MOVE",2,"nonconformity",40
653,2012,27,"Regional and Urban Policy","REGIO",1,"noncommunication",0
654,2012,27,"Regional and Urban Policy","REGIO",2,"nonconformity",0
655,2012,28,"Secretariat-General","SG",1,"noncommunication",0
656,2012,28,"Secretariat-General","SG",2,"nonconformity",0
657,2012,29,"Taxation and Customs Union","TAXUD",1,"noncommunication",18
658,2012,29,"Taxation and Customs Union","TAXUD",2,"nonconformity",34
659,2012,30,"Trade","TRADE",1,"noncommunication",0
660,2012,30,"Trade","TRADE",2,"nonconformity",0
661,2013,1,"Agriculture and Rural Development","AGRI",1,"noncommunication",4
662,2013,1,"Agriculture and Rural Development","AGRI",2,"nonconformity",1
663,2013,2,"Budget","BUDG",1,"noncommunication",0
664,2013,2,"Budget","BUDG",2,"nonconformity",3
665,2013,3,"Climate Action","CLIMA",1,"noncommunication",10
666,2013,3,"Climate Action","CLIMA",2,"nonconformity",5
667,2013,4,"Communication Networks, Content and Technology","CONNECT",1,"noncommunication",0
668,2013,4,"Communication Networks, Content and Technology","CONNECT",2,"nonconformity",10
669,2013,5,"Competition","COMP",1,"noncommunication",0
670,2013,5,"Competition","COMP",2,"nonconformity",2
671,2013,6,"Defence Industry and Space","DEFIS",1,"noncommunication",0
672,2013,6,"Defence Industry and Space","DEFIS",2,"nonconformity",0
673,2013,7,"Economic and Financial Affairs","ECFIN",1,"noncommunication",0
674,2013,7,"Economic and Financial Affairs","ECFIN",2,"nonconformity",0
675,2013,8,"Education, Youth, Sport and Culture","EAC",1,"noncommunication",0
676,2013,8,"Education, Youth, Sport and Culture","EAC",2,"nonconformity",0
677,2013,9,"Employment, Social Affairs and Inclusion","EMPL",1,"noncommunication",13
678,2013,9,"Employment, Social Affairs and Inclusion","EMPL",2,"nonconformity",19
679,2013,10,"Energy","ENER",1,"noncommunication",33
680,2013,10,"Energy","ENER",2,"nonconformity",7
681,2013,11,"Enterprise and Industry","ENTR",1,"noncommunication",32
682,2013,11,"Enterprise and Industry","ENTR",2,"nonconformity",5
683,2013,12,"Environment","ENV",1,"noncommunication",169
684,2013,12,"Environment","ENV",2,"nonconformity",48
685,2013,13,"European Neighbourhood and Enlargement Negotiations","NEAR",1,"noncommunication",0
686,2013,13,"European Neighbourhood and Enlargement Negotiations","NEAR",2,"nonconformity",0
687,2013,14,"Eurostat","EUROSTAT",1,"noncommunication",0
688,2013,14,"Eurostat","EUROSTAT",2,"nonconformity",0
689,2013,15,"External Relations","RELEX",1,"noncommunication",0
690,2013,15,"External Relations","RELEX",2,"nonconformity",0
691,2013,16,"Financial Stability, Financial Services and Capital Markets Union","FISMA",1,"noncommunication",12
692,2013,16,"Financial Stability, Financial Services and Capital Markets Union","FISMA",2,"nonconformity",9
693,2013,17,"Health and Consumers","SANCO",1,"noncommunication",55
694,2013,17,"Health and Consumers","SANCO",2,"nonconformity",2
695,2013,18,"Health and Food Safety","SANTE",1,"noncommunication",5
696,2013,18,"Health and Food Safety","SANTE",2,"nonconformity",14
697,2013,19,"Human Resources and Security","HR",1,"noncommunication",0
698,2013,19,"Human Resources and Security","HR",2,"nonconformity",0
699,2013,20,"Internal Market and Services","MARKT",1,"noncommunication",30
700,2013,20,"Internal Market and Services","MARKT",2,"nonconformity",5
701,2013,21,"Internal Market, Industry, Entrepreneurship and SMEs","GROW",1,"noncommunication",6
702,2013,21,"Internal Market, Industry, Entrepreneurship and SMEs","GROW",2,"nonconformity",29
703,2013,22,"Justice and Consumers","JUST",1,"noncommunication",19
704,2013,22,"Justice and Consumers","JUST",2,"nonconformity",15
705,2013,23,"Legal Service","SJ",1,"noncommunication",0
706,2013,23,"Legal Service","SJ",2,"nonconformity",0
707,2013,24,"Maritime Affairs and Fisheries","MARE",1,"noncommunication",0
708,2013,24,"Maritime Affairs and Fisheries","MARE",2,"nonconformity",7
709,2013,25,"Migration and Home Affairs","HOME",1,"noncommunication",23
710,2013,25,"Migration and Home Affairs","HOME",2,"nonconformity",22
711,2013,26,"Mobility and Transport","MOVE",1,"noncommunication",36
712,2013,26,"Mobility and Transport","MOVE",2,"nonconformity",77
713,2013,27,"Regional and Urban Policy","REGIO",1,"noncommunication",0
714,2013,27,"Regional and Urban Policy","REGIO",2,"nonconformity",0
715,2013,28,"Secretariat-General","SG",1,"noncommunication",0
716,2013,28,"Secretariat-General","SG",2,"nonconformity",0
717,2013,29,"Taxation and Customs Union","TAXUD",1,"noncommunication",34
718,2013,29,"Taxation and Customs Union","TAXUD",2,"nonconformity",32
719,2013,30,"Trade","TRADE",1,"noncommunication",0
720,2013,30,"Trade","TRADE",2,"nonconformity",0
721,2014,1,"Agriculture and Rural Development","AGRI",1,"noncommunication",0
722,2014,1,"Agriculture and Rural Development","AGRI",2,"nonconformity",1
723,2014,2,"Budget","BUDG",1,"noncommunication",0
724,2014,2,"Budget","BUDG",2,"nonconformity",2
725,2014,3,"Climate Action","CLIMA",1,"noncommunication",0
726,2014,3,"Climate Action","CLIMA",2,"nonconformity",1
727,2014,4,"Communication Networks, Content and Technology","CONNECT",1,"noncommunication",19
728,2014,4,"Communication Networks, Content and Technology","CONNECT",2,"nonconformity",2
729,2014,5,"Competition","COMP",1,"noncommunication",0
730,2014,5,"Competition","COMP",2,"nonconformity",4
731,2014,6,"Defence Industry and Space","DEFIS",1,"noncommunication",0
732,2014,6,"Defence Industry and Space","DEFIS",2,"nonconformity",0
733,2014,7,"Economic and Financial Affairs","ECFIN",1,"noncommunication",17
734,2014,7,"Economic and Financial Affairs","ECFIN",2,"nonconformity",0
735,2014,8,"Education, Youth, Sport and Culture","EAC",1,"noncommunication",0
736,2014,8,"Education, Youth, Sport and Culture","EAC",2,"nonconformity",0
737,2014,9,"Employment, Social Affairs and Inclusion","EMPL",1,"noncommunication",16
738,2014,9,"Employment, Social Affairs and Inclusion","EMPL",2,"nonconformity",24
739,2014,10,"Energy","ENER",1,"noncommunication",27
740,2014,10,"Energy","ENER",2,"nonconformity",18
741,2014,11,"Enterprise and Industry","ENTR",1,"noncommunication",36
742,2014,11,"Enterprise and Industry","ENTR",2,"nonconformity",0
743,2014,12,"Environment","ENV",1,"noncommunication",127
744,2014,12,"Environment","ENV",2,"nonconformity",40
745,2014,13,"European Neighbourhood and Enlargement Negotiations","NEAR",1,"noncommunication",0
746,2014,13,"European Neighbourhood and Enlargement Negotiations","NEAR",2,"nonconformity",0
747,2014,14,"Eurostat","EUROSTAT",1,"noncommunication",0
748,2014,14,"Eurostat","EUROSTAT",2,"nonconformity",0
749,2014,15,"External Relations","RELEX",1,"noncommunication",0
750,2014,15,"External Relations","RELEX",2,"nonconformity",0
751,2014,16,"Financial Stability, Financial Services and Capital Markets Union","FISMA",1,"noncommunication",36
752,2014,16,"Financial Stability, Financial Services and Capital Markets Union","FISMA",2,"nonconformity",6
753,2014,17,"Health and Consumers","SANCO",1,"noncommunication",68
754,2014,17,"Health and Consumers","SANCO",2,"nonconformity",0
755,2014,18,"Health and Food Safety","SANTE",1,"noncommunication",58
756,2014,18,"Health and Food Safety","SANTE",2,"nonconformity",1
757,2014,19,"Human Resources and Security","HR",1,"noncommunication",0
758,2014,19,"Human Resources and Security","HR",2,"nonconformity",0
759,2014,20,"Internal Market and Services","MARKT",1,"noncommunication",15
760,2014,20,"Internal Market and Services","MARKT",2,"nonconformity",0
761,2014,21,"Internal Market, Industry, Entrepreneurship and SMEs","GROW",1,"noncommunication",8
762,2014,21,"Internal Market, Industry, Entrepreneurship and SMEs","GROW",2,"nonconformity",28
763,2014,22,"Justice and Consumers","JUST",1,"noncommunication",44
764,2014,22,"Justice and Consumers","JUST",2,"nonconformity",12
765,2014,23,"Legal Service","SJ",1,"noncommunication",0
766,2014,23,"Legal Service","SJ",2,"nonconformity",2
767,2014,24,"Maritime Affairs and Fisheries","MARE",1,"noncommunication",0
768,2014,24,"Maritime Affairs and Fisheries","MARE",2,"nonconformity",1
769,2014,25,"Migration and Home Affairs","HOME",1,"noncommunication",37
770,2014,25,"Migration and Home Affairs","HOME",2,"nonconformity",9
771,2014,26,"Mobility and Transport","MOVE",1,"noncommunication",76
772,2014,26,"Mobility and Transport","MOVE",2,"nonconformity",80
773,2014,27,"Regional and Urban Policy","REGIO",1,"noncommunication",0
774,2014,27,"Regional and Urban Policy","REGIO",2,"nonconformity",0
775,2014,28,"Secretariat-General","SG",1,"noncommunication",0
776,2014,28,"Secretariat-General","SG",2,"nonconformity",0
777,2014,29,"Taxation and Customs Union","TAXUD",1,"noncommunication",0
778,2014,29,"Taxation and Customs Union","TAXUD",2,"nonconformity",24
779,2014,30,"Trade","TRADE",1,"noncommunication",0
780,2014,30,"Trade","TRADE",2,"nonconformity",0
781,2015,1,"Agriculture and Rural Development","AGRI",1,"noncommunication",11
782,2015,1,"Agriculture and Rural Development","AGRI",2,"nonconformity",0
783,2015,2,"Budget","BUDG",1,"noncommunication",0
784,2015,2,"Budget","BUDG",2,"nonconformity",1
785,2015,3,"Climate Action","CLIMA",1,"noncommunication",9
786,2015,3,"Climate Action","CLIMA",2,"nonconformity",0
787,2015,4,"Communication Networks, Content and Technology","CONNECT",1,"noncommunication",17
788,2015,4,"Communication Networks, Content and Technology","CONNECT",2,"nonconformity",1
789,2015,5,"Competition","COMP",1,"noncommunication",0
790,2015,5,"Competition","COMP",2,"nonconformity",2
791,2015,6,"Defence Industry and Space","DEFIS",1,"noncommunication",0
792,2015,6,"Defence Industry and Space","DEFIS",2,"nonconformity",0
793,2015,7,"Economic and Financial Affairs","ECFIN",1,"noncommunication",0
794,2015,7,"Economic and Financial Affairs","ECFIN",2,"nonconformity",0
795,2015,8,"Education, Youth, Sport and Culture","EAC",1,"noncommunication",0
796,2015,8,"Education, Youth, Sport and Culture","EAC",2,"nonconformity",0
797,2015,9,"Employment, Social Affairs and Inclusion","EMPL",1,"noncommunication",14
798,2015,9,"Employment, Social Affairs and Inclusion","EMPL",2,"nonconformity",6
799,2015,10,"Energy","ENER",1,"noncommunication",20
800,2015,10,"Energy","ENER",2,"nonconformity",12
801,2015,11,"Enterprise and Industry","ENTR",1,"noncommunication",0
802,2015,11,"Enterprise and Industry","ENTR",2,"nonconformity",0
803,2015,12,"Environment","ENV",1,"noncommunication",87
804,2015,12,"Environment","ENV",2,"nonconformity",35
805,2015,13,"European Neighbourhood and Enlargement Negotiations","NEAR",1,"noncommunication",0
806,2015,13,"European Neighbourhood and Enlargement Negotiations","NEAR",2,"nonconformity",1
807,2015,14,"Eurostat","EUROSTAT",1,"noncommunication",0
808,2015,14,"Eurostat","EUROSTAT",2,"nonconformity",0
809,2015,15,"External Relations","RELEX",1,"noncommunication",0
810,2015,15,"External Relations","RELEX",2,"nonconformity",0
811,2015,16,"Financial Stability, Financial Services and Capital Markets Union","FISMA",1,"noncommunication",125
812,2015,16,"Financial Stability, Financial Services and Capital Markets Union","FISMA",2,"nonconformity",6
813,2015,17,"Health and Consumers","SANCO",1,"noncommunication",0
814,2015,17,"Health and Consumers","SANCO",2,"nonconformity",0
815,2015,18,"Health and Food Safety","SANTE",1,"noncommunication",18
816,2015,18,"Health and Food Safety","SANTE",2,"nonconformity",2
