"key_ID","year","directorate_general_ID","directorate_general","directorate_general_code","case_type_ID","case_type","decision_stage_ID","decision_stage","count_decisions"
1372,2005,25,"Migration and Home Affairs","HOME",1,"noncommunication",4,"Letter of formal notice (Art. 260)",1
1373,2005,25,"Migration and Home Affairs","HOME",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
1374,2005,25,"Migration and Home Affairs","HOME",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
1375,2005,25,"Migration and Home Affairs","HOME",2,"nonconformity",1,"Letter of formal notice (Art. 258)",2
1376,2005,25,"Migration and Home Affairs","HOME",2,"nonconformity",2,"Reasoned opinion (Art. 258)",0
1377,2005,25,"Migration and Home Affairs","HOME",2,"nonconformity",3,"Referral to the Court (Art. 258)",0
1378,2005,25,"Migration and Home Affairs","HOME",2,"nonconformity",4,"Letter of formal notice (Art. 260)",0
1379,2005,25,"Migration and Home Affairs","HOME",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
1380,2005,25,"Migration and Home Affairs","HOME",2,"nonconformity",6,"Referral to the Court (Art. 260)",0
1381,2005,26,"Mobility and Transport","MOVE",1,"noncommunication",1,"Letter of formal notice (Art. 258)",93
1382,2005,26,"Mobility and Transport","MOVE",1,"noncommunication",2,"Reasoned opinion (Art. 258)",49
1383,2005,26,"Mobility and Transport","MOVE",1,"noncommunication",3,"Referral to the Court (Art. 258)",7
1384,2005,26,"Mobility and Transport","MOVE",1,"noncommunication",4,"Letter of formal notice (Art. 260)",11
1385,2005,26,"Mobility and Transport","MOVE",1,"noncommunication",5,"Reasoned opinion (Art. 260)",5
1386,2005,26,"Mobility and Transport","MOVE",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
1387,2005,26,"Mobility and Transport","MOVE",2,"nonconformity",1,"Letter of formal notice (Art. 258)",81
1388,2005,26,"Mobility and Transport","MOVE",2,"nonconformity",2,"Reasoned opinion (Art. 258)",36
1389,2005,26,"Mobility and Transport","MOVE",2,"nonconformity",3,"Referral to the Court (Art. 258)",8
1390,2005,26,"Mobility and Transport","MOVE",2,"nonconformity",4,"Letter of formal notice (Art. 260)",3
1391,2005,26,"Mobility and Transport","MOVE",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
1392,2005,26,"Mobility and Transport","MOVE",2,"nonconformity",6,"Referral to the Court (Art. 260)",0
1393,2005,27,"Regional and Urban Policy","REGIO",1,"noncommunication",1,"Letter of formal notice (Art. 258)",0
1394,2005,27,"Regional and Urban Policy","REGIO",1,"noncommunication",2,"Reasoned opinion (Art. 258)",0
1395,2005,27,"Regional and Urban Policy","REGIO",1,"noncommunication",3,"Referral to the Court (Art. 258)",0
1396,2005,27,"Regional and Urban Policy","REGIO",1,"noncommunication",4,"Letter of formal notice (Art. 260)",0
1397,2005,27,"Regional and Urban Policy","REGIO",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
1398,2005,27,"Regional and Urban Policy","REGIO",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
1399,2005,27,"Regional and Urban Policy","REGIO",2,"nonconformity",1,"Letter of formal notice (Art. 258)",0
1400,2005,27,"Regional and Urban Policy","REGIO",2,"nonconformity",2,"Reasoned opinion (Art. 258)",0
1401,2005,27,"Regional and Urban Policy","REGIO",2,"nonconformity",3,"Referral to the Court (Art. 258)",0
1402,2005,27,"Regional and Urban Policy","REGIO",2,"nonconformity",4,"Letter of formal notice (Art. 260)",0
1403,2005,27,"Regional and Urban Policy","REGIO",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
1404,2005,27,"Regional and Urban Policy","REGIO",2,"nonconformity",6,"Referral to the Court (Art. 260)",0
1405,2005,28,"Secretariat-General","SG",1,"noncommunication",1,"Letter of formal notice (Art. 258)",0
1406,2005,28,"Secretariat-General","SG",1,"noncommunication",2,"Reasoned opinion (Art. 258)",0
1407,2005,28,"Secretariat-General","SG",1,"noncommunication",3,"Referral to the Court (Art. 258)",0
1408,2005,28,"Secretariat-General","SG",1,"noncommunication",4,"Letter of formal notice (Art. 260)",0
1409,2005,28,"Secretariat-General","SG",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
1410,2005,28,"Secretariat-General","SG",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
1411,2005,28,"Secretariat-General","SG",2,"nonconformity",1,"Letter of formal notice (Art. 258)",0
1412,2005,28,"Secretariat-General","SG",2,"nonconformity",2,"Reasoned opinion (Art. 258)",0
1413,2005,28,"Secretariat-General","SG",2,"nonconformity",3,"Referral to the Court (Art. 258)",0
1414,2005,28,"Secretariat-General","SG",2,"nonconformity",4,"Letter of formal notice (Art. 260)",0
1415,2005,28,"Secretariat-General","SG",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
1416,2005,28,"Secretariat-General","SG",2,"nonconformity",6,"Referral to the Court (Art. 260)",0
1417,2005,29,"Taxation and Customs Union","TAXUD",1,"noncommunication",1,"Letter of formal notice (Art. 258)",48
1418,2005,29,"Taxation and Customs Union","TAXUD",1,"noncommunication",2,"Reasoned opinion (Art. 258)",21
1419,2005,29,"Taxation and Customs Union","TAXUD",1,"noncommunication",3,"Referral to the Court (Art. 258)",4
1420,2005,29,"Taxation and Customs Union","TAXUD",1,"noncommunication",4,"Letter of formal notice (Art. 260)",0
1421,2005,29,"Taxation and Customs Union","TAXUD",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
1422,2005,29,"Taxation and Customs Union","TAXUD",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
1423,2005,29,"Taxation and Customs Union","TAXUD",2,"nonconformity",1,"Letter of formal notice (Art. 258)",53
1424,2005,29,"Taxation and Customs Union","TAXUD",2,"nonconformity",2,"Reasoned opinion (Art. 258)",16
1425,2005,29,"Taxation and Customs Union","TAXUD",2,"nonconformity",3,"Referral to the Court (Art. 258)",8
1426,2005,29,"Taxation and Customs Union","TAXUD",2,"nonconformity",4,"Letter of formal notice (Art. 260)",2
1427,2005,29,"Taxation and Customs Union","TAXUD",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
1428,2005,29,"Taxation and Customs Union","TAXUD",2,"nonconformity",6,"Referral to the Court (Art. 260)",0
1429,2005,30,"Trade","TRADE",1,"noncommunication",1,"Letter of formal notice (Art. 258)",0
1430,2005,30,"Trade","TRADE",1,"noncommunication",2,"Reasoned opinion (Art. 258)",0
1431,2005,30,"Trade","TRADE",1,"noncommunication",3,"Referral to the Court (Art. 258)",0
1432,2005,30,"Trade","TRADE",1,"noncommunication",4,"Letter of formal notice (Art. 260)",0
1433,2005,30,"Trade","TRADE",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
1434,2005,30,"Trade","TRADE",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
1435,2005,30,"Trade","TRADE",2,"nonconformity",1,"Letter of formal notice (Art. 258)",0
1436,2005,30,"Trade","TRADE",2,"nonconformity",2,"Reasoned opinion (Art. 258)",0
1437,2005,30,"Trade","TRADE",2,"nonconformity",3,"Referral to the Court (Art. 258)",0
1438,2005,30,"Trade","TRADE",2,"nonconformity",4,"Letter of formal notice (Art. 260)",0
1439,2005,30,"Trade","TRADE",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
1440,2005,30,"Trade","TRADE",2,"nonconformity",6,"Referral to the Court (Art. 260)",0
1441,2006,1,"Agriculture and Rural Development","AGRI",1,"noncommunication",1,"Letter of formal notice (Art. 258)",0
1442,2006,1,"Agriculture and Rural Development","AGRI",1,"noncommunication",2,"Reasoned opinion (Art. 258)",0
1443,2006,1,"Agriculture and Rural Development","AGRI",1,"noncommunication",3,"Referral to the Court (Art. 258)",0
1444,2006,1,"Agriculture and Rural Development","AGRI",1,"noncommunication",4,"Letter of formal notice (Art. 260)",0
1445,2006,1,"Agriculture and Rural Development","AGRI",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
1446,2006,1,"Agriculture and Rural Development","AGRI",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
1447,2006,1,"Agriculture and Rural Development","AGRI",2,"nonconformity",1,"Letter of formal notice (Art. 258)",2
1448,2006,1,"Agriculture and Rural Development","AGRI",2,"nonconformity",2,"Reasoned opinion (Art. 258)",1
1449,2006,1,"Agriculture and Rural Development","AGRI",2,"nonconformity",3,"Referral to the Court (Art. 258)",0
1450,2006,1,"Agriculture and Rural Development","AGRI",2,"nonconformity",4,"Letter of formal notice (Art. 260)",1
1451,2006,1,"Agriculture and Rural Development","AGRI",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
1452,2006,1,"Agriculture and Rural Development","AGRI",2,"nonconformity",6,"Referral to the Court (Art. 260)",0
1453,2006,2,"Budget","BUDG",1,"noncommunication",1,"Letter of formal notice (Art. 258)",0
1454,2006,2,"Budget","BUDG",1,"noncommunication",2,"Reasoned opinion (Art. 258)",0
1455,2006,2,"Budget","BUDG",1,"noncommunication",3,"Referral to the Court (Art. 258)",0
1456,2006,2,"Budget","BUDG",1,"noncommunication",4,"Letter of formal notice (Art. 260)",0
1457,2006,2,"Budget","BUDG",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
1458,2006,2,"Budget","BUDG",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
1459,2006,2,"Budget","BUDG",2,"nonconformity",1,"Letter of formal notice (Art. 258)",4
1460,2006,2,"Budget","BUDG",2,"nonconformity",2,"Reasoned opinion (Art. 258)",4
1461,2006,2,"Budget","BUDG",2,"nonconformity",3,"Referral to the Court (Art. 258)",0
1462,2006,2,"Budget","BUDG",2,"nonconformity",4,"Letter of formal notice (Art. 260)",0
1463,2006,2,"Budget","BUDG",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
1464,2006,2,"Budget","BUDG",2,"nonconformity",6,"Referral to the Court (Art. 260)",0
1465,2006,3,"Climate Action","CLIMA",1,"noncommunication",1,"Letter of formal notice (Art. 258)",0
1466,2006,3,"Climate Action","CLIMA",1,"noncommunication",2,"Reasoned opinion (Art. 258)",0
1467,2006,3,"Climate Action","CLIMA",1,"noncommunication",3,"Referral to the Court (Art. 258)",0
1468,2006,3,"Climate Action","CLIMA",1,"noncommunication",4,"Letter of formal notice (Art. 260)",0
1469,2006,3,"Climate Action","CLIMA",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
1470,2006,3,"Climate Action","CLIMA",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
1471,2006,3,"Climate Action","CLIMA",2,"nonconformity",1,"Letter of formal notice (Art. 258)",2
1472,2006,3,"Climate Action","CLIMA",2,"nonconformity",2,"Reasoned opinion (Art. 258)",0
1473,2006,3,"Climate Action","CLIMA",2,"nonconformity",3,"Referral to the Court (Art. 258)",0
1474,2006,3,"Climate Action","CLIMA",2,"nonconformity",4,"Letter of formal notice (Art. 260)",0
1475,2006,3,"Climate Action","CLIMA",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
1476,2006,3,"Climate Action","CLIMA",2,"nonconformity",6,"Referral to the Court (Art. 260)",0
1477,2006,4,"Communication Networks, Content and Technology","CONNECT",1,"noncommunication",1,"Letter of formal notice (Art. 258)",0
1478,2006,4,"Communication Networks, Content and Technology","CONNECT",1,"noncommunication",2,"Reasoned opinion (Art. 258)",8
1479,2006,4,"Communication Networks, Content and Technology","CONNECT",1,"noncommunication",3,"Referral to the Court (Art. 258)",8
1480,2006,4,"Communication Networks, Content and Technology","CONNECT",1,"noncommunication",4,"Letter of formal notice (Art. 260)",0
1481,2006,4,"Communication Networks, Content and Technology","CONNECT",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
1482,2006,4,"Communication Networks, Content and Technology","CONNECT",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
1483,2006,4,"Communication Networks, Content and Technology","CONNECT",2,"nonconformity",1,"Letter of formal notice (Art. 258)",33
1484,2006,4,"Communication Networks, Content and Technology","CONNECT",2,"nonconformity",2,"Reasoned opinion (Art. 258)",17
1485,2006,4,"Communication Networks, Content and Technology","CONNECT",2,"nonconformity",3,"Referral to the Court (Art. 258)",5
1486,2006,4,"Communication Networks, Content and Technology","CONNECT",2,"nonconformity",4,"Letter of formal notice (Art. 260)",0
1487,2006,4,"Communication Networks, Content and Technology","CONNECT",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
1488,2006,4,"Communication Networks, Content and Technology","CONNECT",2,"nonconformity",6,"Referral to the Court (Art. 260)",0
1489,2006,5,"Competition","COMP",1,"noncommunication",1,"Letter of formal notice (Art. 258)",0
1490,2006,5,"Competition","COMP",1,"noncommunication",2,"Reasoned opinion (Art. 258)",4
1491,2006,5,"Competition","COMP",1,"noncommunication",3,"Referral to the Court (Art. 258)",0
1492,2006,5,"Competition","COMP",1,"noncommunication",4,"Letter of formal notice (Art. 260)",1
1493,2006,5,"Competition","COMP",1,"noncommunication",5,"Reasoned opinion (Art. 260)",1
1494,2006,5,"Competition","COMP",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
1495,2006,5,"Competition","COMP",2,"nonconformity",1,"Letter of formal notice (Art. 258)",9
1496,2006,5,"Competition","COMP",2,"nonconformity",2,"Reasoned opinion (Art. 258)",2
1497,2006,5,"Competition","COMP",2,"nonconformity",3,"Referral to the Court (Art. 258)",3
1498,2006,5,"Competition","COMP",2,"nonconformity",4,"Letter of formal notice (Art. 260)",1
1499,2006,5,"Competition","COMP",2,"nonconformity",5,"Reasoned opinion (Art. 260)",2
1500,2006,5,"Competition","COMP",2,"nonconformity",6,"Referral to the Court (Art. 260)",1
1501,2006,6,"Defence Industry and Space","DEFIS",1,"noncommunication",1,"Letter of formal notice (Art. 258)",0
1502,2006,6,"Defence Industry and Space","DEFIS",1,"noncommunication",2,"Reasoned opinion (Art. 258)",0
1503,2006,6,"Defence Industry and Space","DEFIS",1,"noncommunication",3,"Referral to the Court (Art. 258)",0
1504,2006,6,"Defence Industry and Space","DEFIS",1,"noncommunication",4,"Letter of formal notice (Art. 260)",0
1505,2006,6,"Defence Industry and Space","DEFIS",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
1506,2006,6,"Defence Industry and Space","DEFIS",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
1507,2006,6,"Defence Industry and Space","DEFIS",2,"nonconformity",1,"Letter of formal notice (Art. 258)",0
1508,2006,6,"Defence Industry and Space","DEFIS",2,"nonconformity",2,"Reasoned opinion (Art. 258)",0
1509,2006,6,"Defence Industry and Space","DEFIS",2,"nonconformity",3,"Referral to the Court (Art. 258)",0
1510,2006,6,"Defence Industry and Space","DEFIS",2,"nonconformity",4,"Letter of formal notice (Art. 260)",0
1511,2006,6,"Defence Industry and Space","DEFIS",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
1512,2006,6,"Defence Industry and Space","DEFIS",2,"nonconformity",6,"Referral to the Court (Art. 260)",0
1513,2006,7,"Economic and Financial Affairs","ECFIN",1,"noncommunication",1,"Letter of formal notice (Art. 258)",0
1514,2006,7,"Economic and Financial Affairs","ECFIN",1,"noncommunication",2,"Reasoned opinion (Art. 258)",0
1515,2006,7,"Economic and Financial Affairs","ECFIN",1,"noncommunication",3,"Referral to the Court (Art. 258)",0
1516,2006,7,"Economic and Financial Affairs","ECFIN",1,"noncommunication",4,"Letter of formal notice (Art. 260)",0
1517,2006,7,"Economic and Financial Affairs","ECFIN",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
1518,2006,7,"Economic and Financial Affairs","ECFIN",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
1519,2006,7,"Economic and Financial Affairs","ECFIN",2,"nonconformity",1,"Letter of formal notice (Art. 258)",0
1520,2006,7,"Economic and Financial Affairs","ECFIN",2,"nonconformity",2,"Reasoned opinion (Art. 258)",0
1521,2006,7,"Economic and Financial Affairs","ECFIN",2,"nonconformity",3,"Referral to the Court (Art. 258)",0
1522,2006,7,"Economic and Financial Affairs","ECFIN",2,"nonconformity",4,"Letter of formal notice (Art. 260)",0
1523,2006,7,"Economic and Financial Affairs","ECFIN",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
1524,2006,7,"Economic and Financial Affairs","ECFIN",2,"nonconformity",6,"Referral to the Court (Art. 260)",0
1525,2006,8,"Education, Youth, Sport and Culture","EAC",1,"noncommunication",1,"Letter of formal notice (Art. 258)",0
1526,2006,8,"Education, Youth, Sport and Culture","EAC",1,"noncommunication",2,"Reasoned opinion (Art. 258)",0
1527,2006,8,"Education, Youth, Sport and Culture","EAC",1,"noncommunication",3,"Referral to the Court (Art. 258)",0
1528,2006,8,"Education, Youth, Sport and Culture","EAC",1,"noncommunication",4,"Letter of formal notice (Art. 260)",0
1529,2006,8,"Education, Youth, Sport and Culture","EAC",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
1530,2006,8,"Education, Youth, Sport and Culture","EAC",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
1531,2006,8,"Education, Youth, Sport and Culture","EAC",2,"nonconformity",1,"Letter of formal notice (Art. 258)",1
1532,2006,8,"Education, Youth, Sport and Culture","EAC",2,"nonconformity",2,"Reasoned opinion (Art. 258)",0
1533,2006,8,"Education, Youth, Sport and Culture","EAC",2,"nonconformity",3,"Referral to the Court (Art. 258)",0
1534,2006,8,"Education, Youth, Sport and Culture","EAC",2,"nonconformity",4,"Letter of formal notice (Art. 260)",0
1535,2006,8,"Education, Youth, Sport and Culture","EAC",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
1536,2006,8,"Education, Youth, Sport and Culture","EAC",2,"nonconformity",6,"Referral to the Court (Art. 260)",0
1537,2006,9,"Employment, Social Affairs and Inclusion","EMPL",1,"noncommunication",1,"Letter of formal notice (Art. 258)",37
1538,2006,9,"Employment, Social Affairs and Inclusion","EMPL",1,"noncommunication",2,"Reasoned opinion (Art. 258)",10
1539,2006,9,"Employment, Social Affairs and Inclusion","EMPL",1,"noncommunication",3,"Referral to the Court (Art. 258)",17
1540,2006,9,"Employment, Social Affairs and Inclusion","EMPL",1,"noncommunication",4,"Letter of formal notice (Art. 260)",2
1541,2006,9,"Employment, Social Affairs and Inclusion","EMPL",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
1542,2006,9,"Employment, Social Affairs and Inclusion","EMPL",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
1543,2006,9,"Employment, Social Affairs and Inclusion","EMPL",2,"nonconformity",1,"Letter of formal notice (Art. 258)",20
1544,2006,9,"Employment, Social Affairs and Inclusion","EMPL",2,"nonconformity",2,"Reasoned opinion (Art. 258)",17
1545,2006,9,"Employment, Social Affairs and Inclusion","EMPL",2,"nonconformity",3,"Referral to the Court (Art. 258)",4
1546,2006,9,"Employment, Social Affairs and Inclusion","EMPL",2,"nonconformity",4,"Letter of formal notice (Art. 260)",2
1547,2006,9,"Employment, Social Affairs and Inclusion","EMPL",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
1548,2006,9,"Employment, Social Affairs and Inclusion","EMPL",2,"nonconformity",6,"Referral to the Court (Art. 260)",0
1549,2006,10,"Energy","ENER",1,"noncommunication",1,"Letter of formal notice (Art. 258)",54
1550,2006,10,"Energy","ENER",1,"noncommunication",2,"Reasoned opinion (Art. 258)",21
1551,2006,10,"Energy","ENER",1,"noncommunication",3,"Referral to the Court (Art. 258)",2
1552,2006,10,"Energy","ENER",1,"noncommunication",4,"Letter of formal notice (Art. 260)",1
1553,2006,10,"Energy","ENER",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
1554,2006,10,"Energy","ENER",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
1555,2006,10,"Energy","ENER",2,"nonconformity",1,"Letter of formal notice (Art. 258)",63
1556,2006,10,"Energy","ENER",2,"nonconformity",2,"Reasoned opinion (Art. 258)",36
1557,2006,10,"Energy","ENER",2,"nonconformity",3,"Referral to the Court (Art. 258)",1
1558,2006,10,"Energy","ENER",2,"nonconformity",4,"Letter of formal notice (Art. 260)",0
1559,2006,10,"Energy","ENER",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
1560,2006,10,"Energy","ENER",2,"nonconformity",6,"Referral to the Court (Art. 260)",0
1561,2006,11,"Enterprise and Industry","ENTR",1,"noncommunication",1,"Letter of formal notice (Art. 258)",185
1562,2006,11,"Enterprise and Industry","ENTR",1,"noncommunication",2,"Reasoned opinion (Art. 258)",74
1563,2006,11,"Enterprise and Industry","ENTR",1,"noncommunication",3,"Referral to the Court (Art. 258)",25
1564,2006,11,"Enterprise and Industry","ENTR",1,"noncommunication",4,"Letter of formal notice (Art. 260)",0
1565,2006,11,"Enterprise and Industry","ENTR",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
1566,2006,11,"Enterprise and Industry","ENTR",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
1567,2006,11,"Enterprise and Industry","ENTR",2,"nonconformity",1,"Letter of formal notice (Art. 258)",48
1568,2006,11,"Enterprise and Industry","ENTR",2,"nonconformity",2,"Reasoned opinion (Art. 258)",27
1569,2006,11,"Enterprise and Industry","ENTR",2,"nonconformity",3,"Referral to the Court (Art. 258)",7
1570,2006,11,"Enterprise and Industry","ENTR",2,"nonconformity",4,"Letter of formal notice (Art. 260)",2
1571,2006,11,"Enterprise and Industry","ENTR",2,"nonconformity",5,"Reasoned opinion (Art. 260)",2
1572,2006,11,"Enterprise and Industry","ENTR",2,"nonconformity",6,"Referral to the Court (Art. 260)",1
1573,2006,12,"Environment","ENV",1,"noncommunication",1,"Letter of formal notice (Art. 258)",21
1574,2006,12,"Environment","ENV",1,"noncommunication",2,"Reasoned opinion (Art. 258)",15
1575,2006,12,"Environment","ENV",1,"noncommunication",3,"Referral to the Court (Art. 258)",23
1576,2006,12,"Environment","ENV",1,"noncommunication",4,"Letter of formal notice (Art. 260)",2
1577,2006,12,"Environment","ENV",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
1578,2006,12,"Environment","ENV",1,"noncommunication",6,"Referral to the Court (Art. 260)",1
1579,2006,12,"Environment","ENV",2,"nonconformity",1,"Letter of formal notice (Art. 258)",157
1580,2006,12,"Environment","ENV",2,"nonconformity",2,"Reasoned opinion (Art. 258)",66
1581,2006,12,"Environment","ENV",2,"nonconformity",3,"Referral to the Court (Art. 258)",22
1582,2006,12,"Environment","ENV",2,"nonconformity",4,"Letter of formal notice (Art. 260)",18
1583,2006,12,"Environment","ENV",2,"nonconformity",5,"Reasoned opinion (Art. 260)",2
1584,2006,12,"Environment","ENV",2,"nonconformity",6,"Referral to the Court (Art. 260)",0
1585,2006,13,"European Neighbourhood and Enlargement Negotiations","NEAR",1,"noncommunication",1,"Letter of formal notice (Art. 258)",0
1586,2006,13,"European Neighbourhood and Enlargement Negotiations","NEAR",1,"noncommunication",2,"Reasoned opinion (Art. 258)",0
1587,2006,13,"European Neighbourhood and Enlargement Negotiations","NEAR",1,"noncommunication",3,"Referral to the Court (Art. 258)",0
1588,2006,13,"European Neighbourhood and Enlargement Negotiations","NEAR",1,"noncommunication",4,"Letter of formal notice (Art. 260)",0
1589,2006,13,"European Neighbourhood and Enlargement Negotiations","NEAR",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
1590,2006,13,"European Neighbourhood and Enlargement Negotiations","NEAR",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
1591,2006,13,"European Neighbourhood and Enlargement Negotiations","NEAR",2,"nonconformity",1,"Letter of formal notice (Art. 258)",0
1592,2006,13,"European Neighbourhood and Enlargement Negotiations","NEAR",2,"nonconformity",2,"Reasoned opinion (Art. 258)",1
1593,2006,13,"European Neighbourhood and Enlargement Negotiations","NEAR",2,"nonconformity",3,"Referral to the Court (Art. 258)",1
1594,2006,13,"European Neighbourhood and Enlargement Negotiations","NEAR",2,"nonconformity",4,"Letter of formal notice (Art. 260)",0
1595,2006,13,"European Neighbourhood and Enlargement Negotiations","NEAR",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
1596,2006,13,"European Neighbourhood and Enlargement Negotiations","NEAR",2,"nonconformity",6,"Referral to the Court (Art. 260)",0
1597,2006,14,"Eurostat","EUROSTAT",1,"noncommunication",1,"Letter of formal notice (Art. 258)",0
1598,2006,14,"Eurostat","EUROSTAT",1,"noncommunication",2,"Reasoned opinion (Art. 258)",0
1599,2006,14,"Eurostat","EUROSTAT",1,"noncommunication",3,"Referral to the Court (Art. 258)",0
1600,2006,14,"Eurostat","EUROSTAT",1,"noncommunication",4,"Letter of formal notice (Art. 260)",0
1601,2006,14,"Eurostat","EUROSTAT",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
1602,2006,14,"Eurostat","EUROSTAT",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
1603,2006,14,"Eurostat","EUROSTAT",2,"nonconformity",1,"Letter of formal notice (Art. 258)",0
1604,2006,14,"Eurostat","EUROSTAT",2,"nonconformity",2,"Reasoned opinion (Art. 258)",0
1605,2006,14,"Eurostat","EUROSTAT",2,"nonconformity",3,"Referral to the Court (Art. 258)",0
1606,2006,14,"Eurostat","EUROSTAT",2,"nonconformity",4,"Letter of formal notice (Art. 260)",0
1607,2006,14,"Eurostat","EUROSTAT",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
1608,2006,14,"Eurostat","EUROSTAT",2,"nonconformity",6,"Referral to the Court (Art. 260)",0
1609,2006,15,"External Relations","RELEX",1,"noncommunication",1,"Letter of formal notice (Art. 258)",0
1610,2006,15,"External Relations","RELEX",1,"noncommunication",2,"Reasoned opinion (Art. 258)",0
1611,2006,15,"External Relations","RELEX",1,"noncommunication",3,"Referral to the Court (Art. 258)",0
1612,2006,15,"External Relations","RELEX",1,"noncommunication",4,"Letter of formal notice (Art. 260)",0
1613,2006,15,"External Relations","RELEX",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
1614,2006,15,"External Relations","RELEX",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
1615,2006,15,"External Relations","RELEX",2,"nonconformity",1,"Letter of formal notice (Art. 258)",0
1616,2006,15,"External Relations","RELEX",2,"nonconformity",2,"Reasoned opinion (Art. 258)",0
1617,2006,15,"External Relations","RELEX",2,"nonconformity",3,"Referral to the Court (Art. 258)",0
1618,2006,15,"External Relations","RELEX",2,"nonconformity",4,"Letter of formal notice (Art. 260)",0
1619,2006,15,"External Relations","RELEX",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
1620,2006,15,"External Relations","RELEX",2,"nonconformity",6,"Referral to the Court (Art. 260)",0
1621,2006,16,"Financial Stability, Financial Services and Capital Markets Union","FISMA",1,"noncommunication",1,"Letter of formal notice (Art. 258)",0
1622,2006,16,"Financial Stability, Financial Services and Capital Markets Union","FISMA",1,"noncommunication",2,"Reasoned opinion (Art. 258)",0
1623,2006,16,"Financial Stability, Financial Services and Capital Markets Union","FISMA",1,"noncommunication",3,"Referral to the Court (Art. 258)",0
1624,2006,16,"Financial Stability, Financial Services and Capital Markets Union","FISMA",1,"noncommunication",4,"Letter of formal notice (Art. 260)",0
1625,2006,16,"Financial Stability, Financial Services and Capital Markets Union","FISMA",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
1626,2006,16,"Financial Stability, Financial Services and Capital Markets Union","FISMA",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
1627,2006,16,"Financial Stability, Financial Services and Capital Markets Union","FISMA",2,"nonconformity",1,"Letter of formal notice (Art. 258)",0
1628,2006,16,"Financial Stability, Financial Services and Capital Markets Union","FISMA",2,"nonconformity",2,"Reasoned opinion (Art. 258)",1
1629,2006,16,"Financial Stability, Financial Services and Capital Markets Union","FISMA",2,"nonconformity",3,"Referral to the Court (Art. 258)",1
1630,2006,16,"Financial Stability, Financial Services and Capital Markets Union","FISMA",2,"nonconformity",4,"Letter of formal notice (Art. 260)",0
