"key_ID","year","directorate_general_ID","directorate_general","directorate_general_code","member_state_ID","member_state","member_state_code","count_cases"
3781,2007,24,"Maritime Affairs and Fisheries","MARE",10,"Greece","EL",1
3782,2007,24,"Maritime Affairs and Fisheries","MARE",11,"Portugal","PT",1
3783,2007,24,"Maritime Affairs and Fisheries","MARE",12,"Spain","ES",1
3787,2007,24,"Maritime Affairs and Fisheries","MARE",16,"Cyprus","CY",1
3793,2007,24,"Maritime Affairs and Fisheries","MARE",22,"Malta","MT",1
3794,2007,24,"Maritime Affairs and Fisheries","MARE",23,"Poland","PL",2
3799,2007,25,"Migration and Home Affairs","HOME",1,"Belgium","BE",1
3800,2007,25,"Migration and Home Affairs","HOME",2,"France","FR",3
3801,2007,25,"Migration and Home Affairs","HOME",3,"Germany","DE",3
3802,2007,25,"Migration and Home Affairs","HOME",4,"Italy","IT",4
3803,2007,25,"Migration and Home Affairs","HOME",5,"Luxembourg","LU",3
3804,2007,25,"Migration and Home Affairs","HOME",6,"Netherlands","NL",2
3806,2007,25,"Migration and Home Affairs","HOME",8,"Ireland","IE",1
3808,2007,25,"Migration and Home Affairs","HOME",10,"Greece","EL",3
3809,2007,25,"Migration and Home Affairs","HOME",11,"Portugal","PT",2
3810,2007,25,"Migration and Home Affairs","HOME",12,"Spain","ES",3
3811,2007,25,"Migration and Home Affairs","HOME",13,"Austria","AT",1
3812,2007,25,"Migration and Home Affairs","HOME",14,"Finland","FI",3
3813,2007,25,"Migration and Home Affairs","HOME",15,"Sweden","SE",2
3814,2007,25,"Migration and Home Affairs","HOME",16,"Cyprus","CY",4
3815,2007,25,"Migration and Home Affairs","HOME",17,"Czech Republic","CZ",1
3816,2007,25,"Migration and Home Affairs","HOME",18,"Estonia","EE",3
3817,2007,25,"Migration and Home Affairs","HOME",19,"Hungary","HU",1
3818,2007,25,"Migration and Home Affairs","HOME",20,"Latvia","LV",2
3819,2007,25,"Migration and Home Affairs","HOME",21,"Lithuania","LT",2
3820,2007,25,"Migration and Home Affairs","HOME",22,"Malta","MT",4
3821,2007,25,"Migration and Home Affairs","HOME",23,"Poland","PL",3
3822,2007,25,"Migration and Home Affairs","HOME",24,"Slovakia","SK",4
3823,2007,25,"Migration and Home Affairs","HOME",25,"Slovenia","SI",2
3824,2007,25,"Migration and Home Affairs","HOME",26,"Bulgaria","BG",12
3825,2007,25,"Migration and Home Affairs","HOME",27,"Romania","RO",6
3826,2007,26,"Mobility and Transport","MOVE",1,"Belgium","BE",3
3827,2007,26,"Mobility and Transport","MOVE",2,"France","FR",5
3828,2007,26,"Mobility and Transport","MOVE",3,"Germany","DE",4
3829,2007,26,"Mobility and Transport","MOVE",4,"Italy","IT",7
3830,2007,26,"Mobility and Transport","MOVE",5,"Luxembourg","LU",3
3831,2007,26,"Mobility and Transport","MOVE",6,"Netherlands","NL",1
3832,2007,26,"Mobility and Transport","MOVE",7,"Denmark","DK",1
3833,2007,26,"Mobility and Transport","MOVE",8,"Ireland","IE",4
3834,2007,26,"Mobility and Transport","MOVE",9,"United Kingdom","UK",7
3835,2007,26,"Mobility and Transport","MOVE",10,"Greece","EL",5
3836,2007,26,"Mobility and Transport","MOVE",11,"Portugal","PT",4
3837,2007,26,"Mobility and Transport","MOVE",12,"Spain","ES",4
3838,2007,26,"Mobility and Transport","MOVE",13,"Austria","AT",3
3839,2007,26,"Mobility and Transport","MOVE",14,"Finland","FI",2
3841,2007,26,"Mobility and Transport","MOVE",16,"Cyprus","CY",7
3842,2007,26,"Mobility and Transport","MOVE",17,"Czech Republic","CZ",4
3843,2007,26,"Mobility and Transport","MOVE",18,"Estonia","EE",5
3844,2007,26,"Mobility and Transport","MOVE",19,"Hungary","HU",2
3845,2007,26,"Mobility and Transport","MOVE",20,"Latvia","LV",4
3846,2007,26,"Mobility and Transport","MOVE",21,"Lithuania","LT",3
3847,2007,26,"Mobility and Transport","MOVE",22,"Malta","MT",4
3848,2007,26,"Mobility and Transport","MOVE",23,"Poland","PL",7
3849,2007,26,"Mobility and Transport","MOVE",24,"Slovakia","SK",7
3850,2007,26,"Mobility and Transport","MOVE",25,"Slovenia","SI",3
3851,2007,26,"Mobility and Transport","MOVE",26,"Bulgaria","BG",11
3852,2007,26,"Mobility and Transport","MOVE",27,"Romania","RO",16
3907,2007,29,"Taxation and Customs Union","TAXUD",1,"Belgium","BE",10
3908,2007,29,"Taxation and Customs Union","TAXUD",2,"France","FR",9
3909,2007,29,"Taxation and Customs Union","TAXUD",3,"Germany","DE",5
3910,2007,29,"Taxation and Customs Union","TAXUD",4,"Italy","IT",9
3911,2007,29,"Taxation and Customs Union","TAXUD",5,"Luxembourg","LU",10
3912,2007,29,"Taxation and Customs Union","TAXUD",6,"Netherlands","NL",8
3913,2007,29,"Taxation and Customs Union","TAXUD",7,"Denmark","DK",6
3914,2007,29,"Taxation and Customs Union","TAXUD",8,"Ireland","IE",6
3915,2007,29,"Taxation and Customs Union","TAXUD",9,"United Kingdom","UK",13
3916,2007,29,"Taxation and Customs Union","TAXUD",10,"Greece","EL",8
3917,2007,29,"Taxation and Customs Union","TAXUD",11,"Portugal","PT",10
3918,2007,29,"Taxation and Customs Union","TAXUD",12,"Spain","ES",6
3919,2007,29,"Taxation and Customs Union","TAXUD",13,"Austria","AT",9
3920,2007,29,"Taxation and Customs Union","TAXUD",14,"Finland","FI",4
3921,2007,29,"Taxation and Customs Union","TAXUD",15,"Sweden","SE",4
3922,2007,29,"Taxation and Customs Union","TAXUD",16,"Cyprus","CY",3
3923,2007,29,"Taxation and Customs Union","TAXUD",17,"Czech Republic","CZ",2
3924,2007,29,"Taxation and Customs Union","TAXUD",18,"Estonia","EE",5
3925,2007,29,"Taxation and Customs Union","TAXUD",19,"Hungary","HU",6
3926,2007,29,"Taxation and Customs Union","TAXUD",20,"Latvia","LV",5
3927,2007,29,"Taxation and Customs Union","TAXUD",21,"Lithuania","LT",2
3928,2007,29,"Taxation and Customs Union","TAXUD",22,"Malta","MT",4
3929,2007,29,"Taxation and Customs Union","TAXUD",23,"Poland","PL",2
3930,2007,29,"Taxation and Customs Union","TAXUD",24,"Slovakia","SK",2
3931,2007,29,"Taxation and Customs Union","TAXUD",25,"Slovenia","SI",5
3932,2007,29,"Taxation and Customs Union","TAXUD",26,"Bulgaria","BG",4
3933,2007,29,"Taxation and Customs Union","TAXUD",27,"Romania","RO",2
3959,2007,30,"Trade","TRADE",26,"Bulgaria","BG",2
3960,2007,30,"Trade","TRADE",27,"Romania","RO",2
3961,2008,1,"Agriculture and Rural Development","AGRI",1,"Belgium","BE",1
3964,2008,1,"Agriculture and Rural Development","AGRI",4,"Italy","IT",1
3965,2008,1,"Agriculture and Rural Development","AGRI",5,"Luxembourg","LU",1
3970,2008,1,"Agriculture and Rural Development","AGRI",10,"Greece","EL",2
3971,2008,1,"Agriculture and Rural Development","AGRI",11,"Portugal","PT",1
3976,2008,1,"Agriculture and Rural Development","AGRI",16,"Cyprus","CY",1
3977,2008,1,"Agriculture and Rural Development","AGRI",17,"Czech Republic","CZ",1
3987,2008,1,"Agriculture and Rural Development","AGRI",27,"Romania","RO",1
3990,2008,2,"Budget","BUDG",3,"Germany","DE",1
4015,2008,3,"Climate Action","CLIMA",1,"Belgium","BE",1
4026,2008,3,"Climate Action","CLIMA",12,"Spain","ES",1
4045,2008,4,"Communication Networks, Content and Technology","CONNECT",4,"Italy","IT",1
4059,2008,4,"Communication Networks, Content and Technology","CONNECT",18,"Estonia","EE",1
4061,2008,4,"Communication Networks, Content and Technology","CONNECT",20,"Latvia","LV",2
4062,2008,4,"Communication Networks, Content and Technology","CONNECT",21,"Lithuania","LT",1
4064,2008,4,"Communication Networks, Content and Technology","CONNECT",23,"Poland","PL",1
4068,2008,4,"Communication Networks, Content and Technology","CONNECT",27,"Romania","RO",1
4070,2008,5,"Competition","COMP",2,"France","FR",1
4080,2008,5,"Competition","COMP",12,"Spain","ES",1
4092,2008,5,"Competition","COMP",24,"Slovakia","SK",2
4155,2008,8,"Education, Youth, Sport and Culture","EAC",6,"Netherlands","NL",1
4177,2008,9,"Employment, Social Affairs and Inclusion","EMPL",1,"Belgium","BE",2
4178,2008,9,"Employment, Social Affairs and Inclusion","EMPL",2,"France","FR",1
4179,2008,9,"Employment, Social Affairs and Inclusion","EMPL",3,"Germany","DE",2
4180,2008,9,"Employment, Social Affairs and Inclusion","EMPL",4,"Italy","IT",3
4181,2008,9,"Employment, Social Affairs and Inclusion","EMPL",5,"Luxembourg","LU",1
4182,2008,9,"Employment, Social Affairs and Inclusion","EMPL",6,"Netherlands","NL",1
4184,2008,9,"Employment, Social Affairs and Inclusion","EMPL",8,"Ireland","IE",2
4185,2008,9,"Employment, Social Affairs and Inclusion","EMPL",9,"United Kingdom","UK",1
4186,2008,9,"Employment, Social Affairs and Inclusion","EMPL",10,"Greece","EL",3
4187,2008,9,"Employment, Social Affairs and Inclusion","EMPL",11,"Portugal","PT",1
4188,2008,9,"Employment, Social Affairs and Inclusion","EMPL",12,"Spain","ES",1
4189,2008,9,"Employment, Social Affairs and Inclusion","EMPL",13,"Austria","AT",3
4190,2008,9,"Employment, Social Affairs and Inclusion","EMPL",14,"Finland","FI",1
4192,2008,9,"Employment, Social Affairs and Inclusion","EMPL",16,"Cyprus","CY",1
4193,2008,9,"Employment, Social Affairs and Inclusion","EMPL",17,"Czech Republic","CZ",1
4194,2008,9,"Employment, Social Affairs and Inclusion","EMPL",18,"Estonia","EE",1
4195,2008,9,"Employment, Social Affairs and Inclusion","EMPL",19,"Hungary","HU",1
4196,2008,9,"Employment, Social Affairs and Inclusion","EMPL",20,"Latvia","LV",2
4197,2008,9,"Employment, Social Affairs and Inclusion","EMPL",21,"Lithuania","LT",1
4200,2008,9,"Employment, Social Affairs and Inclusion","EMPL",24,"Slovakia","SK",1
4201,2008,9,"Employment, Social Affairs and Inclusion","EMPL",25,"Slovenia","SI",1
4204,2008,10,"Energy","ENER",1,"Belgium","BE",3
4205,2008,10,"Energy","ENER",2,"France","FR",2
4206,2008,10,"Energy","ENER",3,"Germany","DE",1
4207,2008,10,"Energy","ENER",4,"Italy","IT",2
4208,2008,10,"Energy","ENER",5,"Luxembourg","LU",2
4209,2008,10,"Energy","ENER",6,"Netherlands","NL",1
4210,2008,10,"Energy","ENER",7,"Denmark","DK",2
4211,2008,10,"Energy","ENER",8,"Ireland","IE",4
4212,2008,10,"Energy","ENER",9,"United Kingdom","UK",3
4213,2008,10,"Energy","ENER",10,"Greece","EL",3
4214,2008,10,"Energy","ENER",11,"Portugal","PT",3
4215,2008,10,"Energy","ENER",12,"Spain","ES",3
4216,2008,10,"Energy","ENER",13,"Austria","AT",2
4217,2008,10,"Energy","ENER",14,"Finland","FI",3
4218,2008,10,"Energy","ENER",15,"Sweden","SE",4
4219,2008,10,"Energy","ENER",16,"Cyprus","CY",4
4220,2008,10,"Energy","ENER",17,"Czech Republic","CZ",3
4222,2008,10,"Energy","ENER",19,"Hungary","HU",3
4223,2008,10,"Energy","ENER",20,"Latvia","LV",4
4224,2008,10,"Energy","ENER",21,"Lithuania","LT",3
4225,2008,10,"Energy","ENER",22,"Malta","MT",4
4226,2008,10,"Energy","ENER",23,"Poland","PL",3
4227,2008,10,"Energy","ENER",24,"Slovakia","SK",2
4228,2008,10,"Energy","ENER",25,"Slovenia","SI",1
4229,2008,10,"Energy","ENER",26,"Bulgaria","BG",3
4230,2008,10,"Energy","ENER",27,"Romania","RO",3
4231,2008,11,"Enterprise and Industry","ENTR",1,"Belgium","BE",3
4232,2008,11,"Enterprise and Industry","ENTR",2,"France","FR",4
4233,2008,11,"Enterprise and Industry","ENTR",3,"Germany","DE",1
4234,2008,11,"Enterprise and Industry","ENTR",4,"Italy","IT",12
4235,2008,11,"Enterprise and Industry","ENTR",5,"Luxembourg","LU",3
4236,2008,11,"Enterprise and Industry","ENTR",6,"Netherlands","NL",1
4237,2008,11,"Enterprise and Industry","ENTR",7,"Denmark","DK",1
4238,2008,11,"Enterprise and Industry","ENTR",8,"Ireland","IE",8
4239,2008,11,"Enterprise and Industry","ENTR",9,"United Kingdom","UK",8
4240,2008,11,"Enterprise and Industry","ENTR",10,"Greece","EL",6
4241,2008,11,"Enterprise and Industry","ENTR",11,"Portugal","PT",7
4242,2008,11,"Enterprise and Industry","ENTR",12,"Spain","ES",3
4243,2008,11,"Enterprise and Industry","ENTR",13,"Austria","AT",5
4244,2008,11,"Enterprise and Industry","ENTR",14,"Finland","FI",3
4245,2008,11,"Enterprise and Industry","ENTR",15,"Sweden","SE",2
4246,2008,11,"Enterprise and Industry","ENTR",16,"Cyprus","CY",12
4247,2008,11,"Enterprise and Industry","ENTR",17,"Czech Republic","CZ",5
4249,2008,11,"Enterprise and Industry","ENTR",19,"Hungary","HU",4
4253,2008,11,"Enterprise and Industry","ENTR",23,"Poland","PL",7
4254,2008,11,"Enterprise and Industry","ENTR",24,"Slovakia","SK",3
4255,2008,11,"Enterprise and Industry","ENTR",25,"Slovenia","SI",3
4256,2008,11,"Enterprise and Industry","ENTR",26,"Bulgaria","BG",1
4257,2008,11,"Enterprise and Industry","ENTR",27,"Romania","RO",5
4258,2008,12,"Environment","ENV",1,"Belgium","BE",6
4259,2008,12,"Environment","ENV",2,"France","FR",12
4260,2008,12,"Environment","ENV",3,"Germany","DE",6
4261,2008,12,"Environment","ENV",4,"Italy","IT",10
4262,2008,12,"Environment","ENV",5,"Luxembourg","LU",7
4263,2008,12,"Environment","ENV",6,"Netherlands","NL",4
4264,2008,12,"Environment","ENV",7,"Denmark","DK",11
4265,2008,12,"Environment","ENV",8,"Ireland","IE",4
4266,2008,12,"Environment","ENV",9,"United Kingdom","UK",8
4267,2008,12,"Environment","ENV",10,"Greece","EL",13
4268,2008,12,"Environment","ENV",11,"Portugal","PT",9
4269,2008,12,"Environment","ENV",12,"Spain","ES",12
4270,2008,12,"Environment","ENV",13,"Austria","AT",7
4271,2008,12,"Environment","ENV",14,"Finland","FI",8
4272,2008,12,"Environment","ENV",15,"Sweden","SE",7
4273,2008,12,"Environment","ENV",16,"Cyprus","CY",9
4274,2008,12,"Environment","ENV",17,"Czech Republic","CZ",12
4275,2008,12,"Environment","ENV",18,"Estonia","EE",12
4276,2008,12,"Environment","ENV",19,"Hungary","HU",11
4277,2008,12,"Environment","ENV",20,"Latvia","LV",2
4278,2008,12,"Environment","ENV",21,"Lithuania","LT",5
4279,2008,12,"Environment","ENV",22,"Malta","MT",7
4280,2008,12,"Environment","ENV",23,"Poland","PL",12
4281,2008,12,"Environment","ENV",24,"Slovakia","SK",8
4282,2008,12,"Environment","ENV",25,"Slovenia","SI",8
4283,2008,12,"Environment","ENV",26,"Bulgaria","BG",9
4284,2008,12,"Environment","ENV",27,"Romania","RO",9
4393,2008,17,"Health and Consumers","SANCO",1,"Belgium","BE",10
4394,2008,17,"Health and Consumers","SANCO",2,"France","FR",13
4395,2008,17,"Health and Consumers","SANCO",3,"Germany","DE",8
4396,2008,17,"Health and Consumers","SANCO",4,"Italy","IT",15
4397,2008,17,"Health and Consumers","SANCO",5,"Luxembourg","LU",8
4398,2008,17,"Health and Consumers","SANCO",6,"Netherlands","NL",2
4399,2008,17,"Health and Consumers","SANCO",7,"Denmark","DK",6
4400,2008,17,"Health and Consumers","SANCO",8,"Ireland","IE",7
4401,2008,17,"Health and Consumers","SANCO",9,"United Kingdom","UK",17
4402,2008,17,"Health and Consumers","SANCO",10,"Greece","EL",8
4403,2008,17,"Health and Consumers","SANCO",11,"Portugal","PT",14
4404,2008,17,"Health and Consumers","SANCO",12,"Spain","ES",13
4405,2008,17,"Health and Consumers","SANCO",13,"Austria","AT",11
4406,2008,17,"Health and Consumers","SANCO",14,"Finland","FI",14
4407,2008,17,"Health and Consumers","SANCO",15,"Sweden","SE",9
4408,2008,17,"Health and Consumers","SANCO",16,"Cyprus","CY",13
4409,2008,17,"Health and Consumers","SANCO",17,"Czech Republic","CZ",15
4410,2008,17,"Health and Consumers","SANCO",18,"Estonia","EE",4
4411,2008,17,"Health and Consumers","SANCO",19,"Hungary","HU",19
4412,2008,17,"Health and Consumers","SANCO",20,"Latvia","LV",4
4413,2008,17,"Health and Consumers","SANCO",21,"Lithuania","LT",1
4414,2008,17,"Health and Consumers","SANCO",22,"Malta","MT",12
4415,2008,17,"Health and Consumers","SANCO",23,"Poland","PL",7
4416,2008,17,"Health and Consumers","SANCO",24,"Slovakia","SK",4
4417,2008,17,"Health and Consumers","SANCO",25,"Slovenia","SI",3
4418,2008,17,"Health and Consumers","SANCO",26,"Bulgaria","BG",8
4419,2008,17,"Health and Consumers","SANCO",27,"Romania","RO",7
4474,2008,20,"Internal Market and Services","MARKT",1,"Belgium","BE",10
4475,2008,20,"Internal Market and Services","MARKT",2,"France","FR",8
4476,2008,20,"Internal Market and Services","MARKT",3,"Germany","DE",13
4477,2008,20,"Internal Market and Services","MARKT",4,"Italy","IT",12
4478,2008,20,"Internal Market and Services","MARKT",5,"Luxembourg","LU",7
4479,2008,20,"Internal Market and Services","MARKT",6,"Netherlands","NL",10
4480,2008,20,"Internal Market and Services","MARKT",7,"Denmark","DK",4
4481,2008,20,"Internal Market and Services","MARKT",8,"Ireland","IE",6
4482,2008,20,"Internal Market and Services","MARKT",9,"United Kingdom","UK",10
4483,2008,20,"Internal Market and Services","MARKT",10,"Greece","EL",17
4484,2008,20,"Internal Market and Services","MARKT",11,"Portugal","PT",13
4485,2008,20,"Internal Market and Services","MARKT",12,"Spain","ES",9
4486,2008,20,"Internal Market and Services","MARKT",13,"Austria","AT",7
4487,2008,20,"Internal Market and Services","MARKT",14,"Finland","FI",8
4488,2008,20,"Internal Market and Services","MARKT",15,"Sweden","SE",7
4489,2008,20,"Internal Market and Services","MARKT",16,"Cyprus","CY",6
4490,2008,20,"Internal Market and Services","MARKT",17,"Czech Republic","CZ",10
4491,2008,20,"Internal Market and Services","MARKT",18,"Estonia","EE",3
4492,2008,20,"Internal Market and Services","MARKT",19,"Hungary","HU",3
4493,2008,20,"Internal Market and Services","MARKT",20,"Latvia","LV",9
4494,2008,20,"Internal Market and Services","MARKT",21,"Lithuania","LT",9
4495,2008,20,"Internal Market and Services","MARKT",22,"Malta","MT",7
4496,2008,20,"Internal Market and Services","MARKT",23,"Poland","PL",11
4497,2008,20,"Internal Market and Services","MARKT",24,"Slovakia","SK",7
4498,2008,20,"Internal Market and Services","MARKT",25,"Slovenia","SI",7
4499,2008,20,"Internal Market and Services","MARKT",26,"Bulgaria","BG",6
4500,2008,20,"Internal Market and Services","MARKT",27,"Romania","RO",7
4503,2008,21,"Internal Market, Industry, Entrepreneurship and SMEs","GROW",3,"Germany","DE",1
4504,2008,21,"Internal Market, Industry, Entrepreneurship and SMEs","GROW",4,"Italy","IT",1
4510,2008,21,"Internal Market, Industry, Entrepreneurship and SMEs","GROW",10,"Greece","EL",1
4512,2008,21,"Internal Market, Industry, Entrepreneurship and SMEs","GROW",12,"Spain","ES",1
4515,2008,21,"Internal Market, Industry, Entrepreneurship and SMEs","GROW",15,"Sweden","SE",1
4523,2008,21,"Internal Market, Industry, Entrepreneurship and SMEs","GROW",23,"Poland","PL",1
4529,2008,22,"Justice and Consumers","JUST",2,"France","FR",2
4535,2008,22,"Justice and Consumers","JUST",8,"Ireland","IE",6
4536,2008,22,"Justice and Consumers","JUST",9,"United Kingdom","UK",1
4537,2008,22,"Justice and Consumers","JUST",10,"Greece","EL",1
4538,2008,22,"Justice and Consumers","JUST",11,"Portugal","PT",1
4543,2008,22,"Justice and Consumers","JUST",16,"Cyprus","CY",1
4544,2008,22,"Justice and Consumers","JUST",17,"Czech Republic","CZ",1
4545,2008,22,"Justice and Consumers","JUST",18,"Estonia","EE",1
4547,2008,22,"Justice and Consumers","JUST",20,"Latvia","LV",1
4549,2008,22,"Justice and Consumers","JUST",22,"Malta","MT",1
4550,2008,22,"Justice and Consumers","JUST",23,"Poland","PL",1
4554,2008,22,"Justice and Consumers","JUST",27,"Romania","RO",1
4555,2008,23,"Legal Service","SJ",1,"Belgium","BE",1
4609,2008,25,"Migration and Home Affairs","HOME",1,"Belgium","BE",1
4610,2008,25,"Migration and Home Affairs","HOME",2,"France","FR",2
4612,2008,25,"Migration and Home Affairs","HOME",4,"Italy","IT",1
4616,2008,25,"Migration and Home Affairs","HOME",8,"Ireland","IE",1
4618,2008,25,"Migration and Home Affairs","HOME",10,"Greece","EL",1
4619,2008,25,"Migration and Home Affairs","HOME",11,"Portugal","PT",1
4620,2008,25,"Migration and Home Affairs","HOME",12,"Spain","ES",1
4621,2008,25,"Migration and Home Affairs","HOME",13,"Austria","AT",1
4622,2008,25,"Migration and Home Affairs","HOME",14,"Finland","FI",1
4623,2008,25,"Migration and Home Affairs","HOME",15,"Sweden","SE",1
4624,2008,25,"Migration and Home Affairs","HOME",16,"Cyprus","CY",2
4625,2008,25,"Migration and Home Affairs","HOME",17,"Czech Republic","CZ",1
4626,2008,25,"Migration and Home Affairs","HOME",18,"Estonia","EE",1
4629,2008,25,"Migration and Home Affairs","HOME",21,"Lithuania","LT",1
4630,2008,25,"Migration and Home Affairs","HOME",22,"Malta","MT",1
4631,2008,25,"Migration and Home Affairs","HOME",23,"Poland","PL",1
4636,2008,26,"Mobility and Transport","MOVE",1,"Belgium","BE",5
4637,2008,26,"Mobility and Transport","MOVE",2,"France","FR",4
4638,2008,26,"Mobility and Transport","MOVE",3,"Germany","DE",5
4639,2008,26,"Mobility and Transport","MOVE",4,"Italy","IT",8
4640,2008,26,"Mobility and Transport","MOVE",5,"Luxembourg","LU",8
4641,2008,26,"Mobility and Transport","MOVE",6,"Netherlands","NL",3
4642,2008,26,"Mobility and Transport","MOVE",7,"Denmark","DK",5
4643,2008,26,"Mobility and Transport","MOVE",8,"Ireland","IE",8
4644,2008,26,"Mobility and Transport","MOVE",9,"United Kingdom","UK",6
4645,2008,26,"Mobility and Transport","MOVE",10,"Greece","EL",6
4646,2008,26,"Mobility and Transport","MOVE",11,"Portugal","PT",8
4647,2008,26,"Mobility and Transport","MOVE",12,"Spain","ES",10
4648,2008,26,"Mobility and Transport","MOVE",13,"Austria","AT",8
4649,2008,26,"Mobility and Transport","MOVE",14,"Finland","FI",5
4650,2008,26,"Mobility and Transport","MOVE",15,"Sweden","SE",3
4651,2008,26,"Mobility and Transport","MOVE",16,"Cyprus","CY",6
4652,2008,26,"Mobility and Transport","MOVE",17,"Czech Republic","CZ",6
4653,2008,26,"Mobility and Transport","MOVE",18,"Estonia","EE",4
4654,2008,26,"Mobility and Transport","MOVE",19,"Hungary","HU",6
4655,2008,26,"Mobility and Transport","MOVE",20,"Latvia","LV",4
4656,2008,26,"Mobility and Transport","MOVE",21,"Lithuania","LT",3
4657,2008,26,"Mobility and Transport","MOVE",22,"Malta","MT",5
4658,2008,26,"Mobility and Transport","MOVE",23,"Poland","PL",8
4659,2008,26,"Mobility and Transport","MOVE",24,"Slovakia","SK",4
4660,2008,26,"Mobility and Transport","MOVE",25,"Slovenia","SI",6
4661,2008,26,"Mobility and Transport","MOVE",26,"Bulgaria","BG",3
4662,2008,26,"Mobility and Transport","MOVE",27,"Romania","RO",3
4665,2008,27,"Regional and Urban Policy","REGIO",3,"Germany","DE",1
4717,2008,29,"Taxation and Customs Union","TAXUD",1,"Belgium","BE",36
4718,2008,29,"Taxation and Customs Union","TAXUD",2,"France","FR",7
4719,2008,29,"Taxation and Customs Union","TAXUD",3,"Germany","DE",7
4720,2008,29,"Taxation and Customs Union","TAXUD",4,"Italy","IT",10
4721,2008,29,"Taxation and Customs Union","TAXUD",5,"Luxembourg","LU",7
4722,2008,29,"Taxation and Customs Union","TAXUD",6,"Netherlands","NL",12
4723,2008,29,"Taxation and Customs Union","TAXUD",7,"Denmark","DK",7
4724,2008,29,"Taxation and Customs Union","TAXUD",8,"Ireland","IE",6
4725,2008,29,"Taxation and Customs Union","TAXUD",9,"United Kingdom","UK",6
4726,2008,29,"Taxation and Customs Union","TAXUD",10,"Greece","EL",5
4727,2008,29,"Taxation and Customs Union","TAXUD",11,"Portugal","PT",7
4728,2008,29,"Taxation and Customs Union","TAXUD",12,"Spain","ES",8
4729,2008,29,"Taxation and Customs Union","TAXUD",13,"Austria","AT",3
4730,2008,29,"Taxation and Customs Union","TAXUD",14,"Finland","FI",4
4731,2008,29,"Taxation and Customs Union","TAXUD",15,"Sweden","SE",5
4732,2008,29,"Taxation and Customs Union","TAXUD",16,"Cyprus","CY",4
4733,2008,29,"Taxation and Customs Union","TAXUD",17,"Czech Republic","CZ",6
4734,2008,29,"Taxation and Customs Union","TAXUD",18,"Estonia","EE",3
4735,2008,29,"Taxation and Customs Union","TAXUD",19,"Hungary","HU",4
4736,2008,29,"Taxation and Customs Union","TAXUD",20,"Latvia","LV",2
4737,2008,29,"Taxation and Customs Union","TAXUD",21,"Lithuania","LT",1
4738,2008,29,"Taxation and Customs Union","TAXUD",22,"Malta","MT",3
4739,2008,29,"Taxation and Customs Union","TAXUD",23,"Poland","PL",3
4740,2008,29,"Taxation and Customs Union","TAXUD",24,"Slovakia","SK",6
4741,2008,29,"Taxation and Customs Union","TAXUD",25,"Slovenia","SI",4
4742,2008,29,"Taxation and Customs Union","TAXUD",26,"Bulgaria","BG",14
4743,2008,29,"Taxation and Customs Union","TAXUD",27,"Romania","RO",3
4769,2008,30,"Trade","TRADE",26,"Bulgaria","BG",1
4773,2009,1,"Agriculture and Rural Development","AGRI",3,"Germany","DE",1
4780,2009,1,"Agriculture and Rural Development","AGRI",10,"Greece","EL",1
4782,2009,1,"Agriculture and Rural Development","AGRI",12,"Spain","ES",1
4828,2009,3,"Climate Action","CLIMA",4,"Italy","IT",1
4833,2009,3,"Climate Action","CLIMA",9,"United Kingdom","UK",1
4844,2009,3,"Climate Action","CLIMA",20,"Latvia","LV",1
4846,2009,3,"Climate Action","CLIMA",22,"Malta","MT",1
4847,2009,3,"Climate Action","CLIMA",23,"Poland","PL",2
4850,2009,3,"Climate Action","CLIMA",26,"Bulgaria","BG",1
4851,2009,3,"Climate Action","CLIMA",27,"Romania","RO",1
4853,2009,4,"Communication Networks, Content and Technology","CONNECT",2,"France","FR",1
4854,2009,4,"Communication Networks, Content and Technology","CONNECT",3,"Germany","DE",2
4855,2009,4,"Communication Networks, Content and Technology","CONNECT",4,"Italy","IT",2
4858,2009,4,"Communication Networks, Content and Technology","CONNECT",7,"Denmark","DK",1
4860,2009,4,"Communication Networks, Content and Technology","CONNECT",9,"United Kingdom","UK",2
4875,2009,4,"Communication Networks, Content and Technology","CONNECT",24,"Slovakia","SK",2
4877,2009,4,"Communication Networks, Content and Technology","CONNECT",26,"Bulgaria","BG",2
4878,2009,4,"Communication Networks, Content and Technology","CONNECT",27,"Romania","RO",1
4890,2009,5,"Competition","COMP",12,"Spain","ES",1
4955,2009,7,"Economic and Financial Affairs","ECFIN",23,"Poland","PL",1
4962,2009,8,"Education, Youth, Sport and Culture","EAC",3,"Germany","DE",1
4964,2009,8,"Education, Youth, Sport and Culture","EAC",5,"Luxembourg","LU",1
4968,2009,8,"Education, Youth, Sport and Culture","EAC",9,"United Kingdom","UK",1
4987,2009,9,"Employment, Social Affairs and Inclusion","EMPL",1,"Belgium","BE",1
4988,2009,9,"Employment, Social Affairs and Inclusion","EMPL",2,"France","FR",1
4989,2009,9,"Employment, Social Affairs and Inclusion","EMPL",3,"Germany","DE",1
4990,2009,9,"Employment, Social Affairs and Inclusion","EMPL",4,"Italy","IT",4
4991,2009,9,"Employment, Social Affairs and Inclusion","EMPL",5,"Luxembourg","LU",1
4994,2009,9,"Employment, Social Affairs and Inclusion","EMPL",8,"Ireland","IE",1
4995,2009,9,"Employment, Social Affairs and Inclusion","EMPL",9,"United Kingdom","UK",3
