"key_ID","year","member_state_ID","member_state","member_state_code","case_type_ID","case_type","decision_stage_ID","decision_stage","count_decisions"
1312,2007,5,"Luxembourg","LU",1,"noncommunication",4,"Letter of formal notice (Art. 260)",4
1313,2007,5,"Luxembourg","LU",1,"noncommunication",5,"Reasoned opinion (Art. 260)",4
1314,2007,5,"Luxembourg","LU",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
1315,2007,5,"Luxembourg","LU",2,"nonconformity",1,"Letter of formal notice (Art. 258)",13
1316,2007,5,"Luxembourg","LU",2,"nonconformity",2,"Reasoned opinion (Art. 258)",11
1317,2007,5,"Luxembourg","LU",2,"nonconformity",3,"Referral to the Court (Art. 258)",3
1318,2007,5,"Luxembourg","LU",2,"nonconformity",4,"Letter of formal notice (Art. 260)",3
1319,2007,5,"Luxembourg","LU",2,"nonconformity",5,"Reasoned opinion (Art. 260)",1
1320,2007,5,"Luxembourg","LU",2,"nonconformity",6,"Referral to the Court (Art. 260)",0
1321,2007,6,"Netherlands","NL",1,"noncommunication",1,"Letter of formal notice (Art. 258)",25
1322,2007,6,"Netherlands","NL",1,"noncommunication",2,"Reasoned opinion (Art. 258)",4
1323,2007,6,"Netherlands","NL",1,"noncommunication",3,"Referral to the Court (Art. 258)",2
1324,2007,6,"Netherlands","NL",1,"noncommunication",4,"Letter of formal notice (Art. 260)",0
1325,2007,6,"Netherlands","NL",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
1326,2007,6,"Netherlands","NL",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
1327,2007,6,"Netherlands","NL",2,"nonconformity",1,"Letter of formal notice (Art. 258)",21
1328,2007,6,"Netherlands","NL",2,"nonconformity",2,"Reasoned opinion (Art. 258)",7
1329,2007,6,"Netherlands","NL",2,"nonconformity",3,"Referral to the Court (Art. 258)",2
1330,2007,6,"Netherlands","NL",2,"nonconformity",4,"Letter of formal notice (Art. 260)",0
1331,2007,6,"Netherlands","NL",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
1332,2007,6,"Netherlands","NL",2,"nonconformity",6,"Referral to the Court (Art. 260)",0
1333,2007,7,"Denmark","DK",1,"noncommunication",1,"Letter of formal notice (Art. 258)",24
1334,2007,7,"Denmark","DK",1,"noncommunication",2,"Reasoned opinion (Art. 258)",3
1335,2007,7,"Denmark","DK",1,"noncommunication",3,"Referral to the Court (Art. 258)",1
1336,2007,7,"Denmark","DK",1,"noncommunication",4,"Letter of formal notice (Art. 260)",0
1337,2007,7,"Denmark","DK",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
1338,2007,7,"Denmark","DK",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
1339,2007,7,"Denmark","DK",2,"nonconformity",1,"Letter of formal notice (Art. 258)",10
1340,2007,7,"Denmark","DK",2,"nonconformity",2,"Reasoned opinion (Art. 258)",2
1341,2007,7,"Denmark","DK",2,"nonconformity",3,"Referral to the Court (Art. 258)",0
1342,2007,7,"Denmark","DK",2,"nonconformity",4,"Letter of formal notice (Art. 260)",0
1343,2007,7,"Denmark","DK",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
1344,2007,7,"Denmark","DK",2,"nonconformity",6,"Referral to the Court (Art. 260)",0
1345,2007,8,"Ireland","IE",1,"noncommunication",1,"Letter of formal notice (Art. 258)",29
1346,2007,8,"Ireland","IE",1,"noncommunication",2,"Reasoned opinion (Art. 258)",6
1347,2007,8,"Ireland","IE",1,"noncommunication",3,"Referral to the Court (Art. 258)",2
1348,2007,8,"Ireland","IE",1,"noncommunication",4,"Letter of formal notice (Art. 260)",0
1349,2007,8,"Ireland","IE",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
1350,2007,8,"Ireland","IE",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
1351,2007,8,"Ireland","IE",2,"nonconformity",1,"Letter of formal notice (Art. 258)",19
1352,2007,8,"Ireland","IE",2,"nonconformity",2,"Reasoned opinion (Art. 258)",8
1353,2007,8,"Ireland","IE",2,"nonconformity",3,"Referral to the Court (Art. 258)",2
1354,2007,8,"Ireland","IE",2,"nonconformity",4,"Letter of formal notice (Art. 260)",2
1355,2007,8,"Ireland","IE",2,"nonconformity",5,"Reasoned opinion (Art. 260)",1
1356,2007,8,"Ireland","IE",2,"nonconformity",6,"Referral to the Court (Art. 260)",0
1357,2007,9,"United Kingdom","UK",1,"noncommunication",1,"Letter of formal notice (Art. 258)",44
1358,2007,9,"United Kingdom","UK",1,"noncommunication",2,"Reasoned opinion (Art. 258)",8
1359,2007,9,"United Kingdom","UK",1,"noncommunication",3,"Referral to the Court (Art. 258)",2
1360,2007,9,"United Kingdom","UK",1,"noncommunication",4,"Letter of formal notice (Art. 260)",2
1361,2007,9,"United Kingdom","UK",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
1362,2007,9,"United Kingdom","UK",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
1363,2007,9,"United Kingdom","UK",2,"nonconformity",1,"Letter of formal notice (Art. 258)",30
1364,2007,9,"United Kingdom","UK",2,"nonconformity",2,"Reasoned opinion (Art. 258)",9
1365,2007,9,"United Kingdom","UK",2,"nonconformity",3,"Referral to the Court (Art. 258)",2
1366,2007,9,"United Kingdom","UK",2,"nonconformity",4,"Letter of formal notice (Art. 260)",2
1367,2007,9,"United Kingdom","UK",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
1368,2007,9,"United Kingdom","UK",2,"nonconformity",6,"Referral to the Court (Art. 260)",0
1369,2007,10,"Greece","EL",1,"noncommunication",1,"Letter of formal notice (Art. 258)",46
1370,2007,10,"Greece","EL",1,"noncommunication",2,"Reasoned opinion (Art. 258)",15
1371,2007,10,"Greece","EL",1,"noncommunication",3,"Referral to the Court (Art. 258)",9
1372,2007,10,"Greece","EL",1,"noncommunication",4,"Letter of formal notice (Art. 260)",1
1373,2007,10,"Greece","EL",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
1374,2007,10,"Greece","EL",1,"noncommunication",6,"Referral to the Court (Art. 260)",1
1375,2007,10,"Greece","EL",2,"nonconformity",1,"Letter of formal notice (Art. 258)",28
1376,2007,10,"Greece","EL",2,"nonconformity",2,"Reasoned opinion (Art. 258)",13
1377,2007,10,"Greece","EL",2,"nonconformity",3,"Referral to the Court (Art. 258)",11
1378,2007,10,"Greece","EL",2,"nonconformity",4,"Letter of formal notice (Art. 260)",2
1379,2007,10,"Greece","EL",2,"nonconformity",5,"Reasoned opinion (Art. 260)",1
1380,2007,10,"Greece","EL",2,"nonconformity",6,"Referral to the Court (Art. 260)",1
1381,2007,11,"Portugal","PT",1,"noncommunication",1,"Letter of formal notice (Art. 258)",63
1382,2007,11,"Portugal","PT",1,"noncommunication",2,"Reasoned opinion (Art. 258)",20
1383,2007,11,"Portugal","PT",1,"noncommunication",3,"Referral to the Court (Art. 258)",10
1384,2007,11,"Portugal","PT",1,"noncommunication",4,"Letter of formal notice (Art. 260)",0
1385,2007,11,"Portugal","PT",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
1386,2007,11,"Portugal","PT",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
1387,2007,11,"Portugal","PT",2,"nonconformity",1,"Letter of formal notice (Art. 258)",22
1388,2007,11,"Portugal","PT",2,"nonconformity",2,"Reasoned opinion (Art. 258)",13
1389,2007,11,"Portugal","PT",2,"nonconformity",3,"Referral to the Court (Art. 258)",4
1390,2007,11,"Portugal","PT",2,"nonconformity",4,"Letter of formal notice (Art. 260)",4
1391,2007,11,"Portugal","PT",2,"nonconformity",5,"Reasoned opinion (Art. 260)",1
1392,2007,11,"Portugal","PT",2,"nonconformity",6,"Referral to the Court (Art. 260)",1
1393,2007,12,"Spain","ES",1,"noncommunication",1,"Letter of formal notice (Art. 258)",26
1394,2007,12,"Spain","ES",1,"noncommunication",2,"Reasoned opinion (Art. 258)",11
1395,2007,12,"Spain","ES",1,"noncommunication",3,"Referral to the Court (Art. 258)",3
1396,2007,12,"Spain","ES",1,"noncommunication",4,"Letter of formal notice (Art. 260)",1
1397,2007,12,"Spain","ES",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
1398,2007,12,"Spain","ES",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
1399,2007,12,"Spain","ES",2,"nonconformity",1,"Letter of formal notice (Art. 258)",42
1400,2007,12,"Spain","ES",2,"nonconformity",2,"Reasoned opinion (Art. 258)",16
1401,2007,12,"Spain","ES",2,"nonconformity",3,"Referral to the Court (Art. 258)",13
1402,2007,12,"Spain","ES",2,"nonconformity",4,"Letter of formal notice (Art. 260)",4
1403,2007,12,"Spain","ES",2,"nonconformity",5,"Reasoned opinion (Art. 260)",3
1404,2007,12,"Spain","ES",2,"nonconformity",6,"Referral to the Court (Art. 260)",0
1405,2007,13,"Austria","AT",1,"noncommunication",1,"Letter of formal notice (Art. 258)",36
1406,2007,13,"Austria","AT",1,"noncommunication",2,"Reasoned opinion (Art. 258)",10
1407,2007,13,"Austria","AT",1,"noncommunication",3,"Referral to the Court (Art. 258)",1
1408,2007,13,"Austria","AT",1,"noncommunication",4,"Letter of formal notice (Art. 260)",2
1409,2007,13,"Austria","AT",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
1410,2007,13,"Austria","AT",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
1411,2007,13,"Austria","AT",2,"nonconformity",1,"Letter of formal notice (Art. 258)",23
1412,2007,13,"Austria","AT",2,"nonconformity",2,"Reasoned opinion (Art. 258)",10
1413,2007,13,"Austria","AT",2,"nonconformity",3,"Referral to the Court (Art. 258)",7
1414,2007,13,"Austria","AT",2,"nonconformity",4,"Letter of formal notice (Art. 260)",5
1415,2007,13,"Austria","AT",2,"nonconformity",5,"Reasoned opinion (Art. 260)",1
1416,2007,13,"Austria","AT",2,"nonconformity",6,"Referral to the Court (Art. 260)",0
1417,2007,14,"Finland","FI",1,"noncommunication",1,"Letter of formal notice (Art. 258)",52
1418,2007,14,"Finland","FI",1,"noncommunication",2,"Reasoned opinion (Art. 258)",5
1419,2007,14,"Finland","FI",1,"noncommunication",3,"Referral to the Court (Art. 258)",3
1420,2007,14,"Finland","FI",1,"noncommunication",4,"Letter of formal notice (Art. 260)",0
1421,2007,14,"Finland","FI",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
1422,2007,14,"Finland","FI",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
1423,2007,14,"Finland","FI",2,"nonconformity",1,"Letter of formal notice (Art. 258)",12
1424,2007,14,"Finland","FI",2,"nonconformity",2,"Reasoned opinion (Art. 258)",4
1425,2007,14,"Finland","FI",2,"nonconformity",3,"Referral to the Court (Art. 258)",2
1426,2007,14,"Finland","FI",2,"nonconformity",4,"Letter of formal notice (Art. 260)",1
1427,2007,14,"Finland","FI",2,"nonconformity",5,"Reasoned opinion (Art. 260)",1
1428,2007,14,"Finland","FI",2,"nonconformity",6,"Referral to the Court (Art. 260)",1
1429,2007,15,"Sweden","SE",1,"noncommunication",1,"Letter of formal notice (Art. 258)",41
1430,2007,15,"Sweden","SE",1,"noncommunication",2,"Reasoned opinion (Art. 258)",6
1431,2007,15,"Sweden","SE",1,"noncommunication",3,"Referral to the Court (Art. 258)",6
1432,2007,15,"Sweden","SE",1,"noncommunication",4,"Letter of formal notice (Art. 260)",0
1433,2007,15,"Sweden","SE",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
1434,2007,15,"Sweden","SE",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
1435,2007,15,"Sweden","SE",2,"nonconformity",1,"Letter of formal notice (Art. 258)",21
1436,2007,15,"Sweden","SE",2,"nonconformity",2,"Reasoned opinion (Art. 258)",9
1437,2007,15,"Sweden","SE",2,"nonconformity",3,"Referral to the Court (Art. 258)",0
1438,2007,15,"Sweden","SE",2,"nonconformity",4,"Letter of formal notice (Art. 260)",1
1439,2007,15,"Sweden","SE",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
1440,2007,15,"Sweden","SE",2,"nonconformity",6,"Referral to the Court (Art. 260)",0
1441,2007,16,"Cyprus","CY",1,"noncommunication",1,"Letter of formal notice (Art. 258)",31
1442,2007,16,"Cyprus","CY",1,"noncommunication",2,"Reasoned opinion (Art. 258)",7
1443,2007,16,"Cyprus","CY",1,"noncommunication",3,"Referral to the Court (Art. 258)",0
1444,2007,16,"Cyprus","CY",1,"noncommunication",4,"Letter of formal notice (Art. 260)",0
1445,2007,16,"Cyprus","CY",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
1446,2007,16,"Cyprus","CY",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
1447,2007,16,"Cyprus","CY",2,"nonconformity",1,"Letter of formal notice (Art. 258)",22
1448,2007,16,"Cyprus","CY",2,"nonconformity",2,"Reasoned opinion (Art. 258)",3
1449,2007,16,"Cyprus","CY",2,"nonconformity",3,"Referral to the Court (Art. 258)",1
1450,2007,16,"Cyprus","CY",2,"nonconformity",4,"Letter of formal notice (Art. 260)",0
1451,2007,16,"Cyprus","CY",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
1452,2007,16,"Cyprus","CY",2,"nonconformity",6,"Referral to the Court (Art. 260)",0
1453,2007,17,"Czech Republic","CZ",1,"noncommunication",1,"Letter of formal notice (Art. 258)",42
1454,2007,17,"Czech Republic","CZ",1,"noncommunication",2,"Reasoned opinion (Art. 258)",10
1455,2007,17,"Czech Republic","CZ",1,"noncommunication",3,"Referral to the Court (Art. 258)",2
1456,2007,17,"Czech Republic","CZ",1,"noncommunication",4,"Letter of formal notice (Art. 260)",0
1457,2007,17,"Czech Republic","CZ",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
1458,2007,17,"Czech Republic","CZ",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
1459,2007,17,"Czech Republic","CZ",2,"nonconformity",1,"Letter of formal notice (Art. 258)",20
1460,2007,17,"Czech Republic","CZ",2,"nonconformity",2,"Reasoned opinion (Art. 258)",7
1461,2007,17,"Czech Republic","CZ",2,"nonconformity",3,"Referral to the Court (Art. 258)",2
1462,2007,17,"Czech Republic","CZ",2,"nonconformity",4,"Letter of formal notice (Art. 260)",0
1463,2007,17,"Czech Republic","CZ",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
1464,2007,17,"Czech Republic","CZ",2,"nonconformity",6,"Referral to the Court (Art. 260)",0
1465,2007,18,"Estonia","EE",1,"noncommunication",1,"Letter of formal notice (Art. 258)",34
1466,2007,18,"Estonia","EE",1,"noncommunication",2,"Reasoned opinion (Art. 258)",7
1467,2007,18,"Estonia","EE",1,"noncommunication",3,"Referral to the Court (Art. 258)",0
1468,2007,18,"Estonia","EE",1,"noncommunication",4,"Letter of formal notice (Art. 260)",0
1469,2007,18,"Estonia","EE",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
1470,2007,18,"Estonia","EE",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
1471,2007,18,"Estonia","EE",2,"nonconformity",1,"Letter of formal notice (Art. 258)",14
1472,2007,18,"Estonia","EE",2,"nonconformity",2,"Reasoned opinion (Art. 258)",5
1473,2007,18,"Estonia","EE",2,"nonconformity",3,"Referral to the Court (Art. 258)",2
1474,2007,18,"Estonia","EE",2,"nonconformity",4,"Letter of formal notice (Art. 260)",0
1475,2007,18,"Estonia","EE",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
1476,2007,18,"Estonia","EE",2,"nonconformity",6,"Referral to the Court (Art. 260)",0
1477,2007,19,"Hungary","HU",1,"noncommunication",1,"Letter of formal notice (Art. 258)",40
1478,2007,19,"Hungary","HU",1,"noncommunication",2,"Reasoned opinion (Art. 258)",4
1479,2007,19,"Hungary","HU",1,"noncommunication",3,"Referral to the Court (Art. 258)",0
1480,2007,19,"Hungary","HU",1,"noncommunication",4,"Letter of formal notice (Art. 260)",0
1481,2007,19,"Hungary","HU",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
1482,2007,19,"Hungary","HU",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
1483,2007,19,"Hungary","HU",2,"nonconformity",1,"Letter of formal notice (Art. 258)",20
1484,2007,19,"Hungary","HU",2,"nonconformity",2,"Reasoned opinion (Art. 258)",5
1485,2007,19,"Hungary","HU",2,"nonconformity",3,"Referral to the Court (Art. 258)",0
1486,2007,19,"Hungary","HU",2,"nonconformity",4,"Letter of formal notice (Art. 260)",0
1487,2007,19,"Hungary","HU",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
1488,2007,19,"Hungary","HU",2,"nonconformity",6,"Referral to the Court (Art. 260)",0
1489,2007,20,"Latvia","LV",1,"noncommunication",1,"Letter of formal notice (Art. 258)",34
1490,2007,20,"Latvia","LV",1,"noncommunication",2,"Reasoned opinion (Art. 258)",3
1491,2007,20,"Latvia","LV",1,"noncommunication",3,"Referral to the Court (Art. 258)",0
1492,2007,20,"Latvia","LV",1,"noncommunication",4,"Letter of formal notice (Art. 260)",0
1493,2007,20,"Latvia","LV",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
1494,2007,20,"Latvia","LV",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
1495,2007,20,"Latvia","LV",2,"nonconformity",1,"Letter of formal notice (Art. 258)",17
1496,2007,20,"Latvia","LV",2,"nonconformity",2,"Reasoned opinion (Art. 258)",4
1497,2007,20,"Latvia","LV",2,"nonconformity",3,"Referral to the Court (Art. 258)",1
1498,2007,20,"Latvia","LV",2,"nonconformity",4,"Letter of formal notice (Art. 260)",0
1499,2007,20,"Latvia","LV",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
1500,2007,20,"Latvia","LV",2,"nonconformity",6,"Referral to the Court (Art. 260)",0
1501,2007,21,"Lithuania","LT",1,"noncommunication",1,"Letter of formal notice (Art. 258)",24
1502,2007,21,"Lithuania","LT",1,"noncommunication",2,"Reasoned opinion (Art. 258)",2
1503,2007,21,"Lithuania","LT",1,"noncommunication",3,"Referral to the Court (Art. 258)",0
1504,2007,21,"Lithuania","LT",1,"noncommunication",4,"Letter of formal notice (Art. 260)",0
1505,2007,21,"Lithuania","LT",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
1506,2007,21,"Lithuania","LT",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
1507,2007,21,"Lithuania","LT",2,"nonconformity",1,"Letter of formal notice (Art. 258)",11
1508,2007,21,"Lithuania","LT",2,"nonconformity",2,"Reasoned opinion (Art. 258)",3
1509,2007,21,"Lithuania","LT",2,"nonconformity",3,"Referral to the Court (Art. 258)",2
1510,2007,21,"Lithuania","LT",2,"nonconformity",4,"Letter of formal notice (Art. 260)",0
1511,2007,21,"Lithuania","LT",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
1512,2007,21,"Lithuania","LT",2,"nonconformity",6,"Referral to the Court (Art. 260)",0
1513,2007,22,"Malta","MT",1,"noncommunication",1,"Letter of formal notice (Art. 258)",44
1514,2007,22,"Malta","MT",1,"noncommunication",2,"Reasoned opinion (Art. 258)",13
1515,2007,22,"Malta","MT",1,"noncommunication",3,"Referral to the Court (Art. 258)",1
1516,2007,22,"Malta","MT",1,"noncommunication",4,"Letter of formal notice (Art. 260)",0
1517,2007,22,"Malta","MT",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
1518,2007,22,"Malta","MT",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
1519,2007,22,"Malta","MT",2,"nonconformity",1,"Letter of formal notice (Art. 258)",27
1520,2007,22,"Malta","MT",2,"nonconformity",2,"Reasoned opinion (Art. 258)",12
1521,2007,22,"Malta","MT",2,"nonconformity",3,"Referral to the Court (Art. 258)",3
1522,2007,22,"Malta","MT",2,"nonconformity",4,"Letter of formal notice (Art. 260)",0
1523,2007,22,"Malta","MT",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
1524,2007,22,"Malta","MT",2,"nonconformity",6,"Referral to the Court (Art. 260)",0
1525,2007,23,"Poland","PL",1,"noncommunication",1,"Letter of formal notice (Art. 258)",46
1526,2007,23,"Poland","PL",1,"noncommunication",2,"Reasoned opinion (Art. 258)",9
1527,2007,23,"Poland","PL",1,"noncommunication",3,"Referral to the Court (Art. 258)",4
1528,2007,23,"Poland","PL",1,"noncommunication",4,"Letter of formal notice (Art. 260)",0
1529,2007,23,"Poland","PL",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
1530,2007,23,"Poland","PL",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
1531,2007,23,"Poland","PL",2,"nonconformity",1,"Letter of formal notice (Art. 258)",23
1532,2007,23,"Poland","PL",2,"nonconformity",2,"Reasoned opinion (Art. 258)",15
1533,2007,23,"Poland","PL",2,"nonconformity",3,"Referral to the Court (Art. 258)",4
1534,2007,23,"Poland","PL",2,"nonconformity",4,"Letter of formal notice (Art. 260)",0
1535,2007,23,"Poland","PL",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
1536,2007,23,"Poland","PL",2,"nonconformity",6,"Referral to the Court (Art. 260)",0
1537,2007,24,"Slovakia","SK",1,"noncommunication",1,"Letter of formal notice (Art. 258)",29
1538,2007,24,"Slovakia","SK",1,"noncommunication",2,"Reasoned opinion (Art. 258)",3
1539,2007,24,"Slovakia","SK",1,"noncommunication",3,"Referral to the Court (Art. 258)",1
1540,2007,24,"Slovakia","SK",1,"noncommunication",4,"Letter of formal notice (Art. 260)",0
1541,2007,24,"Slovakia","SK",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
1542,2007,24,"Slovakia","SK",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
1543,2007,24,"Slovakia","SK",2,"nonconformity",1,"Letter of formal notice (Art. 258)",17
1544,2007,24,"Slovakia","SK",2,"nonconformity",2,"Reasoned opinion (Art. 258)",3
1545,2007,24,"Slovakia","SK",2,"nonconformity",3,"Referral to the Court (Art. 258)",2
1546,2007,24,"Slovakia","SK",2,"nonconformity",4,"Letter of formal notice (Art. 260)",0
1547,2007,24,"Slovakia","SK",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
1548,2007,24,"Slovakia","SK",2,"nonconformity",6,"Referral to the Court (Art. 260)",0
1549,2007,25,"Slovenia","SI",1,"noncommunication",1,"Letter of formal notice (Art. 258)",40
1550,2007,25,"Slovenia","SI",1,"noncommunication",2,"Reasoned opinion (Art. 258)",2
1551,2007,25,"Slovenia","SI",1,"noncommunication",3,"Referral to the Court (Art. 258)",2
1552,2007,25,"Slovenia","SI",1,"noncommunication",4,"Letter of formal notice (Art. 260)",0
1553,2007,25,"Slovenia","SI",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
1554,2007,25,"Slovenia","SI",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
1555,2007,25,"Slovenia","SI",2,"nonconformity",1,"Letter of formal notice (Art. 258)",17
1556,2007,25,"Slovenia","SI",2,"nonconformity",2,"Reasoned opinion (Art. 258)",4
1557,2007,25,"Slovenia","SI",2,"nonconformity",3,"Referral to the Court (Art. 258)",0
1558,2007,25,"Slovenia","SI",2,"nonconformity",4,"Letter of formal notice (Art. 260)",0
1559,2007,25,"Slovenia","SI",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
1560,2007,25,"Slovenia","SI",2,"nonconformity",6,"Referral to the Court (Art. 260)",0
1561,2007,26,"Bulgaria","BG",1,"noncommunication",1,"Letter of formal notice (Art. 258)",70
1562,2007,26,"Bulgaria","BG",1,"noncommunication",2,"Reasoned opinion (Art. 258)",2
1563,2007,26,"Bulgaria","BG",1,"noncommunication",3,"Referral to the Court (Art. 258)",0
1564,2007,26,"Bulgaria","BG",1,"noncommunication",4,"Letter of formal notice (Art. 260)",0
1565,2007,26,"Bulgaria","BG",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
1566,2007,26,"Bulgaria","BG",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
1567,2007,26,"Bulgaria","BG",2,"nonconformity",1,"Letter of formal notice (Art. 258)",11
1568,2007,26,"Bulgaria","BG",2,"nonconformity",2,"Reasoned opinion (Art. 258)",0
1569,2007,26,"Bulgaria","BG",2,"nonconformity",3,"Referral to the Court (Art. 258)",0
1570,2007,26,"Bulgaria","BG",2,"nonconformity",4,"Letter of formal notice (Art. 260)",0
1571,2007,26,"Bulgaria","BG",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
1572,2007,26,"Bulgaria","BG",2,"nonconformity",6,"Referral to the Court (Art. 260)",0
1573,2007,27,"Romania","RO",1,"noncommunication",1,"Letter of formal notice (Art. 258)",186
1574,2007,27,"Romania","RO",1,"noncommunication",2,"Reasoned opinion (Art. 258)",4
1575,2007,27,"Romania","RO",1,"noncommunication",3,"Referral to the Court (Art. 258)",0
1576,2007,27,"Romania","RO",1,"noncommunication",4,"Letter of formal notice (Art. 260)",0
1577,2007,27,"Romania","RO",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
1578,2007,27,"Romania","RO",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
1579,2007,27,"Romania","RO",2,"nonconformity",1,"Letter of formal notice (Art. 258)",10
1580,2007,27,"Romania","RO",2,"nonconformity",2,"Reasoned opinion (Art. 258)",1
1581,2007,27,"Romania","RO",2,"nonconformity",3,"Referral to the Court (Art. 258)",0
1582,2007,27,"Romania","RO",2,"nonconformity",4,"Letter of formal notice (Art. 260)",0
1583,2007,27,"Romania","RO",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
1584,2007,27,"Romania","RO",2,"nonconformity",6,"Referral to the Court (Art. 260)",0
1585,2008,1,"Belgium","BE",1,"noncommunication",1,"Letter of formal notice (Art. 258)",32
1586,2008,1,"Belgium","BE",1,"noncommunication",2,"Reasoned opinion (Art. 258)",16
1587,2008,1,"Belgium","BE",1,"noncommunication",3,"Referral to the Court (Art. 258)",12
1588,2008,1,"Belgium","BE",1,"noncommunication",4,"Letter of formal notice (Art. 260)",2
1589,2008,1,"Belgium","BE",1,"noncommunication",5,"Reasoned opinion (Art. 260)",1
1590,2008,1,"Belgium","BE",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
1591,2008,1,"Belgium","BE",2,"nonconformity",1,"Letter of formal notice (Art. 258)",49
1592,2008,1,"Belgium","BE",2,"nonconformity",2,"Reasoned opinion (Art. 258)",18
1593,2008,1,"Belgium","BE",2,"nonconformity",3,"Referral to the Court (Art. 258)",6
1594,2008,1,"Belgium","BE",2,"nonconformity",4,"Letter of formal notice (Art. 260)",2
1595,2008,1,"Belgium","BE",2,"nonconformity",5,"Reasoned opinion (Art. 260)",1
1596,2008,1,"Belgium","BE",2,"nonconformity",6,"Referral to the Court (Art. 260)",0
1597,2008,2,"France","FR",1,"noncommunication",1,"Letter of formal notice (Art. 258)",33
1598,2008,2,"France","FR",1,"noncommunication",2,"Reasoned opinion (Art. 258)",10
1599,2008,2,"France","FR",1,"noncommunication",3,"Referral to the Court (Art. 258)",5
1600,2008,2,"France","FR",1,"noncommunication",4,"Letter of formal notice (Art. 260)",0
1601,2008,2,"France","FR",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
1602,2008,2,"France","FR",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
1603,2008,2,"France","FR",2,"nonconformity",1,"Letter of formal notice (Art. 258)",31
1604,2008,2,"France","FR",2,"nonconformity",2,"Reasoned opinion (Art. 258)",11
1605,2008,2,"France","FR",2,"nonconformity",3,"Referral to the Court (Art. 258)",8
1606,2008,2,"France","FR",2,"nonconformity",4,"Letter of formal notice (Art. 260)",3
1607,2008,2,"France","FR",2,"nonconformity",5,"Reasoned opinion (Art. 260)",1
1608,2008,2,"France","FR",2,"nonconformity",6,"Referral to the Court (Art. 260)",0
